original	translation	mean	source_lang	target_lang
The district headquarters is the town of Pallandri.	ज़िले का मुख्यालय पल्लान्द्री है।	64.5	en	hindi
Its other active metabolites include the minor active metabolites temazepam and oxazepam.	इसके अन्य सक्रिय मेटाबोलाइट्स में माइनर एक्टिव मेटाबोलाइट्स टेमाजेपाम और ऑक्सेपाम शामिल हैं।	61.5	en	hindi
She is also on the advisory board of Gonit Sora.	वह गोनित सोरा के सलाहकार बोर्ड में भी हैं।	83.25	en	hindi
The district is currently represented by Democrat Gwen Moore.	इस जिले का प्रतिनिधित्व वर्तमान में डेमोक्रेट ग्वेन मूर कर रहे हैं।	81.0	en	hindi
This was the first time that the ratings for a BBL match crossed the 2 million mark.	यह पहली बार था कि बीबीएल मैच की रेटिंग ने 2 मिलियन का आंकड़ा पार किया।	86.0	en	hindi
He graduated from Dhaka College and the University of Dhaka.	उन्होंने ढाका कॉलेज और ढाका विश्वविद्यालय से स्नातक किया।	84.25	en	hindi
"Frank Scheck of The Hollywood Reporter praised Statham but gave a mixed review ""The film is certainly watchable, thanks to the elaborately staged action sequences and Statham's killer charisma."""	""""" ""द हॉलीवुड रिपोर्टर के फ्रैंक शेक ने स्टैथम की प्रशंसा की, लेकिन एक मिश्रित समीक्षा दी"" ""फिल्म निश्चित रूप से देखने योग्य है, विस्तृत रूप से मंचन किए गए एक्शन दृश्यों और स्टैथम के हत्यारे करिश्मे के लिए धन्यवाद।"""	68.0	en	hindi
The yellow boxes represent days during which medal-awarding finals for a sport were held.	पीले बक्से उन दिनों का प्रतिनिधित्व करते हैं जिनके दौरान एक खेल के लिए पदक-पुरस्कार फाइनल आयोजित किए जाते थे।	82.5	en	hindi
Thus, a strong offensive-defensive formation had been prepared by Babur.	इस प्रकार, बाबर द्वारा एक मजबूत आक्रामक-रक्षात्मक गठन तैयार किया गया था।	86.25	en	hindi
Léa Seydoux, Ben Whishaw, Naomie Harris, Jeffrey Wright, Christoph Waltz, Rory Kinnear, and Ralph Fiennes reprise their roles from previous films, with Rami Malek, Lashana Lynch, Ana de Armas, Dali Benssalah, Billy Magnussen, and David Dencik joining the cast as new characters.	पिछली फिल्मों की भूमिकाओं में रामी मालेक, लशाना लिंच, एना दे अरमास, डाली बेनसाला, बिली मैग्नुसेन और डेविड डेन्सिक शामिल हैं।	30.25	en	hindi
Raj and Munna both fall for Mili, but Mili is too busy making the movie to notice any of this.	राज और मुन्ना दोनों मिली के प्यार में पड़ते हैं, लेकिन मिली फिल्म बनाने में इतनी व्यस्त है कि इस पर ध्यान नहीं दिया जा सकता।	72.75	en	hindi
It has many trains, including daily passenger trains running between Guntakal and Tirupati.	इसमें कई ट्रेनें हैं, जिनमें दैनिक यात्री ट्रेनें गुंटकल और तिरुपति के बीच चल रही हैं।	86.75	en	hindi
The satellite's functional versatility is embedded within its technical components and its operations characteristics.	उपग्रह की कार्यात्मक बहुमुखी क्षमता इसके तकनीकी घटकों और संचालन विशेषताओं में निहित है।	95.0	en	hindi
The eight qualifying teams were split into two groups for the group stage, with traditional rivals Australia and New Zealand drawn together in Group B alongside South Africa and Pakistan, while India and West Indies were drawn together in Group A along with England and Sri Lanka.	आठ क्वालीफाइंग टीमों को ग्रुप चरण के लिए दो समूहों में विभाजित किया गया था, जिसमें पारंपरिक प्रतिद्वंद्वियों ऑस्ट्रेलिया और न्यूजीलैंड को ग्रुप बी में दक्षिण अफ्रीका और पाकिस्तान के साथ एक साथ खींचा गया था, जबकि भारत और वेस्टइंडीज को इंग्लैंड और श्रीलंका के साथ ग्रुप ए में एक साथ खींचा गया था।	61.25	en	hindi
Because of this, up and down quarks are generally stable and the most common in the universe, whereas strange, charm, bottom, and top quarks can only be produced in high energy collisions (such as those involving cosmic rays and in particle accelerators).	इसके कारण, अप और डाउन क्वार्क आम तौर पर स्थिर होते हैं और ब्रह्मांड में सबसे आम हैं, जबकि स्ट्रेंज, चार्म, बॉटम और टॉप क्वार्क केवल उच्च ऊर्जा टक्करों में उत्पादित किए जा सकते हैं (जैसे कि वे जिनमें कॉस्मिक रे और पार्टिकल एक्सेलेरेटर शामिल हैं)।	83.0	en	hindi
Doi Luang National Park (Thai: อุทยานแห่งชาติดอยหลวง) is one of the biggest national parks in Northern Thailand.	"""डोई लुआंग राष्ट्रीय उद्यान (थाईः"" ""immilear"" "","" ""immilear"" "","" ""immilear"" "","" ""immilear"" "") उत्तरी थाईलैंड के सबसे बड़े राष्ट्रीय उद्यानों में से एक है।"""	68.75	en	hindi
In the group stage, teams will be ranked on the following criteria:	ग्रुप चरण में टीमों को निम्नलिखित मानदंडों के आधार पर रैंक दी जाएगीः	92.5	en	hindi
He went to the auditions in Omaha, Nebraska, initially to support his younger brother (who did not make it to Hollywood) and then, prompted by mother and brother when a show producer noticed him, David auditioned himself.	वह शुरू में अपने छोटे भाई (जो हॉलीवुड में नहीं आया) का समर्थन करने के लिए ओमाहा, नेब्रास्का में ऑडिशन के लिए गए और फिर, जब एक शो निर्माता ने उन्हें देखा तो मां और भाई द्वारा प्रेरित होकर, डेविड ने खुद का ऑडिशन दिया।	68.0	en	hindi
Was the '2G fame' A Raja appointed at the behest of Sonia Gandhi?	क्या 2जी फेम ए राजा को सोनिया गांधी के इशारे पर नियुक्त किया गया था?	91.0	en	hindi
Maharaj is the son of Nanan Maharaj and Dolly Nanan Maharaj.	वे नानन महाराज और डॉली नानन महाराज के पुत्र हैं।	65.25	en	hindi
Swift regarded such thought as a dangerous endorsement of Thomas Hobbes' radical political philosophy and for this reason Gulliver repeatedly encounters established societies rather than desolate islands.	स्विफ्ट ने इस तरह के विचार को थॉमस हॉब्स के क्रांतिकारी राजनीतिक दर्शन का एक खतरनाक समर्थन माना और इस कारण गुलिवर बार-बार सुनसान द्वीपों के बजाय स्थापित समाजों का सामना करते हैं।	83.5	en	hindi
The government established by Chandragupta was led by an autocratic king, who primarily relied on the military to assert his power.	चंद्रगुप्त द्वारा स्थापित सरकार का नेतृत्व एक निरंकुश राजा ने किया था, जो मुख्य रूप से अपनी शक्ति का प्रदर्शन करने के लिए सेना पर निर्भर था।	91.0	en	hindi
The spread of Islam among the ruling class was precipitated as Muslim traders married the local women, with some of the wealthier traders marrying into the families of the ruling elite.	शासक वर्ग के बीच इस्लाम का प्रसार हुआ क्योंकि मुस्लिम व्यापारियों ने स्थानीय महिलाओं से शादी की, कुछ अमीर व्यापारियों ने सत्तारूढ़ अभिजात वर्ग के परिवारों में शादी की।	86.0	en	hindi
The gold medal was won on that occasion by South Africa who defeated Australia by 4 wickets in the final with New Zealand winning the bronze medal.	उस अवसर पर दक्षिण अफ्रीका ने स्वर्ण पदक जीता था, जिसने फाइनल में ऑस्ट्रेलिया को 4 विकेट से हराया था और न्यूजीलैंड ने कांस्य पदक जीता था।	89.0	en	hindi
This means that a given team will not face all other opponents in their group, but all teams will play the same number of matches (i.e., 12 matches at home and 12 matches away).	इसका मतलब है कि एक टीम अपने समूह में अन्य सभी प्रतिद्वंद्वियों का सामना नहीं करेगी, लेकिन सभी टीमें समान संख्या में मैच खेलेंगी (यानी, घर पर 12 मैच और बाहर 12 मैच)।	77.5	en	hindi
However, better translations are often possible.	हालांकि, बेहतर अनुवाद अक्सर संभव होते हैं।	92.0	en	hindi
During her stay in Bhutan, Vimala taught dance in the Bhutan Government School and performed South Indian Classical dance in many places.	भूटान में अपने प्रवास के दौरान, विमला ने भूटान सरकारी स्कूल में नृत्य सिखाया और कई स्थानों पर दक्षिण भारतीय शास्त्रीय नृत्य का प्रदर्शन किया।	87.25	en	hindi
The club has traditionally produced a coaching manual, the MCC Cricket Coaching Book, a bible for cricket skills, and runs training programmes for young cricketers, including many at its Lord's Indoor Centre.	क्लब ने पारंपरिक रूप से एक कोचिंग मैनुअल, एमसीसी क्रिकेट कोचिंग बुक का निर्माण किया है, जो क्रिकेट कौशल के लिए एक बाइबल है, और युवा क्रिकेटरों के लिए प्रशिक्षण कार्यक्रम चलाता है, जिसमें कई अपने लॉर्ड्स इंडोर सेंटर में भी शामिल हैं।	80.25	en	hindi
The donor could also specify the subjects to be taught, the qualification of the teachers, or which madhhab the teaching should follow.	दाता पढ़ाए जाने वाले विषयों को भी निर्दिष्ट कर सकता है, शिक्षकों की योग्यता, या शिक्षण में कौन सा माधब होना चाहिए।	60.25	en	hindi
Piscis Austrinus is a constellation in the southern celestial hemisphere.	मीन तारामंडल (Piscis Austrinus) दक्षिणी खगोलीय गोलार्ध में स्थित एक तारामंडल है।	63.0	en	hindi
Sometime later, they attend the inauguration of a bridge dedicated to the memory of late Municipal Commissioner D'Mello who is supposed to have died of a terminal disease.	कुछ समय बाद, वे दिवंगत नगर आयुक्त डी 'मेलो की याद में समर्पित एक पुल के उद्घाटन में भाग लेते हैं, जिनके बारे में माना जाता है कि उनकी मृत्यु एक घातक बीमारी से हुई थी।	92.25	en	hindi
"The Ministry of Culture has a department, the Subdirección General de Protección del Patrimonio Histórico (""Bureau of Protection of Historical Heritage"") which maintains a heritage register."	संस्कृति मंत्रालय का एक विभाग है, जिसका नाम है सबडाइरेक्सीगेन एन जनरल डी प्रोटेक्सीगेन एन डेल पेट्रीमोनियो हिस्टेरिको (ब्यूरो ऑफ प्रोटेक्शन ऑफ हिस्टोरिकल हेरिटेज) जो एक विरासत रजिस्टर का रखरखाव करता है।	64.5	en	hindi
Such proposals survived into Roman times.	इस तरह के प्रस्ताव रोमन काल तक बने रहे।	89.25	en	hindi
The city of Nagpur is the district administrative centre.	ज़िले का मुख्यालय नागपुर है।	58.25	en	hindi
Before the start of the tournament, Karachians changed their name to Sindhis after a Pakistan court order had objected to their title, citing a clash of identity with the Pakistan Super League team Karachi Kings.	टूर्नामेंट की शुरुआत से पहले, कराची के लोगों ने पाकिस्तान सुपर लीग टीम कराची किंग्स के साथ पहचान के संघर्ष का हवाला देते हुए अपने शीर्षक पर आपत्ति जताने के बाद अपना नाम बदलकर सिंधी कर लिया।	69.75	en	hindi
Dupleix's ambition clashed with British interests in India and a period of military skirmishes and political intrigues began and continued even in rare periods when France and Great Britain were officially at peace.	ड्यूप्लेक्स की महत्वाकांक्षा का भारत में ब्रिटिश हितों के साथ टकराव हुआ और सैन्य झड़पों और राजनीतिक षड्यंत्रों की अवधि शुरू हुई और दुर्लभ अवधियों में भी जारी रही जब फ्रांस और ग्रेट ब्रिटेन आधिकारिक रूप से शांति में थे।	80.5	en	hindi
The population mostly originates from the ancient tribes of Yām, Mákram, and Hamdan.	यहां की आबादी ज्यादातर प्राचीन जनजातियों यंगीम, ममालीग्राम और हमदान से उत्पन्न होती है।	73.0	en	hindi
The reaction requires metal catalysts.	इस प्रतिक्रिया के लिए धातु उत्प्रेरकों की आवश्यकता होती है।	87.5	en	hindi
His seminal contribution in social, political, educational, agricultural and cultural spheres earned him the title of Rajarshi, which was bestowed upon him by the Kurmi warrior community of Kanpur.	सामाजिक, राजनीतिक, शैक्षिक, कृषि और सांस्कृतिक क्षेत्रों में उनके मौलिक योगदान ने उन्हें राजर्षि का खिताब दिलाया, जो उन्हें कानपुर के कुर्मी योद्धा समुदाय द्वारा दिया गया था।	87.5	en	hindi
Cirque du Soleil later apologized to Hilton for Angel's remarks.	सर्क डु सोलेल ने बाद में एंजेल की टिप्पणी के लिए हिल्टन से माफी मांगी।	78.25	en	hindi
It sees 40-50 outpatients daily.	यहां रोजाना 40-50 मरीज आते हैं।	72.25	en	hindi
His tasks were to arrest criminals, build jails and implement sentences.	उनका काम अपराधियों को गिरफ्तार करना, जेलों का निर्माण करना और सजा को लागू करना था।	87.0	en	hindi
The TTL is set by the administrator of the authoritative DNS server.	टीटीएल को अधिकृत डीएनएस सर्वर के प्रशासक द्वारा निर्धारित किया जाता है।	81.5	en	hindi
"When she joined Twitter, she also gave an interview with TechCrunch on ""how Twitter can help change the world"", where she said It’s about using social media for social change: creating a community of advocates who can use their voices on behalf of the voiceless, or leverage their talents, skills, knowledge, and resources to put more children into classrooms, or pressure their elected representatives to get global education top of the agenda."	जब उन्होंने ट्विटर ज्वाइन किया, तो उन्होंने टेकक्रंच के साथ एक साक्षात्कार भी दिया कि ट्विटर दुनिया को बदलने में कैसे मदद कर सकता है, जहां उन्होंने कहा कि यह सामाजिक परिवर्तन के लिए सोशल मीडिया का उपयोग करने के बारे में हैः अधिवक्ताओं का एक समुदाय बनाना जो बेजुबानों की ओर से अपनी आवाज का उपयोग कर सकते हैं, या उनकी प्रतिभा, कौशल, ज्ञान और संसाधनों का लाभ उठा सकते हैं, अधिक बच्चों को कक्षाओं में डाल सकते हैं, या अपने निर्वाचित प्रतिनिधियों पर वैश्विक शिक्षा को एजेंडे में शीर्ष पर लाने के लिए दबाव डाल सकते हैं।	82.5	en	hindi
Pip, a chipmunk who can talk in the 2D world of Andalasia, loses his ability to communicate through speech in the real world so he must rely heavily on facial and body gestures.	पिप, एक चिपमंक जो अंडलासिया की 2 डी दुनिया में बात कर सकता है, वास्तविक दुनिया में भाषण के माध्यम से संवाद करने की अपनी क्षमता खो देता है इसलिए उसे चेहरे और शरीर के हाव-भाव पर बहुत अधिक निर्भर रहना पड़ता है।	83.75	en	hindi
"This is believed to be one of the oldest fertility rites in the UK; revellers dance with the Oss through the streets of the town and even though the private gardens of the citizens, accompanied by accordion players and followers dressed in white with red or blue sashes who sing the traditional ""May Day"" song."	ऐसा माना जाता है कि यह ब्रिटेन में सबसे पुरानी प्रजनन संबंधी रस्मों में से एक है और शहर की सड़कों पर ऑस के साथ नृत्य करते हैं और भले ही नागरिकों के निजी उद्यान, एकोर्डियन वादकों के साथ सफेद कपड़े पहने हुए अनुयायियों के साथ पारंपरिक 'मई दिवस' गीत गाते हैं।	64.25	en	hindi
Khan arrives in Kolkata and reveals that Damji was a rogue IB agent responsible for the poison-gas attack.	खान कोलकाता पहुंचता है और बताता है कि दामजी एक दुष्ट आईबी एजेंट था जो जहर-गैस हमले के लिए जिम्मेदार था।	82.5	en	hindi
Gaudiya Vaishnava, as the name suggests, usually refers to the region of Bengal.	गौड़ीय वैष्णव, जैसा कि नाम से पता चलता है, आमतौर पर बंगाल के क्षेत्र को संदर्भित करता है।	90.5	en	hindi
There are a number of doctoral degrees; the most common is the Doctor of Philosophy (PhD), which is awarded in many different fields, ranging from the humanities to scientific disciplines.	मानविकी से लेकर वैज्ञानिक विषयों तक विभिन्न क्षेत्रों में डॉक्टरेट की डिग्री प्रदान की जाती है।	54.25	en	hindi
After leaving hometown, Malik pursued a job as a journalist.	गृहनगर छोड़ने के बाद, मलिक ने एक पत्रकार के रूप में एक नौकरी की।	82.5	en	hindi
Similar to a role-playing game character, the Home City is persistent between games, meaning that upgrades gained through separate games can be applied and stay applied for as long as that particular city exists.	एक भूमिका निभाने वाले खेल चरित्र के समान, होम सिटी खेलों के बीच लगातार बना रहता है, जिसका अर्थ है कि अलग खेलों के माध्यम से प्राप्त उन्नयन को लागू किया जा सकता है और जब तक उस विशेष शहर का अस्तित्व है तब तक आवेदन किया जा सकता है।	85.25	en	hindi
This mobile content is delivered via MMS (Multimedia Message Service).	यह मोबाइल सामग्री एमएमएस (मल्टीमीडिया मैसेज सर्विस) के माध्यम से वितरित की जाती है।	77.25	en	hindi
Another substantial reason that companies issue employee stock options as compensation is to preserve and generate cash flow.	कंपनियों द्वारा मुआवजे के रूप में कर्मचारी स्टॉक विकल्प जारी करने का एक अन्य महत्वपूर्ण कारण नकदी प्रवाह को संरक्षित करना और उत्पन्न करना है।	87.75	en	hindi
He expressed his condolences to the residents affected and the families of the victims.	उन्होंने प्रभावित निवासियों और पीड़ितों के परिवारों के प्रति अपनी संवेदना व्यक्त की।	90.75	en	hindi
She reached her career peak by 1947.	वह 1947 तक अपने करियर के शिखर पर पहुंच गईं।	90.5	en	hindi
The school had actually refused to accept her fees.	स्कूल ने वास्तव में उसकी फीस लेने से इनकार कर दिया था।	90.75	en	hindi
The French called their first greenhouses orangeries, since they were used to protect orange trees from freezing.	फ्रांसीसियों ने अपने पहले ग्रीनहाउस को ऑरेंज हाउस कहा, क्योंकि उनका उपयोग नारंगी के पेड़ों को ठंड से बचाने के लिए किया जाता था।	64.25	en	hindi
Modi's failure to stop anti-Muslim violence led to a de facto travel ban imposed by the United Kingdom, United States, and several European nations, as well as the boycott of his provincial government by all but the most junior officials.	मुस्लिम विरोधी हिंसा को रोकने में मोदी की विफलता के कारण यूनाइटेड किंगडम, संयुक्त राज्य अमेरिका और कई यूरोपीय देशों द्वारा लगाए गए यात्रा प्रतिबंध के साथ-साथ सबसे कनिष्ठ अधिकारियों को छोड़कर सभी द्वारा उनकी प्रांतीय सरकार का बहिष्कार किया गया।	86.0	en	hindi
The origin of the term blitzkrieg is obscure.	ब्लिट्जक्रेग शब्द की उत्पत्ति अस्पष्ट है।	82.0	en	hindi
The town's primary exports include red sandstone, sweet millet, and mustard.	शहर के प्राथमिक निर्यात में लाल बलुआ पत्थर, मिठाई बाजरा और सरसों शामिल हैं।	74.5	en	hindi
For developers, Google offers an SDK and an official blog for anyone who wants to write gadgets or plug-ins for Google Desktop.	डेवलपर्स के लिए, गूगल एक एसडीके और एक आधिकारिक ब्लॉग उन सभी के लिए प्रदान करता है जो गूगल डेस्कटॉप के लिए गैजेट्स या प्लग-इन लिखना चाहते हैं।	84.0	en	hindi
Longhaired Chihuahuas are actually smoother to the touch, having soft, fine-guard hairs and a downy undercoat, which gives them their fluffy appearance.	लम्बे बालों वाले चिहुआहुआ वास्तव में स्पर्श के लिए चिकने होते हैं, जिनके बाल कोमल, महीन-गार्ड होते हैं और एक नीचे का अंडरकोट होता है, जो उन्हें उनकी लचीली उपस्थिति देता है।	82.0	en	hindi
The city will come up in PPP mode.	यह शहर पीपीपी मोड में बनेगा।	86.0	en	hindi
Richard named three other bishops at the same time: Godfrey de Lucy to Winchester, Richard FitzNeal to London, and Hubert Walter to Salisbury.	रिचर्ड ने एक ही समय में तीन अन्य बिशपों का नाम दियाः गॉडफ्रे डी लूसी से विनचेस्टर, रिचर्ड फिट्ज़नील से लंदन और ह्यूबर्ट वाल्टर से सैलिसबरी।	64.25	en	hindi
football is the most popular sport in Saudi Arabia.	सऊदी अरब में फुटबॉल सबसे लोकप्रिय खेल है।	95.0	en	hindi
He was born in Rawalpindi, Punjab.	उनका जन्म पंजाब के रावलपिंडी में हुआ था।	88.75	en	hindi
A dying Sikandar reaches the wedding of Kaamna and Vishal.	मरने वाला सिकन्दर कामना और विशाल की शादी में पहुंचता है।	84.0	en	hindi
"The French often use the expression ""la France profonde"" (""Deep France"", similar to ""heartland"") to designate the profoundly ""French"" aspects of provincial towns, village life and rural agricultural culture, which escape the hegemony of Paris."	"""फ्रांसीसी अक्सर"" ""ला फ्रांस प्रोफोंडे"" ""("" ""गहरा फ्रांस"" "","" ""हृदय भूमि के समान"" "") अभिव्यक्ति का उपयोग प्रांतीय शहरों, ग्रामीण जीवन और ग्रामीण कृषि संस्कृति के गहन"" ""फ्रांसीसी"" ""पहलुओं को नामित करने के लिए करते हैं, जो पेरिस के प्रभुत्व से बच जाते हैं।"""	69.5	en	hindi
Sunita Duggal is an Indian politician and the current Member of Parliament (Lok Sabha) from Sirsa parliamentary constituency and currently the only Woman Member of Parliament (MP) from Haryana.	सुनीता दुग्गल एक भारतीय राजनीतिज्ञ तथा वर्तमान में सिरसा संसदीय निर्वाचन क्षेत्र से संसद सदस्य (लोकसभा) हैं और वर्तमान में हरियाणा से एकमात्र महिला सांसद (सांसद) हैं।	80.5	en	hindi
A MiniDrive is generally a microSD card adapter in the RS-MMC form factor.	एक मिनी ड्राइव आमतौर पर आरएस-एमएमसी फॉर्म फैक्टर में एक माइक्रोएसडी कार्ड अनुकूलक होता है।	77.5	en	hindi
[citation needed] In the Middle Ages the term was used to describe two pitches sounding in combination, and in the Renaissance the concept was expanded to denote three pitches sounding together.	मध्य युग में इस शब्द का उपयोग संयोजन में दो पिचों का वर्णन करने के लिए किया जाता था, और पुनर्जागरण में इस अवधारणा को तीन पिचों को एक साथ सुनने के लिए विस्तारित किया गया था।	84.75	en	hindi
Most of the criticisms focused on the fact that despite the production of the film and the ability of the stars, the script did not diverge from the generic plot of a buddy-cop genre film, instead opting for repeated use of formulaic scenes.	अधिकांश आलोचनाएं इस तथ्य पर केंद्रित थीं कि फिल्म के निर्माण और सितारों की क्षमता के बावजूद, पटकथा एक बड्डी-पुलिस शैली की फिल्म के सामान्य कथानक से अलग नहीं हुई, इसके बजाय फार्मूला दृश्यों के बार-बार उपयोग का विकल्प चुना गया।	80.0	en	hindi
The Kuwaiti Premier League is the top league of Kuwaiti football, featuring fifteen teams.	कुवैत प्रीमियर लीग कुवैत फुटबॉल का शीर्ष लीग है, जिसमें पंद्रह टीमें शामिल हैं।	78.5	en	hindi
In World War I these included SS Letitia (I) and HMHS Llandovery Castle which was deliberately sunk by a German U-boat with great loss of life, despite the hospital ship's clearly marked status.	प्रथम विश्व युद्ध में एसएस लेटिटिया (I) और एचएमएचएस लैंडोवरी कैसल को जानबूझकर एक जर्मन यू-बोट द्वारा डूबा दिया गया था, जिसमें बड़ी संख्या में लोगों की जान चली गई थी, जबकि अस्पताल के जहाज की स्थिति स्पष्ट थी।	82.5	en	hindi
The next morning, Hodson went to the tomb with one hundred Indian sowars (cavalrymen) and demanded the unconditional surrender of the Emperor and princes.	अगली सुबह, होडसन एक सौ भारतीय सोवरों (घुड़सवार) के साथ मकबरे पर गया और सम्राट और राजकुमारों के बिना शर्त आत्मसमर्पण की मांग की।	72.5	en	hindi
In other areas they mix with oaks (Quercus semecarpifolia).	अन्य क्षेत्रों में वे ओक (Quercus semecarpifolia) के साथ मिश्रित होते हैं।	64.75	en	hindi
It is the only public house in Monmouth located beside a river.	यह मॉनमाउथ में एक नदी के किनारे स्थित एकमात्र सार्वजनिक घर है।	84.5	en	hindi
The name is derived from the Franconofurd of the Germanic tribe of the Franks; Furt (cf.	यह नाम फ्रैंक्स के जर्मन जनजाति फ्रैंक्स के फ्रैंकोनोफर्ड से लिया गया है।	64.5	en	hindi
Sensitive to the slightest abnormality pertaining to national sentiments, the Central Board of Film Certification (CBFC) has asked producer-director Arbaaz Khan to simply blur the corner of the film's frames where the national emblem appears.	राष्ट्रीय भावनाओं से जुड़ी मामूली असामान्यता के प्रति संवेदनशील केंद्रीय फिल्म प्रमाणन बोर्ड (सीबीएफसी) ने निर्माता-निर्देशक अरबाज खान से फिल्म के फ्रेम के उस कोने को धुंधला करने को कहा है, जहां राष्ट्रीय प्रतीक प्रदर्शित होता है।	89.0	en	hindi
When used in the name of an instrument, these terms are relative, describing the instrument's range in comparison to other instruments of its family and not in comparison to the human voice range or instruments of other families.	जब किसी उपकरण के नाम पर उपयोग किया जाता है, तो ये शब्द सापेक्ष होते हैं, जो मानव आवाज रेंज या अन्य परिवारों के उपकरणों की तुलना में नहीं बल्कि अपने परिवार के अन्य उपकरणों की तुलना में उपकरण की सीमा का वर्णन करते हैं।	84.0	en	hindi
They had two children, Pria and Vikram.	उनके दो बच्चे थे, प्रिया और विक्रम।	90.75	en	hindi
"The imitation game also includes a ""social hack"" not found in the standard interpretation, as in the game both computer and male human are required to play as pretending to be someone they are not."	नकली खेल में एक सामाजिक हैक भी शामिल है जो मानक व्याख्या में नहीं पाया जाता है, क्योंकि खेल में कंप्यूटर और पुरुष मानव दोनों को किसी ऐसे व्यक्ति के रूप में खेलने की आवश्यकता होती है जो वे नहीं हैं।	84.25	en	hindi
Several cases were lodged against its leaders.	इसके नेताओं के खिलाफ कई मामले दर्ज किए गए थे।	86.5	en	hindi
Further, data was unavailable for the following states and union territories: Chandigarh, Lakshadweep, Andaman and Nicobar Islands, Daman and Diu, Puducherry, and Dadra and Nagar Haveli.	इसके अलावा, निम्नलिखित राज्यों और केंद्र शासित प्रदेशों के लिए डेटा उपलब्ध नहींः चंडीगढ़, लक्षद्वीप, अंडमान और निकोबार द्वीप समूह, दमन और दीव, पुडुचेरी और दादरा और नगर हवेली।	89.25	en	hindi
