original	translation	mean	source_lang	target_lang
All local trains between Pune Junction–Lonavala, Pune Junction–Talegaon, Shivajinagar–Lonavala, Shivajinagar–Talegaon stop here.	புனே சந்திப்பு-லோணாவாலா, புனே சந்திப்பு-தளேகான், சிவாஜிநகர்-லோணாவாலா, சிவாஜிநகர்-தளேகான் ஆகிய இடங்களுக்கு செல்லும் அனைத்து உள்ளூர் ரயில்களும் இங்கு நின்று செல்கின்றன.	86.33333333333333	en	tamil
He issued grants from Sarapallika, Vardhamanapura and Simhapura.	சரபள்ளிகா, வர்தமானபுரா, சிம்ஹாபுரா ஆகிய இடங்களிலிருந்து அவர் மானியங்களை வழங்கினார்.	94.66666666666669	en	tamil
It resulted in peace between previously warring tribes, and a single political and military force.	இது முன்பு போரிட்டுக் கொண்டிருந்த பழங்குடியினருக்கும், ஒரே அரசியல் மற்றும் இராணுவ படைக்கும் இடையே அமைதியை ஏற்படுத்தியது.	83.0	en	tamil
It appoints committees to examine specific academic matters.	குறிப்பிட்ட கல்வி விவகாரங்களை ஆய்வு செய்ய குழுக்களை நியமிக்கிறது.	94.66666666666669	en	tamil
T-1123 is a carbamate-based acetylcholinesterase inhibitor.	T-1123 என்பது கார்பமேட் அடிப்படையிலான அசிட்டைல்கோலினீரேஸ் தடுப்பாகும்.	89.66666666666667	en	tamil
Museum Rudana also has paintings depicting temples in Indonesia such as Besakih in Bali, and Prambanan in Central Java.	ருடானா அருங்காட்சியகத்தில் இந்தோனேசியாவில் பாலியில் உள்ள பெசாகி மற்றும் மத்திய ஜாவாவில் உள்ள பிரம்பானன் போன்ற கோயில்களை சித்தரிக்கும் ஓவியங்களும் உள்ளன.	90.0	en	tamil
At one time, all yellow or golden chanterelles in western North America had been classified as Cantharellus cibarius.	ஒரு காலத்தில், மேற்கு வட அமெரிக்காவில் உள்ள அனைத்து மஞ்சள் அல்லது தங்க சான்டரெல்கள் காந்தரெல்லஸ் சிபாரியஸ் என வகைப்படுத்தப்பட்டன.	88.33333333333333	en	tamil
In the Philippines, Brazil, Indonesia, Vietnam, and southern India (especially the coastal Kerala, Tamil Nadu and Karnataka region), avocados are frequently used for milkshakes and occasionally added to ice cream and other desserts.	பிலிப்பைன்ஸ், பிரேசில், இந்தோனேசியா, வியட்நாம் மற்றும் தென்னிந்தியாவில் (குறிப்பாக கடலோர கேரளா, தமிழ்நாடு மற்றும் கர்நாடகா பிராந்தியம்), வெண்ணெய் அடிக்கடி பால் ஷேக்குகளுக்கு பயன்படுத்தப்படுகிறது.	61.0	en	tamil
The Chicago metropolitan area is the third-largest media market in North America, after New York City and Los Angeles and a major media hub.	நியூயார்க் நகரம் மற்றும் லாஸ் ஏஞ்சல்ஸுக்கு அடுத்தபடியாக வட அமெரிக்காவில் மூன்றாவது பெரிய ஊடக சந்தையாக சிகாகோ பெருநகரப் பகுதி உள்ளது.	98.66666666666669	en	tamil
Arakan Front Party Political Party of Arakan (ALD) Rakhine independence-affiliated Arakanese News/Information Sittwe and Kyaukpyu SEZ routes to Ruili Yunnan	அரக்கான் முன்னணியின் அரக்கான் அரசியல் கட்சி (ஏ. எல். டி) ராக்கைன் சுதந்திரத்துடன் இணைந்த அரக்கானீஸ் செய்தி/தகவல் சிட்வே மற்றும் கியூக்பியு சிறப்புப் பொருளாதார மண்டல வழித்தடங்கள் ரூலி யுன்னான்	51.0	en	tamil
It is situated besides Dadar Chowpatty (beach), Mumbai.	இது மும்பையின் தாதர் சௌப்பட்டி (கடற்கரை) அருகே அமைந்துள்ளது.	98.33333333333331	en	tamil
Cathode rays (electron beam or e-beam) are streams of electrons observed in discharge tubes.	கத்தோடு கதிர்கள் (Cathode ray) அல்லது எலக்ட்ரான் கதிர்கள் (electron beam or e-beam) என்பது வெளியேற்றும் குழாய்களில் காணப்படும் எலக்ட்ரான்களின் ஓடைகள் ஆகும்.	90.33333333333331	en	tamil
There is a shrine to the Goddess Durga on one of the peaks, and a temple to Perumal (Vishnu) at mid-elevation.	சிகரங்களில் ஒன்றில் துர்கா தேவிக்கு ஒரு சன்னதியும், நடுத்தர உயரத்தில் பெருமாள் (விஷ்ணு) கோவிலும் உள்ளன.	93.33333333333331	en	tamil
The World Silambam Association (WSA) (Tamil: உலக சிலம்பம் சங்கம்) is the official international body of silambam for Worldwide and Non-Governmental Organization (NGO).	உலக சிலம்பம் சங்கம் (World Silambam Association (WSA)) என்பது உலகளாவிய மற்றும் அரசு சாரா அமைப்புகளுக்கான அதிகாரப்பூர்வ சர்வதேச சங்கமாகும்.	96.0	en	tamil
This fallow period is shortened if population density grows, requiring the input of nutrients (fertilizer or manure) and some manual pest control.	மக்கள்தொகை அடர்த்தி அதிகரித்தால் இந்த தரிசு காலம் குறைக்கப்படுகிறது, இதற்கு ஊட்டச்சத்துக்கள் (உரங்கள் அல்லது உரங்கள்) மற்றும் சில கைமுறை பூச்சி கட்டுப்பாடு தேவைப்படுகிறது.	90.66666666666669	en	tamil
Floriculture crops include bedding plants, houseplants, flowering garden and pot plants, cut cultivated greens, and cut flowers.	மலர் வளர்ப்புப் பயிர்களில் படுக்கை தாவரங்கள், வீட்டுத் தாவரங்கள், பூத் தோட்டம் மற்றும் பானை தாவரங்கள், வெட்டப்பட்ட பச்சை பயிர்கள் மற்றும் வெட்டப்பட்ட பூக்கள் ஆகியவை அடங்கும்.	87.0	en	tamil
[citation needed] The District Tourism Promotion Council plans to develop Parunthumpara as a hill station and as a stopover place for tourists who travel from Kumarakom to Thekkady.	[சான்று தேவை] குமரகம் முதல் தேக்கடி வரை பயணிக்கும் சுற்றுலாப் பயணிகளுக்கு ஒரு மலை வாசஸ்தலமாகவும், நின்று செல்லும் இடமாகவும் பருந்தும்பாறையை மேம்படுத்த மாவட்ட சுற்றுலா மேம்பாட்டு கவுன்சில் திட்டமிட்டுள்ளது.	96.33333333333331	en	tamil
Lakshmi had previously been married to P. K. N. Rao, a commercial pilot working with Tata Airlines.	லட்சுமி இதற்கு முன்பு டாடா ஏர்லைன்ஸில் பணிபுரியும் வணிக விமானி பி. கே. என். ராவை மணந்தார்.	96.0	en	tamil
Power steering helps the driver of a vehicle to steer by directing some of its power to assist in swiveling the steered road wheels about their steering axes.	பவர் ஸ்டீயரிங் என்பது ஒரு வாகனத்தின் ஓட்டுநருக்கு அதன் சக்தியை சிறிது திருப்புவதன் மூலம் அவர்களின் ஸ்டீயரிங் அச்சுகளைப் பற்றி சாலை சக்கரங்களை திருப்புவதற்கு உதவுகிறது.	55.66666666666666	en	tamil
Baradwaj Rangan, a film critic, noted the film was a mix of political ideology and heroism, with flashes of brilliance and gave it 2.5 stars.	ஒரு திரைப்பட விமர்சகரான பரத்வாஜ் ரங்கன், இந்த திரைப்படம் அரசியல் சித்தாந்தம் மற்றும் வீரம் ஆகியவற்றின் கலவையாக இருப்பதாகக் குறிப்பிட்டார்.	51.0	en	tamil
When SO3 is added to water, rather than dissolving, it tends to form a fine mist of sulfuric acid, which is difficult to manage.	SO3 நீரில் கரைவதற்குப் பதிலாக, கந்தக அமிலத்தின் நுண்ணிய மூடுபனியை உருவாக்குகிறது, இதை நிர்வகிப்பது கடினம்.	83.0	en	tamil
According to this historian, the people whom the Greeks called Scythians were known (among the Jews) as Magogites, descendants of Magog in the Hebrew Bible.	இந்த வரலாற்றாசிரியரின் கூற்றுப்படி, கிரேக்கர்கள் சித்தியர்கள் என்று அழைக்கப்பட்ட மக்கள் (யூதர்களிடையே) எபிரெய பைபிளில் மாகோக்கின் சந்ததியினர் மாகோகைட்டுகள் என்று அழைக்கப்பட்டனர்.	84.33333333333333	en	tamil
Its main town is Pangwaun.	இதன் முக்கிய நகரம் பாங்க்வான் ஆகும்.	96.66666666666669	en	tamil
At Kalamandalam, she had training in Mohiniyattam under the tutelage of Pazhayannoor Chinnammu Amma and Kalamandalam Satyabhama.	கலாமண்டலத்தில் பழையனூர் சின்னம்மு அம்மா மற்றும் கலாமண்டலம் சத்தியபாமா ஆகியோரின் கீழ் மோகினியாட்டத்தில் பயிற்சி பெற்றார்.	97.0	en	tamil
"Dhruva (Sanskrit: ध्रुव, IAST: Dhruva, ""unshakeable, immovable, or fixed"") was a notable ascetic devotee of Vishnu mentioned in the Vishnu Purana and the Bhagavata Purana."	துருவன் (Dhruva) என்பவர் விஷ்ணு புராணத்திலும், பாகவத புராணத்திலும் குறிப்பிடப்பட்டுள்ள விஷ்ணுவின் குறிப்பிடத்தக்க துறவி பக்தர் ஆவார்.	57.66666666666666	en	tamil
These cards require only proximity to an antenna to communicate.	இந்த அட்டைகளுக்கு தொடர்பு கொள்ள ஒரு ஆன்டெனாவுக்கு அருகாமையில் மட்டுமே தேவைப்படுகிறது.	50.333333333333336	en	tamil
The Romans began by attacking the weakest spot: the third wall.	மிகவும் பலவீனமான மூன்றாவது சுவரை தாக்கி ரோமர்கள் துவங்கினர்.	73.33333333333333	en	tamil
Before the nineteenth century, chemists generally believed that compounds obtained from living organisms were endowed with a vital force that distinguished them from inorganic compounds.	பத்தொன்பதாம் நூற்றாண்டுக்கு முன்பு, உயிரினங்களிலிருந்து பெறப்பட்ட சேர்மங்கள், கனிமச் சேர்மங்களிலிருந்து வேறுபடுத்திக் காட்டும் ஒரு முக்கிய சக்தியால் இயங்கியவை என்று பொதுவாக வேதியியலாளர்கள் நம்பினர்.	96.33333333333331	en	tamil
It is on the periphery of the Western Province on its border with the Sabaragamuwa Province.	இது மேற்கு மாகாணத்தின் எல்லையில் சபரகமுவ மாகாணத்துடன் எல்லையாக உள்ளது.	40.66666666666666	en	tamil
"Visually routine situations, like a press conference, are more likely to be faked than entirely novel ones."""	பத்திரிகையாளர் சந்திப்பு போன்ற பார்வை சார்ந்த வழக்கமான சூழ்நிலைகள் முற்றிலும் புதுமையான சூழ்நிலைகளை விட போலியானவையாக இருக்க வாய்ப்புள்ளது.	97.0	en	tamil
It lies about 13 kilometres (8.1 mi) from the city of Tirunelveli and about 5 kilometres (3.1 mi) from Sankarnagar, a suburb of Tirunelveli which lies on the way to Madurai on National Highway 44.	இது திருநெல்வேலி நகரத்திலிருந்து 13 கிலோமீட்டர் (8.1 மைல்) தொலைவிலும், தேசிய நெடுஞ்சாலை 44-ல் மதுரை செல்லும் வழியில் திருநெல்வேலி புறநகர்ப் பகுதியான சங்கர்நகரில் இருந்து 5 கிலோமீட்டர் (3.1 மைல்) தொலைவிலும் அமைந்துள்ளது.	92.66666666666669	en	tamil
In his book Agricola the Roman historian Tacitus includes eloquent and vicious polemics against the rapacity and greed of Rome.	அகரிகாலா என்ற தன்னுடைய புத்தகத்தில் ரோம சரித்திராசிரியர் டாசிடஸ், ரோமின் கற்பழிப்பு மற்றும் பேராசைக்கு எதிரான சொற்பொழிவாற்றல் மிக்க மற்றும் கொடூரமான விவாதங்களை உள்ளடக்கியிருக்கிறார்.	83.66666666666667	en	tamil
Calculations by both John Couch Adams and Urbain Le Verrier predicted the general position of the planet, and Le Verrier's calculations are what led Johann Gottfried Galle to the discovery of Neptune.	ஜான் கௌச் ஆடம்ஸ் மற்றும் உர்பெய் லே வெரியர் ஆகிய இருவரின் கணிப்புகளும் கிரகத்தின் பொதுவான நிலையை முன்னறிவித்தன, மற்றும் லு வெரியரின் கணக்குகளே நெப்டியூன் கண்டுபிடிப்புக்கு ஜோஹான் கோட்ஃப்ரைட் காலியை வழிநடத்தியது.	72.0	en	tamil
Some of the wild animals found here are the leopard, rhesus macaque, bonnet macaque, common mongoose, Indian civet cat, Indian porcupine, four-horned antelope, barking deer, sambar, chital, hyena, and jungle cat.	இங்கு காணப்படும் சில காட்டு விலங்குகள் சிறுத்தை, ரீசஸ் மகாக், போனட் மகாக், பொதுவான மங்கூஸ், இந்திய புனுகு பூனை, இந்திய முள்ளம்பன்றி, நான்கு கொம்புள்ள மான்கள், மயில், சாம்பார், சீடல், கழுதைப்புலி மற்றும் காட்டு பூனை ஆகியவை ஆகும்.	80.33333333333333	en	tamil
Sitara Devi married four times.	சிதாரா தேவி நான்கு முறை திருமணம் செய்து கொண்டார்.	94.33333333333331	en	tamil
The PAP was the only party to eventually put women's rights and anti-polygamy language in their charter, though, doing so in their 1959 election manifesto.	பெண்களின் உரிமைகள் மற்றும் பலதார மணத்திற்கு எதிரான மொழியை தங்கள் சாசனத்தில் இறுதியாக வைத்த ஒரே கட்சி, 1959 ஆம் ஆண்டின் தேர்தல் அறிக்கையில் அவ்வாறு செய்தது.	59.333333333333336	en	tamil
Ebla (Sumerian: 𒌈𒆷 eb₂-la, Arabic: إبلا‎, modern: تل مرديخ, Tell Mardikh) was one of the earliest kingdoms in Syria.	எப்லா (Ebla, Sumerian: immelieb immelieb immelieb immelieb miliei-la, அரபு மொழிஃ مilieum immelief mardikh) என்பது சிரியாவின் ஆரம்பகால இராச்சியங்களில் ஒன்றாகும்.	54.0	en	tamil
Khanna has also given the female voice over for the Delhi Metro along with male voice over of Shammi Narang.	ஷம்மி நாரங்கின் ஆண் குரலுடன் டெல்லி மெட்ரோவுக்கான பெண் குரலையும் கன்னா வழங்கியுள்ளார்.	94.33333333333331	en	tamil
She published her reportage about Manipur insurgency and Irom Sharmila's struggle against Armed Forces (Special Powers) Act in the form of a book Mother, Where’s My Country?	மணிப்பூர் எழுச்சி மற்றும் ஆயுதப்படைகள் (சிறப்பு அதிகாரங்கள்) சட்டத்திற்கு எதிரான இரோம் ஷர்மிளாவின் போராட்டம் குறித்த தனது அறிக்கையை அன்னை, எங்கே எனது நாடு?	48.333333333333336	en	tamil
Mahi has performed outside of India, in Canada, Greece, Italy, Germany, and the United Kingdom.	இந்தியாவுக்கு வெளியே, கனடா, கிரீஸ், இத்தாலி, ஜெர்மனி மற்றும் இங்கிலாந்தில் மாஹி நிகழ்ச்சிகளை நிகழ்த்தியுள்ளார்.	96.66666666666669	en	tamil
The flow of tidal water in and out of the creek allowed for easy travel of boats.	உப்பங்கழிக்கு உள்ளேயும் வெளியேயும் அலைகளின் நீர் ஓட்டம் படகுகளின் எளிதான பயணத்தை அனுமதித்தது.	93.0	en	tamil
The Centre Government reported that 39 people had died and 167 were missing, after the cyclone hit parts of Kerala and Tamil Nadu.	கேரள மற்றும் தமிழ்நாட்டின் சில பகுதிகளில் புயல் தாக்கியதைத் தொடர்ந்து 39 பேர் உயிரிழந்ததாகவும், 167 பேர் காணாமல் போனதாகவும் மத்திய அரசு தெரிவித்தது.	96.0	en	tamil
The Kilimanoor Palace had lodged an official complaint that some of the paintings it handed over to the art gallery were missing.	கிளிமானூர் அரண்மனை, கலைக்கூடத்தில் ஒப்படைக்கப்பட்ட சில ஓவியங்கள் காணாமல் போனதாக அதிகாரப்பூர்வமாக புகார் அளித்தது.	96.0	en	tamil
The impact on the local economy was felt immediately as hundreds, if not thousands, of low paid workers no longer had employment.	உள்ளூர் பொருளாதாரத்தில் தாக்கம் உடனடியாக உணரப்பட்டது. நூற்றுக்கணக்கான, ஆயிரக்கணக்கான குறைந்த ஊதியம் பெறும் தொழிலாளர்களுக்கு இனி வேலைவாய்ப்பு இல்லை.	93.0	en	tamil
The film's music was composed by Anirudh Ravichander, while the audio rights of the film was acquired by Sony Music.	இத்திரைப்படத்தின் இசை உரிமையை அனிருத் ரவிச்சந்திரன் வாங்கியிருந்தார்.	43.0	en	tamil
Reasons for unpopularity have included cultural issues and US foreign policy actions.	கலாச்சார பிரச்சினைகள் மற்றும் அமெரிக்க வெளியுறவுக் கொள்கை நடவடிக்கைகள் ஆகியவை பிரபலமற்றதற்கான காரணங்களில் அடங்கும்.	85.33333333333333	en	tamil
Katihar Junction railway station serves Katihar city in Katihar district in the Indian state of Bihar.	கதிஹார் சந்திப்பு தொடருந்து நிலையம் (Katihar Junction railway station, நிலையக் குறியீடுஃKTI) இந்திய மாநிலமான பீகாரின் கதிஹார் மாவட்டத்தில் உள்ள கதிஹார் நகரத்திற்கு சேவை செய்கிறது.	83.33333333333333	en	tamil
"If the causality violation developed from a noncompact initial surface, the averaged weak energy condition must be violated on the Cauchy horizon."""	காம்பேக்ட் இல்லாத ஆரம்ப மேற்பரப்பில் இருந்து காரணத்தன்மை மீறல் உருவானால், சராசரி பலவீனமான ஆற்றல் நிலைமை காச்சி தொடுவானத்தில் மீறப்பட வேண்டும்.	70.33333333333333	en	tamil
Annai college of Engineering and Technology offers programmes that have been approved by the All India Council for Technical Education with five programmes at the undergraduate level.	அண்ணா பொறியியல் மற்றும் தொழில்நுட்ப கல்லூரி அகில இந்திய தொழில்நுட்பக் கல்விக் குழுவால் அங்கீகரிக்கப்பட்ட ஐந்து இளங்கலை படிப்புகளை வழங்குகிறது.	81.66666666666667	en	tamil
The emission spectrum of a chemical element or chemical compound is the spectrum of frequencies of electromagnetic radiation emitted due to an atom or molecule making a transition from a high energy state to a lower energy state.	ஒரு வேதியியல் தனிமம் அல்லது வேதியியல் சேர்மத்தின் உமிழ்வு நிறமாலை (emission spectrum of a chemical element or chemical compound) என்பது ஒரு அணு அல்லது மூலக்கூறு உயர் ஆற்றல் நிலையில் இருந்து குறைந்த ஆற்றல் நிலைக்கு மாறுவதால் வெளிப்படும் மின்காந்த கதிர்வீச்சின் அதிர்வெண்களின் நிறமாலையாகும்.	94.0	en	tamil
Oxidation of mesitylene with nitric acid affords trimesic acid, C6H3(COOH)3.	மெசிட்டிலீனை நைட்ரிக் அமிலத்துடன் சேர்த்து ஆக்சிசனேற்றம் செய்தால் டிரைமெசிக் அமிலம் C6H3 (COOH) 3 கிடைக்கிறது.	96.33333333333331	en	tamil
The Department of Education (DepEd) covers elementary, secondary, and non-formal education.	கல்வித் துறை (DepEd) தொடக்கக் கல்வி, இடைநிலைக் கல்வி மற்றும் முறைசாரா கல்வியை உள்ளடக்கியது.	93.0	en	tamil
Since Pakistan lost the three eastern rivers to India by the treaty, its dependence on the Chenab river increased.	இந்த ஒப்பந்தத்தின் மூலம் மூன்று கிழக்கு நதிகளை பாகிஸ்தான் இந்தியாவிடம் இழந்ததால், செனாப் நதியை சார்ந்திருப்பது அதிகரித்தது.	94.0	en	tamil
The weather was becoming stormy by the end of the incident.	இந்த சம்பவத்தின் முடிவில் வானிலை கொந்தளிப்பாக மாறியது.	56.0	en	tamil
"Shitala literally means ""one who cools"" in Sanskrit."	"""சித்தாலா என்றால் சமஸ்கிருதத்தில்"" ""குளிர்விப்பவர்"" ""என்று பொருள்."""	91.66666666666669	en	tamil
In the post-Maurya era, the Satavahanas established peace in the Deccan region, and resisted the onslaught of foreign invaders.	மௌரியருக்குப் பிந்தைய காலத்தில், சதவாஹன்கள் தக்காணப் பகுதியில் அமைதியை நிலைநாட்டி, வெளிநாட்டு படையெடுப்பாளர்களின் தாக்குதலை எதிர்த்தனர்.	97.0	en	tamil
Roadways were handled by the Public Works Secretariat which was under the control of the member of the Governor's Executive Council.	ஆளுநரின் நிர்வாகக் குழு உறுப்பினரின் கட்டுப்பாட்டில் இருந்த பொதுப்பணித்துறை செயலகத்தால் சாலைப் பணிகள் கையாளப்பட்டன.	95.0	en	tamil
The sensory nervous system is a part of the nervous system responsible for processing sensory information.	உணர்வு நரம்பு மண்டலம் (Sensory nervous system) என்பது உணர்வு சார்ந்த தகவல்களை செயலாக்கும் நரம்பு மண்டலத்தின் ஒரு பகுதியாகும்.	98.66666666666669	en	tamil
The film has been titled as ‘Siva Ganga’ in Telugu and ‘Tantra Shakthi’ in Hindi.	இந்தப் படத்துக்கு தெலுங்கில் ‘சிவா கங்கா’ என்றும், இந்தியில் ‘தந்திர சக்தி’ என்றும் பெயரிடப்பட்டுள்ளது.	97.33333333333331	en	tamil
He was awarded Kavikokila prize for extending scientific agriculture to the farmers through his popular book on rice cultivation, VARI SAGU ' a book much appreciated by the farmers in Andhra Pradesh.	ஆந்திரப் பிரதேச விவசாயிகளால் பெரிதும் பாராட்டப்பட்ட நெல் சாகுபடி குறித்த அவரது பிரபலமான புத்தகமான வாரி சாகு 'மூலம் விவசாயிகளுக்கு அறிவியல் விவசாயத்தை விரிவுபடுத்தியதற்காக அவருக்கு கவிகோகிலா பரிசு வழங்கப்பட்டது.	97.0	en	tamil
Vittilapuram is a village in Thoothukudi district, Tamil Nadu, India.	விட்டிலாபுரம் (Vittilapuram) இந்தியாவின் தமிழ்நாடு மாநிலத்தில் அமைந்துள்ள தூத்துக்குடி மாவட்டத்தில் இருக்கும் ஒரு கிராமம் ஆகும்.	96.0	en	tamil
The MCMI includes a scale for Narcissism.	எம். சி. எம். ஐ. நாசீசிசத்திற்கான அளவை உள்ளடக்கியது.	91.66666666666669	en	tamil
This increases the reliability of the results, often through a comparison between control measurements and the other measurements.	இது பெரும்பாலும் கட்டுப்பாட்டு அளவீடுகளுக்கும் பிற அளவீடுகளுக்கும் இடையிலான ஒப்பீடு மூலம் முடிவுகளின் நம்பகத்தன்மையை அதிகரிக்கிறது.	97.33333333333331	en	tamil
Water tankers from areas of Tamil Nadu unaffected by drought have been bringing water into some areas of the city.	தமிழகத்தின் வறட்சியால் பாதிக்கப்படாத பகுதிகளில் இருந்து குடிநீர் டேங்கர்கள் நகரின் சில பகுதிகளுக்கு தண்ணீரை கொண்டு வருகின்றன.	93.33333333333331	en	tamil
The study and practice of organizing, preserving, and providing access to information and materials in archives is called archival science.	ஆவணக் காப்பகங்களில் உள்ள தகவல்கள் மற்றும் பொருள்களை ஒழுங்கமைத்தல், பாதுகாத்தல் மற்றும் வழங்குவதற்கான ஆய்வு மற்றும் நடைமுறை காப்பக அறிவியல் என்று அழைக்கப்படுகிறது.	94.33333333333331	en	tamil
"Deccan Chronicle wrote ""Kudos to director Viji for coming out with a clean film for children that is devoid of double entendre."""	""""" ""குழந்தைகளுக்காக இரட்டை நோக்கங்கள் இல்லாத ஒரு தூய்மையான திரைப்படத்தை உருவாக்கியதற்காக இயக்குனர் விஜியை டெக்கான் குரோனிக்கல் பாராட்டியது."""	89.0	en	tamil
Approximately 100 people were killed in the fire and at least 116 others were hospitalized with varying degrees of burns.	இந்த தீ விபத்தில் சுமார் 100 பேர் உயிரிழந்தனர். குறைந்தது 116 பேர் வெவ்வேறு அளவுகளில் தீக்காயங்களுடன் மருத்துவமனையில் அனுமதிக்கப்பட்டனர்.	97.33333333333331	en	tamil
Varmus has been married since 1969 to Constance Louise Casey, a journalist and science writer.	1969 ஆம் ஆண்டு அவர் பத்திரிகையாளர் மற்றும் அறிவியல் எழுத்தாளர் கான்ஸ்டன்ஸ் லூயிஸ் கேசியை திருமணம் செய்து கொண்டார்.	97.0	en	tamil
In addition, they started to resemble normal clothing.	கூடுதலாக, அவர்கள் சாதாரண ஆடைகளைப் போல தோற்றமளிக்கத் தொடங்கினர்.	78.0	en	tamil
It made Sri Lanka the first South Asian country to liberalise its economy.	இதன் மூலம் பொருளாதாரத்தை தாராளமயமாக்கிய முதல் தெற்காசிய நாடு என்ற பெருமையை இலங்கை பெற்றது.	97.33333333333331	en	tamil
Nogai's daughter married a son of Kublai's niece, Kelmish, who was wife of a Qongirat general of the Golden Horde.	நோகையின் மகள் குப்லாயின் மருமகள் கெல்மிஷின் மகனை மணந்தார்.	38.66666666666666	en	tamil
It is identical to the number fraction, which is defined as the number of molecules of a constituent Ni divided by the total number of all molecules Ntot.	இது எண் பின்னத்திற்கு ஒத்திருக்கிறது, இது Ni மூலக்கூறுகளின் எண்ணிக்கையை Ntot மூலக்கூறுகளின் மொத்த எண்ணிக்கையால் வகுக்கிறது.	85.66666666666667	en	tamil
The local languages spoken include Burushaski, Wakhi and Shina.	இங்கு பேசப்படும் உள்ளூர் மொழிகளில் புருஷாஸ்கி, வாக்கி மற்றும் ஷினா ஆகியவை அடங்கும்.	97.33333333333331	en	tamil
Siluvai Michael Rayappan is an Indian politician and former Member of the Tamil Nadu Legislative Assembly from the Radhapuram constituency.	Siluvai Michael Rayappan) ஓர் இந்திய அரசியல்வாதியும், தமிழ்நாட்டின் முன்னாள் சட்டமன்ற உறுப்பினரும் ஆவார்.	42.333333333333336	en	tamil
