original	translation	mean	source_lang	target_lang
Two other policemen were also injured in the attack.	આ હુમલામાં અન્ય બે પોલીસકર્મીઓ પણ ઘાયલ થયા છે.	100.0	en	gujarati
But they split soon after.	પરંતુ ટૂંક સમયમાં જ તેમના છૂટાછેડા થઈ ગયા.	63.333333333333336	en	gujarati
Police is investigating the matter.	પોલીસ આ મામલે તપાસ કરી રહી છે.	100.0	en	gujarati
Phasing out the older vehicles and unveiling new ones is crucial to Tata Motors’ overtaking Mahindra and grabbing the third spot among Indian automakers.	મહિન્દ્રા એન્ડ મહિન્દ્રાને પાછળ છોડીને ભારતીય ઓટોમેકર કંપનીઓમાં ત્રીજું સ્થાન પ્રાપ્ત કરવા માટે જૂના વાહનોને દૂર કરવા અને નવા વાહનોનું અનાવરણ કરવું મહત્ત્વપૂર્ણ છે.	43.333333333333336	en	gujarati
GM had earlier announced that it will cease vehicle production at its Halol plant from April 28 this year.	GMએ અગાઉ જાહેરાત કરી હતી કે, તે આ વર્ષે 28 એપ્રિલથી પોતાના હલોલ પ્લાન્ટમાં વાહનોનું ઉત્પાદન બંધ કરશે.	96.66666666666669	en	gujarati
Heavy rain in Mumbai likely today: Met	મુંબઇમાં આજે ભારે વરસાદની આગાહી	83.33333333333333	en	gujarati
The boat Navik Deep capsized about 60 nautical miles off Kutch coast.	નાવિક ડીપ નામની હોડી કચ્છના દરિયાકાંઠાથી લગભગ 60 નોટિકલ માઇલ દૂર ડૂબી ગઈ હતી.	86.66666666666667	en	gujarati
It will submit its report within three months.	આ સમિતિ ત્રણ મહિનામાં પોતાનો અહેવાલ સુપરત કરશે.	86.66666666666667	en	gujarati
"The US President also said he greatly valued his ""very strong relationship"" with PM Modi."	અમેરિકાના રાષ્ટ્રપતિએ પ્રધાનમંત્રી મોદી સાથે પોતાના મજબૂત સંબંધોને ખૂબ મહત્વ આપ્યું છે.	81.66666666666667	en	gujarati
An hour before he was killed by terrorists in an ambush yesterday, in Jammu and Kashmir, CRPF Commandant Pramod Kumar unfurled the tricolour near Nowkhatta in Srinagar.	જમ્મુ અને કાશ્મીરમાં ગઇકાલે આતંકવાદીઓ દ્વારા હુમલામાં માર્યા ગયા તે પહેલા સીઆરપીએફના કમાન્ડન્ટ પ્રમોદ કુમારે શ્રીનગરમાં નૌખટ્ટા નજીક તિરંગો લહેરાવ્યો હતો.	90.0	en	gujarati
The 20 army personnel martyred belonged to the 16th battalion of Bihar Regiment.	શહીદ થયેલા 20 જવાનો બિહાર રેજિમેન્ટની 16મી બટાલિયનના હતા.	100.0	en	gujarati
﻿PALANPUR: A 22-year-old man was arrested on Saturday for allegedly raping his 46-year-old biological mother in Jal Chowk area of Patan town.	પાલનપુરઃ પાટણ શહેરના જલ ચોક વિસ્તારમાં પોતાની 46 વર્ષીય જૈવિક માતા પર બળાત્કાર ગુજારનાર 22 વર્ષીય યુવકની શનિવારે ધરપકડ કરવામાં આવી છે.	75.0	en	gujarati
The highest rainfall in city for the day, 74mm, was reported from Gota, followed by 66.5mm in Bodakdev area.	શહેરમાં દિવસ દરમિયાન સૌથી વધુ 74 મીમી વરસાદ ગોટામાં નોંધાયો હતો, ત્યારબાદ બોડકદેવ વિસ્તારમાં 66.5 મીમી વરસાદ નોંધાયો હતો.	95.0	en	gujarati
However, Khodaldham trust, the apex body for the community, said their chariman Naresh Patel would not be attending the function.	જોકે સમુદાયની સર્વોચ્ચ સંસ્થા ખોડલધામ ટ્રસ્ટે જણાવ્યું હતું કે, તેમના અધ્યક્ષ નરેશ પટેલ આ સમારોહમાં ભાગ લેશે નહીં.	100.0	en	gujarati
So far 62,43,612 samples have been tested in Bihar, Pandey claimed.	બિહારમાં અત્યાર સુધીમાં 62,43,612 સેમ્પલનું પરીક્ષણ કરવામાં આવ્યું છે.	68.33333333333333	en	gujarati
Altogether 1,928 new cases registered in Bihar in the past 24 hours, pushed the state’s infection count to 1,38,265 on Tuesday.	બિહારમાં છેલ્લા 24 કલાકમાં કોરોના વાયરસના 1,928 નવા કેસ નોંધાયા છે જેના કારણે મંગળવારે રાજ્યમાં કુલ ચેપગ્રસ્ત લોકોની સંખ્યા 1,38,265 પર પહોંચી ગઈ છે.	100.0	en	gujarati
Fewer than 800 samples have been tested till now.	અત્યાર સુધીમાં 800થી ઓછા સેમ્પલનું પરીક્ષણ કરવામાં આવ્યું છે.	93.33333333333331	en	gujarati
” Officials said this indicates that those travelling longer distances are using buses.	અધિકારીઓએ જણાવ્યું હતું કે, આ બાબત સૂચવે છે કે, જે લોકો લાંબા અંતરની મુસાફરી કરી રહ્યા છે તેઓ બસનો ઉપયોગ કરી રહ્યા છે.	96.66666666666669	en	gujarati
The police have arrested four persons in this connection.	આ મામલે પોલીસે ચાર લોકોની ધરપકડ કરી છે.	96.66666666666669	en	gujarati
Stay home and stay healthy.	ઘરમાં રહો અને સ્વસ્થ રહો.	100.0	en	gujarati
I understand that; I have been in a relationship with the person, and it’s normal for everyone to link me with her.	હું સમજું છું કે હું વ્યક્તિ સાથે સંબંધોમાં રહ્યો છું, અને દરેક લોકો માટે મારી સાથે જોડાણ કરવું સામાન્ય છે.	71.66666666666667	en	gujarati
However, police restored traffic immediately.	જોકે પોલીસે તાત્કાલિક ટ્રાફિકને પૂર્વવત કર્યો હતો.	93.33333333333331	en	gujarati
They did the swab test and advised me to remain home quarantined for 14 days.	તેમણે સ્વેબ ટેસ્ટ કરાવ્યો અને મને 14 દિવસ સુધી હોમ ક્વૉરેન્ટાઇનમાં રહેવાની સલાહ આપી.	76.66666666666667	en	gujarati
There are 138 Indians — 132 crew and six passengers — on board the ship.	આ જહાજ પર 138 ભારતીયો છે, જેમાં 132 ક્રૂ મેમ્બર્સ અને 6 મુસાફરો છે.	78.33333333333333	en	gujarati
“At present, no movie is being shot.	હાલમાં એક પણ ફિલ્મનું શૂટિંગ ચાલી રહ્યું નથી.	96.66666666666669	en	gujarati
A recent Ahmedabad Municipal Corporation (AMC) study has revealed that an average Amdavadi consumes 260-280 litres a day against the supposed 143 to 171 litres a day required for day-today needs.	અમદાવાદ મ્યુનિસિપલ કોર્પોરેશન (AMC) દ્વારા તાજેતરમાં કરાયેલા એક અભ્યાસમાં જાણવા મળ્યું છે કે, આજની જરૂરિયાત માટે 143થી 171 લિટર પાણીની જરૂર પડે છે, જ્યારે અમદાવડી દરરોજ 260-280 લિટર પાણીનો વપરાશ કરે છે.	70.0	en	gujarati
Of the five cases in Jharkhand, he has been convicted in two.	ઝારખંડમાં પાંચ કેસોમાંથી બેમાં તેમને દોષિત ઠેરવવામાં આવ્યા છે.	96.66666666666669	en	gujarati
The transplant committee at IKDRC carried out rigorous scrutiny of the case, including asking the sisters for their DNA test, to verify every aspect.	IKDRCની ટ્રાન્સપ્લાન્ટ કમિટીએ આ કેસની સઘન તપાસ કરી હતી, જેમાં બહેનોને તેમના DNA પરીક્ષણ માટે કહેવામાં આવ્યું હતું, જેથી દરેક પાસાની ચકાસણી કરી શકાય.	93.33333333333331	en	gujarati
Since the start of the special trains from May 2, about 16 trains have left from Surat to Odisha carrying 19,300 people so far.	2 મેથી વિશેષ ટ્રેનો શરૂ કરવામાં આવી ત્યારથી અત્યાર સુધીમાં સુરતથી 1,300 લોકોને લઇને આશરે 16 ટ્રેનો ઓડિશા માટે રવાના થઇ છે.	43.333333333333336	en	gujarati
The Chairperson of National Commission for Women(NCW) Lalitha Kumaramangalam on Wednesday said it is looking into Khan's response which is 'not apologetic'.	રાષ્ટ્રીય મહિલા પંચ (NCW) ના અધ્યક્ષ લલિતા કુમારમંગલમે બુધવારે કહ્યું હતું કે, તે ખાનના પ્રતિભાવ પર વિચાર કરી રહી છે, જે ‘માફી માંગનાર’ નથી.	80.0	en	gujarati
The apex court has directed that the trial be concluded in two years.	સર્વોચ્ચ અદાલતે આ કેસની સુનાવણી બે વર્ષમાં પૂર્ણ કરવાનો આદેશ આપ્યો છે.	93.33333333333331	en	gujarati
Ahmedabad rural police officials said that there are over 150 major and minor farmhouses on the Ahmedabad city periphery and 13 clubs.	અમદાવાદ ગ્રામ્ય પોલીસના અધિકારીઓના જણાવ્યા અનુસાર અમદાવાદ શહેરની આસપાસ 150થી વધુ મોટા અને નાના ફાર્મહાઉસ અને 13 ક્લબો આવેલા છે.	100.0	en	gujarati
“We have details of the ATM centre from which the money was withdrawn and the account numbers the money was transferred to,” an investigator said.	અમારી પાસે એ એટીએમ કેન્દ્રની વિગતો છે જ્યાંથી પૈસા ઉપાડવામાં આવ્યા હતા અને જે એકાઉન્ટ નંબરો પર પૈસા ટ્રાન્સફર કરવામાં આવ્યા હતા.	81.66666666666667	en	gujarati
On Thursday, the state health department launched its Covid-19 dashboard at gujcovid19.gujarat. gov. in .	ગુરુવારે, રાજ્યના આરોગ્ય વિભાગે gujcovid19. gujarat. gov. in પર કોવિડ-19 ડેશબોર્ડ શરૂ કર્યું હતું.	93.33333333333331	en	gujarati
Upon his return on Friday morning, he found the door of the house locked from inside.	જ્યારે તેઓ શુક્રવારે સવારે ઘરે પરત ફર્યા તો ઘરનો દરવાજો અંદરથી તાળું મરાયેલું હતું.	88.33333333333333	en	gujarati
Apart from a large number of documents, receipts and transaction records, we have also seized digital data on laptops, hard drives and mobile phones.	મોટી સંખ્યામાં દસ્તાવેજો, રસીદો અને વ્યવહારના રેકોર્ડ ઉપરાંત અમે લેપટોપ, હાર્ડ ડ્રાઇવ અને મોબાઇલ ફોન પર ડિજિટલ ડેટા પણ જપ્ત કર્યો છે.	100.0	en	gujarati
Its total rose to 1,335 cases with 12 deaths.	કુલ કેસની સંખ્યા વધીને 1,335 થઇ ગઇ છે અને 12 લોકોના મૃત્યુ નીપજ્યાં છે.	90.0	en	gujarati
Besides this, over 13,000 food packets have been distributed by Dungra Police station.	આ ઉપરાંત ડુંગરા પોલીસ સ્ટેશન દ્વારા 13,000 ફુડ પેકેટનું વિતરણ કરવામાં આવ્યું છે.	93.33333333333331	en	gujarati
’’ According to Mitra Basu, Manushi — who earlier this year won the fbb Colors Femina Miss India title — told the PM that her achievements were possible because the country had given her so much.	આ વર્ષની શરૂઆતમાં એફબીબી કલર્સ ફેમિના મિસ ઇન્ડિયાનો ખિતાબ જીતનારી માનુષીએ પ્રધાનમંત્રીને જણાવ્યું હતું કે, તેમની સિદ્ધિઓ શક્ય છે, કારણ કે દેશે તેમને ઘણું આપ્યું છે.	75.0	en	gujarati
He had dreams and would have supported us too.	તેમણે સપનાઓ જોયા હતા અને તેઓ અમને સાથ પણ આપતા હતા.	76.66666666666667	en	gujarati
The upcoming film, Veerappan, directed by Ram Gopal Varma, showcases one of the biggest manhunts in history.	રામ ગોપાલ વર્માની આગામી ફિલ્મ વીરપ્પનમાં ઈતિહાસના સૌથી મોટા માનવ હંટરમાંથી એક દર્શાવવામાં આવશે.	55.0	en	gujarati
“We developed a machine which converts flowers into fertilizer,” he said.	તેમણે કહ્યું હતું કે, અમે એક એવું મશીન વિકસાવ્યું છે, જે ફૂલોને ખાતરમાં પરિવર્તિત કરે છે.	100.0	en	gujarati
Formerly known as the national highway (NH) 8C, the proposed road will be named as NH 147, and will spread across a stretch of 44km.	અગાઉ રાષ્ટ્રીય ધોરીમાર્ગ (એનએચ) 8સી તરીકે ઓળખાતો આ પ્રસ્તાવિત રસ્તો એનએચ 14ના નામે ઓળખાશે અને 44 કિલોમીટરના પટ્ટામાં ફેલાશે.	81.66666666666667	en	gujarati
Choudhari, who has a master of arts degree, was posted at the BSF Gandhidham headquarter as a clerk.	માસ્ટર ઓફ આર્ટ્સની ડિગ્રી ધરાવતા ચૌધરી બીએસએફ ગાંધીધામના હેડક્વાર્ટરમાં ક્લર્ક તરીકે ફરજ બજાવતા હતા.	100.0	en	gujarati
Goa receives around 7-8 lakh foreign tourists annually.	ગોવામાં દર વર્ષે 7-8 લાખ વિદેશી પ્રવાસીઓ આવે છે.	96.66666666666669	en	gujarati
) Apart from Jio, there would be similar subscribers (who have been given SIM cards only on the basis of Aadhaar authentication) in the fold of almost all the other phone companies — Bharti Airtel, Vodafone-Idea, and state-owned BSNL and MTNL.	જિયો ઉપરાંત લગભગ અન્ય તમામ ફોન કંપનીઓ-ભારતી એરટેલ, વોડાફોન-આઈડિયા અને સરકારી માલિકીની બીએસએનએલ અને એમટીએનએલમાં પણ આવા જ ગ્રાહકો હશે (જેમને માત્ર આધાર પ્રમાણીકરણના આધારે સિમ કાર્ડ આપવામાં આવ્યા છે).	81.66666666666667	en	gujarati
Police have detained some people in the case.	પોલીસે આ મામલે કેટલાક લોકોની અટકાયત કરી છે.	100.0	en	gujarati
Retired Sanskrit professor Vasant Bhatt says it is known to all that Ravana abducted Sita and that “Raghuvansham”, too, depicts the same.	નિવૃત્ત સંસ્કૃતના પ્રોફેસર વસંત ભટ્ટે જણાવ્યું હતું કે, રાવણએ સીતાનું અપહરણ કર્યું હતું અને રઘુવંશમ પણ એવું જ દર્શાવે છે.	96.66666666666669	en	gujarati
The BJP has held the seat only thrice, including 2002. Before this, CK Raulji had won from the BJP in 1991 and again in a bypoll in 1995. Raulji, a Kshatriya close to Shankersinh Vaghela, won from the Congress in 2007 and 2012. He has switched sides again and is now contesting on a BJP ticket.	શંકરસિંહ વાઘેલાની નજીકના ક્ષત્રિય સી. કે. રાઉલજી વર્ષ 2007 અને 2012માં કોંગ્રેસમાંથી જીત્યા હતા.	36.66666666666666	en	gujarati
The Act capped fee of primary, secondary and higher secondary schools at Rs 15,000, Rs 25,000 and Rs 27,000 per annum, respectively.	આ કાયદામાં પ્રાથમિક, માધ્યમિક અને ઉચ્ચતર માધ્યમિક શાળાઓની વાર્ષિક ફી અનુક્રમે 15,000 રૂપિયા, 25,000 રૂપિયા અને 27,000 રૂપિયા નક્કી કરવામાં આવી છે.	100.0	en	gujarati
Leo Today you may be happy.	સિંહ – આજે તમે ખુશ હોઈ શકો છો.	86.66666666666667	en	gujarati
Patel said that the government will pay Rs 28-30 crore assistance in each of the 45 talukas under the package.	પટેલે જણાવ્યું હતું કે, સરકાર પેકેજ હેઠળ 45 તાલુકાઓમાં દરેક તાલુકામાં રૂ.	41.66666666666666	en	gujarati
They included notes of Rs 10, Rs 20, Rs 50 and Rs 100.	જેમાં 10 રૂપિયા, 20 રૂપિયા, 50 રૂપિયા અને 100 રૂપિયાની નોટ સામેલ છે.	93.33333333333331	en	gujarati
So far, 2,000 vegetable vendors have been scanned and suspected cases are being separated.	અત્યાર સુધીમાં 2,000 શાકભાજી વિક્રેતાઓને સ્કેન કરવામાં આવ્યા છે અને શંકાસ્પદ કેસોને અલગ કરવામાં આવી રહ્યા છે.	100.0	en	gujarati
The envy worked to the advantage of BJP in the 2014 LS polls as well as the 2017 assembly elections.	આ ઈર્ષાએ 2014ની લોકસભા ચૂંટણી અને 2017ની વિધાનસભાની ચૂંટણીમાં ભાજપને ફાયદો કરાવ્યો હતો.	96.66666666666669	en	gujarati
Police have registered a case and an investigation is underway.	પોલીસે ગુનો નોંધી તપાસ હાથ ધરી છે.	98.33333333333331	en	gujarati
The fact remains, though, that an effort which fetches 54 off 114 balls is difficult to defend in today's time where strike rates have sky-rocketed.	હકીકતમાં 114 બોલમાં 54 રન બનાવવાના પ્રયાસને આજના સમયમાં બચાવવો મુશ્કેલ છે.	38.333333333333336	en	gujarati
Q: There was also the “blue-on-blue” incident in which a Mi-17 helicopter was shot down by friendly fire near Srinagar on Feb 27, killing six IAF personnel and a civilian?	27 ફેબ્રુઆરીનાં રોજ શ્રીનગરની નજીક એમઆઈ-17 હેલિકોપ્ટરને તોડી પાડવામાં આવ્યું હતું, જેમાં ભારતીય વાયુસેનાનાં 6 જવાન અને એક નાગરિક માર્યા ગયા હતા.	53.333333333333336	en	gujarati
﻿NEW DELHI: A unique session of Parliament will get underway on Monday with MPs sitting with plastic sheet separators and microphones on podiums in visitors’ galleries, where individual seats do not have mikes, while the Lok Sabha and Rajya Sabha main chambers will have a “proportionate” representation of political parties, including their leaders.	સંસદનું એક અનોખું સત્ર સોમવારથી શરૂ થશે જેમાં સાંસદો વિઝિટર ગેલેરીઓમાં જ્યાં વ્યક્તિગત બેઠકો માઇક ધરાવતી નથી, ત્યાં પ્લાસ્ટિક શીટ સેપરેટર અને માઇક્રોફોન સાથે પોડિયમ પર બેસશે, જ્યારે લોકસભા અને રાજ્યસભાના મુખ્ય ચેમ્બરમાં રાજકીય પક્ષોનું તેમના નેતાઓ સહિત પ્રમાણભૂત પ્રતિનિધિત્વ હશે.	78.33333333333333	en	gujarati
The estimated cost to complete the project is Rs 60 crore.	આ પ્રોજેક્ટનો અંદાજિત ખર્ચ 60 કરોડ રૂપિયા છે.	93.33333333333331	en	gujarati
AHMEDABAD: In a revelation that runs contrary to Gujarat’s so-called progressive image, the state reported 30 cases of honour killings in three years, the third highest number in the country.	અમદાવાદઃ ગુજરાતની તથાકથિત પ્રગતિશીલ છબીથી વિપરિત એક પ્રકાશમાં રાજ્યમાં ત્રણ વર્ષમાં ઓનર કિલિંગના 30 કેસ નોંધાયા છે, જે દેશમાં ત્રીજા ક્રમનો સૌથી મોટો આંકડો છે.	96.66666666666669	en	gujarati
However, police are yet to ascertain the cause of the murder.	જોકે, પોલીસ હજુ સુધી હત્યાનું કારણ જાણી શકી નથી.	100.0	en	gujarati
In December 2019, she had a baby.	ડિસેમ્બર, 2019માં તેમને એક બાળક થયું હતું.	90.0	en	gujarati
Rates at the last revision on September 1 were hiked by Rs 73.5 to Rs 597.50 per bottle.	છેલ્લી વખત 1 સપ્ટેમ્બરના રોજ ભાવ 73.5 રૂપિયા વધીને 597.50 રૂપિયા પ્રતિ બોટલ થયા હતા.	86.66666666666667	en	gujarati
Two police teams had been formed to nab the accused.	આરોપીઓને પકડવા માટે પોલીસની બે ટીમો બનાવવામાં આવી હતી.	93.33333333333331	en	gujarati
However, after several failed attempts during past 10 years to get a government job as teacher, she applied for conductor’s job with Haryana Roadways and was selected.	જોકે, છેલ્લાં 10 વર્ષમાં શિક્ષક તરીકે સરકારી નોકરી મેળવવાનાં અનેક નિષ્ફળ પ્રયાસો કર્યા પછી, તેમણે હરિયાણા રોડવેઝમાં કંડક્ટરની નોકરી માટે અરજી કરી હતી અને તેમની પસંદગી થઈ હતી.	95.0	en	gujarati
The regulator received 40,000 investor complaints during 2016-17, a rise of nearly 3 per cent over the previous fiscal, according to the report.	વર્ષ 2016-17 દરમિયાન રોકાણકારોએ 40,000 ફરિયાદો નોંધાવી હતી, જે અગાઉના નાણાકીય વર્ષની સરખામણીએ લગભગ 3 ટકા વધારે છે.	68.33333333333333	en	gujarati
However, with the cost inflation index (CII) shooting up 9.3% during the same period, the investor would have booked a notional loss of Rs 2,034 on the investment.	જોકે, આ સમયગાળા દરમિયાન કોસ્ટ ઇન્ફ્લેશન ઇન્ડેક્સ (સીઆઈઆઈ) 9.3 ટકા વધ્યો હોવાથી રોકાણકારે રોકાણ પર રૂ.	38.333333333333336	en	gujarati
VADODARA: Three brothers, who were missing since Tuesday afternoon, were found dead from a pond in Karjan taluka on Wednesday morning.	વડોદરાઃ મંગળવારથી ગુમ થયેલા ત્રણ ભાઈઓ બુધવારે સવારે કરજણ તાલુકાના એક તળાવમાંથી મૃત હાલતમાં મળી આવ્યા હતા.	90.0	en	gujarati
A galaxy of leaders including Prime Minister Narendra Modi, Congress president Rahul Gandhi, Karnataka Chief Minister H D Kumaraswamy, and his Kerala, Telangana and Andhra Pradesh counterparts Pinarayi Vijayan, K Chandrasekhar Rao and N Chandrababu Naidu were in attendance.	આ પ્રસંગે પ્રધાનમંત્રી નરેન્દ્ર મોદી, કોંગ્રેસ અધ્યક્ષ રાહુલ ગાંધી, કર્ણાટકના મુખ્યમંત્રી એચ. ડી. કુમારસ્વામી, કેરળ, તેલંગાણા અને આંધ્રપ્રદેશના મુખ્યમંત્રી પિનારાઈ વિજયન, કે.	38.333333333333336	en	gujarati
“This process takes some time.	આ પ્રક્રિયામાં થોડો સમય લાગે છે.	96.66666666666669	en	gujarati
It was embarrassing and very evident to everyone that I was being humiliated,” she wrote.	તે શરમજનક હતું અને દરેક માટે ખૂબ જ સ્પષ્ટ હતું કે મને અપમાનિત કરવામાં આવી રહી છે.	86.66666666666667	en	gujarati
She was aided in this by her mother.	આ કામમાં તેની માતાએ મદદ કરી હતી.	90.0	en	gujarati
A district categorised as a red zone is moved to orange if it doesn’t see a single new case for 14 days and green if there are no cases for another 14 days.	રેડ ઝોન તરીકે વર્ગીકૃત થયેલા જિલ્લાઓમાં 14 દિવસ સુધી એક પણ નવો કેસ ન નોંધાય તો તેને ઓરેન્જ અને 14 દિવસ સુધી કોઈ કેસ ન નોંધાય તો તેને ગ્રીન ઝોન જાહેર કરવામાં આવે છે.	90.0	en	gujarati
"Baloch nation hopes that the United States and Europe will join Prime Minister Modi and hold Pakistan accountable for the crimes against humanity and the war crimes it has committed against the Baloch nation in 68 years of its occupation of Balochistan and during the five wars that the Baloch nation has fought with Pakistan to win its national freedom,"" Baloch said."	બલોચ રાષ્ટ્રને આશા છે કે, અમેરિકા અને યુરોપ પ્રધાનમંત્રી મોદીની સાથે જોડાશે અને બલૂચિસ્તાન પર કબજો જમાવીને 68 વર્ષના સમયગાળા દરમિયાન બલૂચ રાષ્ટ્ર વિરુદ્ધ કરાયેલા યુદ્ધ અપરાધો અને રાષ્ટ્રીય સ્વતંત્રતા મેળવવા માટે બલૂચ રાષ્ટ્રે પાકિસ્તાન સાથે કરેલા પાંચ યુદ્ધ માટે પાકિસ્તાનને જવાબદાર ઠેરવશે.	75.0	en	gujarati
Giving details of the woman’s medical history, district development officer A R Ranavasia said, “She had arrived in India on February 1 and has been under observation since then.	મહિલાના તબીબી ઇતિહાસની વિગતો આપતા જિલ્લા વિકાસ અધિકારી એ. આર. રાણાવાસિયાએ જણાવ્યું હતું કે, તે 1 ફેબ્રુઆરીના રોજ ભારત આવી હતી અને ત્યારથી તે દેખરેખ હેઠળ છે.	93.33333333333331	en	gujarati
The bride’s uncle Dhudharsinh Chauhan and others intervened and rescued the bride’s father.	દુલ્હનના કાકા ધૂધરસિંહ ચૌહાણ અને અન્ય લોકોએ હસ્તક્ષેપ કરીને દુલ્હનના પિતાને બચાવ્યા હતા.	100.0	en	gujarati
In second-biggest post-Budget Day loss, Sensex dives 840 points	બજેટ પછીના બીજા સૌથી મોટા ઘટાડામાં સેન્સેક્સ 840 પોઇન્ટનો ઘટાડો	88.33333333333333	en	gujarati
We didn’t want to take any chances,” said Class XI student, Tanisha Lister.	અમે કોઈ જોખમ લેવા માંગતા નહોતા, તેમ ધોરણ અગિયારની વિદ્યાર્થીની તનિષા લિસ્ટરે જણાવ્યું હતું.	100.0	en	gujarati
It’s due ever since the introduction of BRTS in the city as there is a transport system but no matching parking space that can encourage citizens to park their vehicles and take the bus.	આ શહેરમાં બીઆરટીએસની શરૂઆત થઈ ત્યારથી જ છે કારણ કે ત્યાં પરિવહન વ્યવસ્થા છે પરંતુ કોઈ મેચિંગ પાર્કિંગની જગ્યા નથી જે નાગરિકોને તેમના વાહનો પાર્ક કરવા અને બસમાં બેસવા માટે પ્રોત્સાહિત કરી શકે.	66.66666666666667	en	gujarati
