original	translation	mean	scores	z_scores	z_mean	source_lang	target_lang
Animal diversity is also exceptional, with amphibians (up to 179 species, 65% endemic), reptiles (157 species, 62% endemic), and fishes (219 species, 53% endemic).	पशु विविधता भी असाधारण है, जिसमें उभयचर (179 प्रजातियां, 65% स्थानिक), सरीसृप (157 प्रजातियां, 62% स्थानिक) और मछलियां (219 प्रजातियां, 53% स्थानिक) शामिल हैं।	80.25	[95, 85, 60, 81]	[0.4107486705974096, -0.2731963788602956, -1.2036844712540042, 0.4090992309071606]	-0.1642582371524324	en	hindi
He holds a bird in his left hand and his face is damaged.	उनके बाएं हाथ में एक पक्षी है और उनका चेहरा क्षतिग्रस्त हो गया है।	87.25	[90, 85, 84, 90]	[0.06679948081521715, -0.2731963788602956, 1.2626112980547628, 1.1783094017641014]	0.5586309504434464	en	hindi
It has 11 naked statues of the Jaina Tirthankaras and two of their Yakshinis.	इसमें जैन तीर्थंकरों की 11 नग्न मूर्तियां और उनकी दो यक्षिनियां हैं।	79.25	[85, 80, 72, 80]	[-0.2771497089669753, -0.6657830786809108, 0.029463413400379262, 0.3236314341452783]	-0.1474594850255571	en	hindi
The reserve is a home to about 79 species of mammals of which 20 are endemic, 88 species of reptiles of which 45 are endemic, 45 species of amphibians of which 30 species are endemic, and 46 species of fishes including 10 endemics.	यह रिजर्व स्तनधारियों की लगभग 79 प्रजातियों का घर है, जिनमें से 20 स्थानिक हैं, सरीसृपों की 88 प्रजातियां हैं, जिनमें से 45 स्थानिक हैं, उभयचरों की 45 प्रजातियां हैं, जिनमें से 30 स्थानिक हैं, और 10 स्थानिक सहित मछलियों की 46 प्रजातियां हैं।	79.5	[90, 95, 66, 67]	[0.06679948081521715, 0.511977020780935, -0.5871105289268125, -0.7874499237591919]	-0.1989459877724631	en	hindi
The hide shields bore silver or gold bosses, crescents, or stars.	चमड़े की ढालों में चांदी या सोने के मालिक, अर्धचंद्र या सितारे होते थे।	77.25	[85, 80, 59, 85]	[-0.2771497089669753, -0.6657830786809108, -1.306446794975203, 0.7509704179546899]	-0.3746022911670998	en	hindi
In this Puja, the Devi is worshipped in her Chandiavatar.	इस पूजा में देवी की पूजा उनके चंडी अवतार में की जाती है।	87.75	[95, 95, 76, 85]	[0.4107486705974096, 0.511977020780935, 0.44051270828517375, 0.7509704179546899]	0.5285522044045521	en	hindi
"Whenever these ladies went ""young, well-dressed female slave"" with a peacock's tail in hand, bursed away the dust and flies and men in front sprinkled water on the roadways to lay the dust."	जब भी ये महिलाएं हाथ में मोर की पूंछ लिए युवा, अच्छे कपड़े पहने हुई दासी के पास जाती थीं, तो वे धूल और मक्खियों को उड़ा देती थीं और पुरुषों ने सड़कों पर धूल डालने के लिए पानी छिड़क दिया था।	81.0	[95, 90, 70, 69]	[0.4107486705974096, 0.11939032096031973, -0.17606123404201798, -0.6165143302354272]	-0.06560914317992897	en	hindi
An anklet is shown on the ankle of the leg.	पैर के टखने पर एक टखना दिखाया गया है।	73.5	[60, 80, 74, 80]	[-1.9968956578779375, -0.6657830786809108, 0.2349880608427765, 0.3236314341452783]	-0.5260148103926984	en	hindi
Cave 6 is two-storey monastery (16.85 × 18.07 m).	गुफा संख्या 6 दो मंजिला मठ (16.85 और 18.07 मीटर) है।	80.5	[90, 80, 78, 74]	[0.06679948081521715, -0.6657830786809108, 0.646037355727571, -0.1891753464260156]	-0.03553039714103456	en	hindi
Barrel shape bead of Lapis Lazuli occurring in blue and white spotted colour having a perforation.	लापिस लाजुली का बैरल आकार का मनका जो नीले और सफेद धब्बे वाले रंग में होता है जिसमें छिद्र होता है।	85.0	[85, 90, 75, 90]	[-0.2771497089669753, 0.11939032096031973, 0.33775038456397516, 1.1783094017641014]	0.3395750995803553	en	hindi
It is a terracotta game object containing four, three, two, and one incised circles on each of its respective sides.	यह एक टेराकोटा गेम ऑब्जेक्ट है जिसमें प्रत्येक पक्ष पर चार, तीन, दो और एक छेदित वृत्त हैं।	83.25	[95, 80, 78, 80]	[0.4107486705974096, -0.6657830786809108, 0.646037355727571, 0.3236314341452783]	0.178658595447337	en	hindi
The Khajuraho group of temples belong to Vaishnavism school of Hinduism, Saivism school of Hinduism and Jainism – nearly a third each.	मंदिरों का खजुराहो समूह हिंदू धर्म की वैष्णव शाखा, हिंदू धर्म की शैव शाखा और जैन धर्म से संबंधित है-लगभग एक तिहाई।	74.25	[80, 85, 67, 65]	[-0.6210988987491677, -0.2731963788602956, -0.4843482052056139, -0.9583855172829565]	-0.5842572500245085	en	hindi
The southern end of the street is the Delhi Gate.	सड़क का दक्षिणी छोर दिल्ली गेट है।	86.25	[100, 100, 70, 75]	[0.7546978603796021, 0.9045637206015503, -0.17606123404201798, -0.10370754966413329]	0.3448731993187503	en	hindi
Yet further away from the tomb complex, lie Mughal-period monuments, Bada Bateshewala Mahal, the tomb of Muzaffar Husain Mirza, the grand nephew of Humayun, built 1603–04 on platform with five arches on each side, has its interior walls decorated with incised and painted plaster; the Chote Bateshewala Mahal once an arcaded octagonal building with a domed ceiling and stone jaalis.	मकबरे के परिसर से और भी दूर, बड़ा बटेशेवाला महल, हुमायूं के पोते मुजफ्फर हुसैन मिर्जा का मकबरा, मंच पर 1603-04 पर बनाया गया है, जिसमें प्रत्येक तरफ पांच मेहराब हैं, इसकी आंतरिक दीवारें उत्कीर्ण और पेंट प्लास्टर से सजी हुई हैं-छोटे बटेशेवाला महल एक समय एक मेहराबदार अष्टकोणीय इमारत थी जिसकी छत गुंबद और पत्थर की जाली थी।	79.25	[95, 85, 67, 70]	[0.4107486705974096, -0.2731963788602956, -0.4843482052056139, -0.5310465334735449]	-0.2194606117355112	en	hindi
One account states that he received the fort in dowry.	एक विवरण में कहा गया है कि उन्हें दहेज में किला मिला था।	89.0	[100, 100, 78, 78]	[0.7546978603796021, 0.9045637206015503, 0.646037355727571, 0.15269584062151367]	0.6144986943325593	en	hindi
Nautanki is a secular, broad and an inclusive art form that incorporates people from various castes and communities such as Khangar, Pal, Thakur, Darzi, Gadehr, Nai, Pasi, Chamar, Kahar and Brahmin Valmiki, Dholi, Jato, Mirasi, Bhand and Kalamat and Muslim communities.	नौटंकी एक धर्मनिरपेक्ष, व्यापक और समावेशी कला का रूप है जिसमें विभिन्न जातियों और समुदायों जैसे कि खंगार, पाल, ठाकुर, दरजी, गदेहर, नई, पासी, चमार, कहार और ब्राह्मण, वाल्मीकि, ढोली, जाटो, मिरासी, भांड और कलामत और मुस्लिम समुदायों के लोगों को शामिल किया गया है।	78.0	[90, 85, 70, 67]	[0.06679948081521715, -0.2731963788602956, -0.17606123404201798, -0.7874499237591919]	-0.2924770139615721	en	hindi
This spot is marked by the Animeshlocha Stupa, that is, the unblinking stupa or shrine, to the north-east of the Mahabodhi Temple complex.	इस स्थान पर महाबोधि मंदिर परिसर के उत्तर-पूर्व में स्थित अनिमेशलोचा स्तूप है।	62.0	[80, 70, 48, 50]	[-0.6210988987491677, -1.4509564783221414, -2.436832355908388, -2.240402468711191]	-1.687322550422722	en	hindi
It is believed that Lord Shiva had once asked his lovable bull, Basava, to go to earth with a message for humans, that they must have a bath and oil massage daily, and eat once a month.	ऐसा माना जाता है कि भगवान शिव ने एक बार अपने प्रिय बैल बसव से कहा था कि वह पृथ्वी पर जाकर लोगों को यह संदेश दे कि उन्हें प्रतिदिन स्नान और तेल की मालिश करनी चाहिए और महीने में एक बार खाना चाहिए।	81.5	[100, 100, 64, 62]	[0.7546978603796021, 0.9045637206015503, -0.7926351763692098, -1.2147889075686034]	-0.08704062573916518	en	hindi
The mandapa has 56 carved stone beams of different diameters, shape, length and surface finish that produces musical sounds when struck; according to local traditional belief, this hall was used for public celebrations of music and dancing.	मंडप में विभिन्न व्यास, आकार, लंबाई और सतह फिनिश के 56 नक्काशीदार पत्थर के बीम हैं जो स्थानीय पारंपरिक विश्वास के अनुसार, इस हॉल का उपयोग संगीत और नृत्य के सार्वजनिक समारोहों के लिए किया जाता था।	72.75	[80, 75, 69, 67]	[-0.6210988987491677, -1.058369778501526, -0.2788235577632166, -0.7874499237591919]	-0.6864355396932755	en	hindi
Historically, in most families the inheritance of family estates passed down the male line.	ऐतिहासिक रूप से, अधिकांश परिवारों में पारिवारिक संपदाओं की विरासत पुरुष वंश से होकर गुजरती है।	82.0	[95, 90, 70, 73]	[0.4107486705974096, 0.11939032096031973, -0.17606123404201798, -0.27464314318789795]	0.01985865358195335	en	hindi
It has a pavilion, a water basin and a method of moving fresh water to it and taking away wash water and overflows.	इसमें एक मंडप, एक पानी का बेसिन और ताजे पानी को ले जाने और वाश वाटर और ओवरफ्लो को दूर करने की एक विधि है।	83.5	[95, 90, 76, 73]	[0.4107486705974096, 0.11939032096031973, 0.44051270828517375, -0.27464314318789795]	0.1740021391637513	en	hindi
The route is located within the state of Tamil Nadu and travels through the Nilgiri Hills, which are popularly known as the Blue Mountains of Southern India.	यह मार्ग तमिलनाडु राज्य के भीतर स्थित है और नीलगिरी पहाड़ियों के माध्यम से यात्रा करता है, जिसे दक्षिण भारत के ब्लू माउंटेन के नाम से जाना जाता है।	80.5	[95, 95, 65, 67]	[0.4107486705974096, 0.511977020780935, -0.6898728526480111, -0.7874499237591919]	-0.1386492712572146	en	hindi
Cave 17: foreigners on horses attending the Buddha	गुफा संख्या 17: बुद्ध के दर्शन करने वाले घोड़ों पर सवार विदेशी	81.75	[90, 90, 69, 78]	[0.06679948081521715, 0.11939032096031973, -0.2788235577632166, 0.15269584062151367]	0.01501552115845849	en	hindi
He said, ryots were compelled to give consent to a system which was unprofitable and led to harassment and violence against them.	उन्होंने कहा कि किसानों को एक ऐसी प्रणाली को सहमति देने के लिए मजबूर किया गया जो लाभहीन थी और उनके खिलाफ उत्पीड़न और हिंसा का कारण बनी।	85.5	[95, 95, 76, 76]	[0.4107486705974096, 0.511977020780935, 0.44051270828517375, -0.018239752902250973]	0.3362496616903168	en	hindi
The cushion contains the figure of a conch, the symbols of Neminatha. Several attendant and devotee figures are shown on either side of the feet of God.	कुशन में नेमिनाथ के प्रतीक शंख की आकृति है। भगवान के पैरों के दोनों ओर कई सहायक और भक्त आकृतियां दिखाई गई हैं।	86.0	[95, 90, 80, 79]	[0.4107486705974096, 0.11939032096031973, 0.8515620031699683, 0.238163637383396]	0.4049661580277734	en	hindi
Dehejia, V. (1997). Indian Art. Phaidon: London. ISBN 0-7148-3496-3.	देहेजिया, वी. (1997). इंडियन आर्ट. फेडोनः लंदन. आईएसबीएन 0-7148-3496-3।	77.25	[85, 85, 65, 74]	[-0.2771497089669753, -0.2731963788602956, -0.6898728526480111, -0.1891753464260156]	-0.3573485717253244	en	hindi
The Padshahnama of Abdul Hamid Lahori which is the chief source regarding this marriage informs us that the wedding was arranged by Jahanara, daughter of Emperor Shah Jahan and Sati un-Nisa Khanum, the chief maid of the late empress, Mumtaz Mahal.	अब्दुल हमीद लाहौरी का पादशाहनामा जो इस विवाह के बारे में मुख्य स्रोत है, हमें सूचित करता है कि सम्राट शाहजहां की बेटी जहांआरा और स्वर्गीय महारानी मुमताज महल की मुख्य नौकरानी सती उन निसा खानम ने शादी की व्यवस्था की थी।	87.0	[100, 95, 76, 77]	[0.7546978603796021, 0.511977020780935, 0.44051270828517375, 0.06722804385963134]	0.4436039083263355	en	hindi
A crude printing press acts as another protagonist in this composition.	एक कच्चा प्रिंटिंग प्रेस इस रचना में एक अन्य नायक के रूप में कार्य करता है।	85.5	[95, 90, 72, 85]	[0.4107486705974096, 0.11939032096031973, 0.029463413400379262, 0.7509704179546899]	0.3276432057281996	en	hindi
As it appears like a Pagoda, the name became familiar to the seafarers.	जैसा कि यह एक पगोडा प्रतीत होता है, यह नाम नाविकों को परिचित हो गया।	85.0	[95, 95, 76, 74]	[0.4107486705974096, 0.511977020780935, 0.44051270828517375, -0.1891753464260156]	0.2935157633093757	en	hindi
Agreement between the Government of Bhopal and the Maha Bodhi Society was reached in 1946, wherein it was decided that the relics would finally be enshrined at a Extracts from a Press coverage of arrangements made for the enshrinement of the Buddhist relics at Sanchi by the Bhopal Government and the Maha Bodhi Society, dated 10th January, 1946.	भोपाल सरकार और महाबोधि सोसायटी के बीच 1946 में समझौता हुआ था, जिसमें यह निर्णय लिया गया था कि भोपाल सरकार और महाबोधि सोसायटी द्वारा 10 जनवरी, 1946 को सांची में बौद्ध अवशेषों के संरक्षण के लिए की गई व्यवस्थाओं के बारे में प्रेस कवरेज में अंतिम रूप से अवशेषों को शामिल किया जाएगा।	84.0	[100, 95, 69, 72]	[0.7546978603796021, 0.511977020780935, -0.2788235577632166, -0.3601109399497802]	0.1569350958618851	en	hindi
The octagonal tomb is positioned within an octagonal garden, which was built during his own lifetime and the reign of Islam Shah Suri, son of Sher Shah.	अष्टकोणीय मकबरा एक अष्टकोणीय उद्यान के भीतर स्थित है, जिसे शेरशाह के पुत्र इस्लाम शाह सूरी के शासनकाल के दौरान बनाया गया था।	75.25	[85, 80, 69, 67]	[-0.2771497089669753, -0.6657830786809108, -0.2788235577632166, -0.7874499237591919]	-0.5023015672925737	en	hindi
Sumitranandan Pant to Kunwar Suresh Singh of Kalakankar Raj in India in C.16.10.1957 C.E.	सुमित्रानंदन पंत को भारत में कलाशंकर राज के कुंवर सुरेश सिंह के नाम पर 16/10/1957 ई.	74.25	[75, 70, 82, 70]	[-0.9650480885313601, -1.4509564783221414, 1.0570866506123655, -0.5310465334735449]	-0.4724911124286703	en	hindi
Some havelis are many hundreds of years old	कुछ हवेलियां सैकड़ों साल पुरानी हैं	85.75	[95, 100, 70, 78]	[0.4107486705974096, 0.9045637206015503, -0.17606123404201798, 0.15269584062151367]	0.3229867494446139	en	hindi
The main structure is built from a blend of India sandstone and limestone, while high-quality Italian marble was used for the key decorative elements.	मुख्य संरचना भारत के बलुआ पत्थर और चूना पत्थर के मिश्रण से बनाई गई है, जबकि उच्च गुणवत्ता वाले इतालवी संगमरमर का उपयोग प्रमुख सजावटी तत्वों के लिए किया गया था।	82.75	[100, 100, 67, 64]	[0.7546978603796021, 0.9045637206015503, -0.4843482052056139, -1.0438533140448387]	0.03276501543267496	en	hindi
Every night a few thousand Kalawant reached at the Emperor's court, in the state of intoxication and nakedness and they danced.	हर रात कुछ हजार कलावंत नशे और नग्नता की अवस्था में सम्राट के दरबार में आते थे और नृत्य करते थे।	89.75	[100, 95, 76, 88]	[0.7546978603796021, 0.511977020780935, 0.44051270828517375, 1.007373808240337]	0.6786403494215119	en	hindi
The design makes this sweet crispier and irresistible.	इसका डिजाइन इस मीठे मिठास को अधिक क्रिस्पी और अप्रतिरोध्य बनाता है।	58.0	[45, 50, 68, 69]	[-3.0287432272245147, -3.0213032776046025, -0.38158588148441525, -0.6165143302354272]	-1.76203667913724	en	hindi
The island is 2.4 km (1.5 mi) in length with two hills that rise to a height of about 150 m (490 ft).	द्वीप की लंबाई 2.4 किमी (1.5 मील) है जिसमें दो पहाड़ियां हैं जो लगभग 150 मीटर (490 फीट) की ऊंचाई तक जाती हैं।	76.5	[95, 95, 59, 57]	[0.4107486705974096, 0.511977020780935, -1.306446794975203, -1.642127891378015]	-0.5064622487437184	en	hindi
Some mountain railways such as the Lumding–Badarpur section have been converted to 1,676 mm (5 ft 6 in) broad gauge, which is the nationwide standard, while some railways such as the Kangra Valley Railway are in the process of being converted to broad gauge.	कुछ पर्वतीय रेलवे जैसे कि लुमडिंग-बदरपुर खंड को 1,676 मिमी (5 फीट 6 इंच) ब्रॉड गेज में परिवर्तित किया गया है, जो राष्ट्रव्यापी मानक है, जबकि कांगड़ा घाटी रेलवे जैसे कुछ रेलवे को ब्रॉड गेज में परिवर्तित करने की प्रक्रिया चल रही है।	84.25	[100, 100, 67, 70]	[0.7546978603796021, 0.9045637206015503, -0.4843482052056139, -0.5310465334735449]	0.1609667105754984	en	hindi
Many of the Nepali Hindus, as well as the various Buddhist and other ethnic groups such as the Lepchas, Bhutias, Kiranti Limbus, Tibetans, Yolmos, Gurungs, and Tamangs, have their own distinct languages and cultures and yet share a largely harmonious co-existence.	कई नेपाली हिंदुओं के साथ-साथ विभिन्न बौद्ध और अन्य जातीय समूहों जैसे कि लेपचा, भूटिया, किरांती लिम्बस, तिब्बती, योल्मोस, गुरुंग और तमांग की अपनी अलग-अलग भाषाएं और संस्कृतियां हैं और फिर भी वे बड़े पैमाने पर एक सामंजस्यपूर्ण सह-अस्तित्व साझा करते हैं।	79.5	[95, 95, 65, 63]	[0.4107486705974096, 0.511977020780935, -0.6898728526480111, -1.1293211108067212]	-0.2241170680190969	en	hindi
Kutia Konds and all the members of the community can play it.	कुटिया कोंड और समुदाय के सभी सदस्य इसे खेल सकते हैं।	86.0	[90, 90, 69, 95]	[0.06679948081521715, 0.11939032096031973, -0.2788235577632166, 1.605648385573513]	0.3782536573964583	en	hindi
There kalpavriksha carvings on the wall repents fertility and nature worship while kirtimukhas and makaras adorn the basements and capitals of pillars.	दीवारों पर कल्पवृक्ष की नक्काशी उर्वरता और प्रकृति की पूजा को दर्शाती है, जबकि कीर्तिमुख और मकर स्तंभों के तहखानों और शीर्षों को सजाते हैं।	73.25	[85, 75, 67, 66]	[-0.2771497089669753, -1.058369778501526, -0.4843482052056139, -0.8729177205210742]	-0.6731963532987973	en	hindi
This is a Post Medieval handwritten Khatt of Ismail Beg Khan. It is a copy work regarding the assessment of village.	यह इस्माइल बेग खान का एक पोस्ट मिडिवल हस्तलिखित खाट है। यह गांव के मूल्यांकन से संबंधित एक कॉपी वर्क है।	80.5	[85, 80, 82, 75]	[-0.2771497089669753, -0.6657830786809108, 1.0570866506123655, -0.10370754966413329]	0.002611578325086523	en	hindi
What genres does this library hold?	इस पुस्तकालय में कौन-सी विधाएं हैं?	89.75	[90, 90, 89, 90]	[0.06679948081521715, 0.11939032096031973, 1.776422916660756, 1.1783094017641014]	0.7852305300500986	en	hindi
The mosque’s intricate sandstone carvings and lattice work are so beautiful that the structure is also known as the Masjid-i-Nagina or jewel of a mosque.	मस्जिद की जटिल बलुआ पत्थर की नक्काशी और जाली का काम इतना सुंदर है कि संरचना को मस्जिद-ए-नगीना या मस्जिद के गहने के रूप में भी जाना जाता है।	87.5	[100, 100, 78, 72]	[0.7546978603796021, 0.9045637206015503, 0.646037355727571, -0.3601109399497802]	0.4862969991897358	en	hindi
Chinnakallar Coimbatore, Tamil Nadu 2,947 mm (116.0 in)	चिन्नाकलार कोयम्बटूर, तमिलनाडु-2,947 मिमी (116.0 इंच)	85.0	[100, 90, 79, 71]	[0.7546978603796021, 0.11939032096031973, 0.7487996794487697, -0.44557873671166254]	0.2943272810192572	en	hindi
This chamber with high ceiling is then encompassed by four main octagonal chambers on two floors, set at the diagonals with arched lobbies leading to them also connecting them, plus there are four auxiliary chambers in between suggesting that the tomb was built as a dynastic mausoleum.	ऊंची छत के साथ यह कक्ष तब दो मंजिलों पर चार मुख्य अष्टकोणीय कक्षों से घिरा हुआ है, जो तिरछे लाबियों के साथ सेट है जो उन्हें जोड़ती हैं, इसके अलावा बीच में चार सहायक कक्ष हैं जो सुझाव देते हैं कि मकबरे को एक राजवंशीय मकबरे के रूप में बनाया गया था।	82.75	[95, 95, 72, 69]	[0.4107486705974096, 0.511977020780935, 0.029463413400379262, -0.6165143302354272]	0.08391869363582416	en	hindi
Between the 12th and 14th centuries, Hindu kings of the Hoysala Empire of South India built temples to Durga, Hampadevi and Shiva, according to an inscription dated about 1,199 CE.	12 वीं और 14 वीं शताब्दी के बीच, दक्षिण भारत के होयसल साम्राज्य के हिंदू राजाओं ने दुर्गा, हंपादेवी और शिव के मंदिरों का निर्माण किया, लगभग 1,199 सीई के एक शिलालेख के अनुसार।	77.25	[95, 95, 59, 60]	[0.4107486705974096, 0.511977020780935, -1.306446794975203, -1.385724501092368]	-0.4423614011723066	en	hindi
Even though the architectural creation of sculpturing cut-in and cut-out structures continued during subsequent periods, as seen in the Atiranachanda cave, the Pidari rathas and the Tiger cave, the main credit for the architectural elegance of the Shore Temple complex in the category of structural temples goes to the King Rajasimha (700–28 AD), also known as Narasimhavarman II, of the Pallava Dynasty.	हालांकि अतिरणचंदा गुफा, पिडारी रथ और टाइगर गुफा में देखे गए मूर्तिकला के कट-इन और कट-आउट संरचनाओं का वास्तुशिल्प निर्माण बाद की अवधियों के दौरान जारी रहा, फिर भी संरचनात्मक मंदिरों की श्रेणी में शोर मंदिर परिसर की वास्तुशिल्प भव्यता का मुख्य श्रेय पल्लव राजवंश के राजा राजसिंह (700-28 ई.) को जाता है, जिसे नरसिंहवर्मन II के रूप में भी जाना जाता है।	80.75	[95, 95, 66, 67]	[0.4107486705974096, 0.511977020780935, -0.5871105289268125, -0.7874499237591919]	-0.1129586903269149	en	hindi
Sikkim has a mainly agrarian economy and being a small state it has utilized its hilly terrain to produce crops like rice, maize, millet, wheat, buckwheat, barley, oranges, cardamom, ginger and tea.	सिक्किम की अर्थव्यवस्था मुख्य रूप से कृषि आधारित है और एक छोटा सा राज्य होने के नाते इसने पहाड़ी इलाकों का उपयोग चावल, मक्का, बाजरा, गेहूं, बकगेहूं, जौ, संतरे, इलायची, अदरक और चाय जैसी फसलों का उत्पादन करने के लिए किया है।	93.25	[95, 95, 91, 92]	[0.4107486705974096, 0.511977020780935, 1.9819475641031532, 1.349244995287866]	1.063479562692341	en	hindi
The colours used are vegetable colours which have endured through time because the drawings were generally made deep inside a niche or on inner walls. The drawings and paintings can be classified under seven different periods.	उपयोग किए गए रंग सब्जी के रंग हैं जो समय के साथ बने हुए हैं क्योंकि चित्र आमतौर पर एक आला के अंदर या आंतरिक दीवारों पर बनाए जाते हैं। चित्रों और चित्रों को सात अलग-अलग अवधियों में वर्गीकृत किया जा सकता है।	73.25	[90, 85, 60, 58]	[0.06679948081521715, -0.2731963788602956, -1.2036844712540042, -1.5566600946161326]	-0.7416853659788039	en	hindi
This is a terracotta head with an open mouth and missing ears.	यह एक टेराकोटा सिर है जिसका मुंह खुला है और कान गायब हैं।	89.5	[95, 90, 83, 90]	[0.4107486705974096, 0.11939032096031973, 1.1598489743335643, 1.1783094017641014]	0.7170743419138488	en	hindi
The Chhatrapati Shivajhi Terminus (formerly Victoria Terminus) has also been considered to be developed as a World Class Station by Indian Railways; this would lead to decongesting and reducing the pressures on this Terminus Station, which is now over-crowded by traffic.	छत्रपति शिवाजी टर्मिनस (पूर्व में विक्टोरिया टर्मिनस) को भी भारतीय रेलवे द्वारा एक विश्व स्तरीय स्टेशन के रूप में विकसित किया गया है। इससे इस टर्मिनस स्टेशन पर भीड़भाड़ कम होगी और दबाव कम होगा।	72.25	[80, 75, 68, 66]	[-0.6210988987491677, -1.058369778501526, -0.38158588148441525, -0.8729177205210742]	-0.7334930698140457	en	hindi
This is contradicted by textual evidence and evidence from inscriptions.	यह मूलपाठ के साक्ष्य और शिलालेखों से प्राप्त साक्ष्य से विरोधाभासी है।	84.75	[95, 95, 68, 81]	[0.4107486705974096, 0.511977020780935, -0.38158588148441525, 0.4090992309071606]	0.2375597602002725	en	hindi
