original	translation	mean	scores	z_scores	z_mean	source_lang	target_lang
Similarly, other statutory bodies have also conducted detailed and in depth reviews before according clearances pertaining to areas relevant to their purview.	అదేవిధంగా, ఇతర చట్టబద్ధమైన సంస్థలు కూడా తమ పరిధికి సంబంధించిన రంగాలకు సంబంధించిన అనుమతులను ఇచ్చే ముందు వివరణాత్మక మరియు లోతైన సమీక్షలు జరిపాయి.	78.3333333333333	[80,75,80]	[0.012461157816244852, -0.20244458661873171, 0.01937798539151013]	-0.0568684811369922	en	telugu
Mr. Shyam Divan has further submitted that de hors the Takeover Regulations/Code, SEBI has wide powers to allow withdrawal of offer under Sections 11 & 11B of the SEBI Act.	సెబీ చట్టం యొక్క సెక్షన్ 11 & 11 బి కింద ఆఫర్ను ఉపసంహరించుకునేందుకు సెబీకి విస్తృత అధికారాలు ఉన్నాయని శ్రీ శ్యామ్ డివాన్ పేర్కొన్నారు.	70.0	[70,70,70]	[-0.09782851813989826, -0.597491449445203, -0.09092116710529495]	-0.2620803782301321	en	telugu
He submits that the evidence of the PW-2 having not been corroborated by other witnesses, his conviction cannot be sustained solely on her testimony.	PW-2 నిరూపించిన సాక్ష్యాలు ఇతర సాక్షులచే ధృవీకరించబడలేదని, ఆమె సాక్ష్యాల ఆధారంగా మాత్రమే తన నిందితులను నిరూపించలేమని ఆయన పేర్కొన్నారు.	77.6666666666667	[70,75,88]	[-0.09782851813989826, -0.20244458661873171, 0.1076173073889542]	-0.0642185991232252	en	telugu
"RECORD OF SERVICE IN RESPECT OF FIFTH RESPONDENT:\\\', ""16(A)."	"ఐదవ ప్రతివాదికి సంబంధించి సేవల రికార్డుః\\\', ""16(A)."	81.6666666666667	[80,85,80]	[0.012461157816244852, 0.587649139034211, 0.01937798539151013]	0.2064960940806553	en	telugu
Sri Ashok Kumar Pandey, learned Advocate appears on behalf of respondent Atul Kumar Dwivedi who has been regularized as Registration Clerk during the pendency of the present appeal.	ఈ విజ్ఞప్తి విచారణ జరుగుతున్న సమయంలో రిజిస్ట్రేషన్ కార్యదర్శిగా నియంత్రిత రిజిస్ట్రేషన్ కార్యదర్శిగా వ్యవహరించిన ప్రతివాది అతుల్ కుమార్ ద్వీవేడీ తరపున శ్రీ అశోక్ కుమార్ పాండే, విద్యావంతుడు న్యాయవాది హాజరయ్యారు.	80.0	[80,80,80]	[0.012461157816244852, 0.19260227620773965, 0.01937798539151013]	0.0748138064718315	en	telugu
It can be specified later on and the Court is not powerless to enforce that purpose of the charitable trust, of which the particular mode of the application had not been defined by the donor or otherwise.	ఈ విషయం తరువాత వెల్లడి చేయబడుతుంది మరియు దాత లేదా ఇతర మార్గాల ద్వారా దరఖాస్తు యొక్క ప్రత్యేక పద్ధతిని నిర్ణయించని దాతచే ఈ ఛారిటబుల్ ట్రస్ట్ యొక్క ప్రయోజనాన్ని అమలు చేయడానికి కోర్టుకు అధికారం లేదు.	71.6666666666667	[75,70,70]	[-0.0426836801618267, -0.597491449445203, -0.09092116710529495]	-0.2436987655707748	en	telugu
At this stage, Sushil Arora (A-1) had with him Rajesh Pandey (A-5) present with him in the office.	ఈ దశలో సుశిల్ అరోరా (A-1) తనతో పాటు రాజేష్ పాండే (A-5) ను కార్యాలయంలో సమర్పించారు.	59.3333333333333	[60,60,58]	[-1.3682019197959305, -1.4194459154887717, -1.4909821775539975]	-1.426210004279567	en	telugu
After more than 22 years of his retirement, he made a representation on October 08, 1998, requesting to extend him the said benefit.	తన పదవీ విరమణకు 22 ఏళ్లు దాటిన తరువాత, 1998 అక్టోబర్ 8న ఈ ప్రయోజనాన్ని పొడిగించాలని అభ్యర్థించి ఆయన ఒక ప్రతినిధిగా హాజరయ్యారు.	72.6666666666667	[75,75,68]	[-0.22549430303986345, -0.220926988816575, -0.7243315309301812]	-0.3902509409288732	en	telugu
Bull tamers, therefore, tame the bulls at the arena, thereby causing strain, stress, inflict pain and suffering, which wants to prevent under of the Act.	అందువల్ల, బుల్ టేమర్లు అరేనాలోని బుల్లను తృప్తిపరుస్తారు, తద్వారా ఒత్తిడి, ఒత్తిడి, నొప్పి మరియు బాధలను కలిగించడం, ఇది చట్టం ప్రకారం నివారించాలనుకుంటుంది.	79.0	[75,75,87]	[-0.22549430303986345, -0.220926988816575, 0.7323046976550699]	0.0952944685995438	en	telugu
The use of the word fine in the provision clearly indicates that the levy is punitive in nature and not compensatory.	ఈ నిబంధనలో జరిమానా అనే పదం ఉపయోగించడం వల్ల ఈ పన్ను శిక్షాత్మకమైనదని, పరిహారం ఇవ్వనిదని స్పష్టంగా తెలుస్తుంది.	75.0	[75,75,75]	[-0.0426836801618267, -0.20244458661873171, -0.03577159085689241]	-0.0936332858791502	en	telugu
This order prescribed the same to be an essential qualification.	ఈ క్రమంలో అదే ఒక ముఖ్యమైన అర్హతగా సూచించారు.	80.0	[80,80,80]	[0.012461157816244852, 0.19260227620773965, 0.01937798539151013]	0.0748138064718315	en	telugu
In cross-examination, he stated that if any person commits rape with a minor girl, then there is a possibility of sustaining the injury in the penis.	ఒక చిన్నారిపై అత్యాచారం చేసిన వ్యక్తి పెనిస్ గాయానికి గురయ్యే అవకాశం ఉందని ఆయన విచారణలో పేర్కొన్నారు.	77.0	[75,80,76]	[-0.0426836801618267, 0.19260227620773965, -0.024741675607211903]	0.0417256401462336	en	telugu
The Agreement to Sell further agrees that the respondent shall pay interest of 18% per annum i.e. Rs.1,41,148/- per month w.e.f. 1.7.2009 till the date possession which is offered of the unit to the respondents or till the entire amount of Rs.94,09,875/- is returned to the respondent.	ఈ ఒప్పందం ప్రకారం ప్రతివాది ప్రతివాదికి యూనిట్ను కొనుగోలు చేసే తేదీ వరకు లేదా మొత్తం 94,09,875/- రూపాయలు తిరిగి ఇవ్వబడే వరకు ప్రతివాది సంవత్సరానికి 18 శాతం వడ్డీ, అంటే నెలకు 1,41,148 రూపాయలు చెల్లించాలి.	70.0	[70,70,70]	[-0.09782851813989826, -0.597491449445203, -0.09092116710529495]	-0.2620803782301321	en	telugu
Therefore, the High Court awarded a compensation of Rs. 6,75,000/- by applying a multiplier of 15 to the multiplicand.	అందువల్ల, హైకోర్టు మల్టిప్లయిండర్కు 15 గుణకం వర్తించడం ద్వారా 6,75,000/- రూపాయల పరిహారం ఇచ్చింది.	85.0	[85,85,85]	[0.5363107747975147, 0.5780856289648896, 0.5789745683303067]	0.5644569906975703	en	telugu
It was also stated in the ejahar that the accused/appellant had threatened the victim girl with life and therefore, she had not disclosed the occurrence earlier.	ఈ కేసులో కూడా ఆరోపణలు చేసిన వ్యక్తి/ఆపిల్ చేసిన వ్యక్తి బాధితురాలికి ప్రాణాలతో బెదిరించినట్లు, అందువల్ల ఆమె ఈ ఘటనను ఇంతకు ముందు వెల్లడించలేదని పేర్కొంది.	48.3333333333333	[50,50,45]	[-0.31840787005218446, -2.1776789007510886, -0.3666690483473077]	-0.9542519397168604	en	telugu
He has further .	అతను మరింత ఉంది.	40.0	[40,40,40]	[-0.4286975460083276, -2.967772626404031, -0.42181862459571023]	-1.272762932336023	en	telugu
The Petitioner was served with notices at her hostel, at her various addresses and was asked to show cause and was also given opportunity to defend herself before the enquiry committee.	పిటిషనర్కు ఆమె హాస్టల్ లో, ఆమె వివిధ చిరునామాల్లో నోటీసులు పంపారు మరియు ఆమె కారణాన్ని చూపించమని అడిగారు మరియు విచారణ కమిటీ ముందు ఆమెను రక్షించుకోవడానికి కూడా అవకాశం ఇచ్చారు.	93.0	[90,90,99]	[0.12275083377238796, 0.9826960018606823, 0.2289463751354398]	0.4447977369228367	en	telugu
At the request of learned counsel for the petitioner, list after a week.	అభ్యర్థికి చెందిన నిపుణుల సలహాదారుడి అభ్యర్థన మేరకు వారానికి జాబితా చేయండి.	90.0	[90,90,90]	[0.12275083377238796, 0.9826960018606823, 0.12967713788831522]	0.4117079911737951	en	telugu
"It was submitted that the impugned judgment is proper and legal.\\\', ""10."	ఈ తీర్పు సరైనది, చట్టబద్ధమైనది అని తేల్చింది.	86.6666666666667	[85,90,85]	[0.0676059957943164, 0.9826960018606823, 0.07452756163991267]	0.3749431864316371	en	telugu
"The Petitioners ( first to third Accused) were jointly and severally directed to pay compensation of Rs.15,00,000/- to the Complainant under of the Code of Criminal Procedure, 1973 ( hereinafter referred to as ""the said Code"") within a period of three months from the date of judgment."	"పిటిషనర్లు (మొదటి నుండి మూడవ అకస్మాత్తుగా) ఉమ్మడిగా మరియు వ్యక్తిగతంగా, విచారణ తేదీ నుండి మూడు నెలల వ్యవధిలో, 1973 క్రిమినల్ ప్రొసీజర్ కోడ్ (ఇకపై ""అపాయింట్ కోడ్"" అని పిలుస్తారు) కింద ఫిర్యాదుదారునికి 15,00,000/- రూపాయల పరిహారం చెల్లించాలని ఆదేశించారు."	81.6666666666667	[80,80,85]	[0.012461157816244852, 0.19260227620773965, 0.07452756163991267]	0.0931969985546323	en	telugu
His business was not doing well.	అతని వ్యాపారం బాగా జరగలేదు.	88.3333333333333	[90,85,90]	[0.12275083377238796, 0.587649139034211, 0.12967713788831522]	0.2800257035649714	en	telugu
It similarly rejected the claim of inadequate representation in public employment, finding them adequately represented in armed forces, government services and educational institutions.	ప్రభుత్వ ఉద్యోగాల్లో తగిన ప్రాతినిధ్యం లేకపోవడంతో, సాయుధ దళాలు, ప్రభుత్వ సేవలు, విద్యాసంస్థల్లో తగిన ప్రాతినిధ్యం ఉన్నట్లు గుర్తించి, ఇది కూడా తిరస్కరించింది.	70.0	[70,70,70]	[-0.09782851813989826, -0.597491449445203, -0.09092116710529495]	-0.2620803782301321	en	telugu
It can be denied only if it is shown that the parties to the marriage have no access to each other at any time when the child could have been begotten.	సంతానం పుట్టగల సమయంలో వివాహ పార్టీలు ఒకరినొకరు సంప్రదించలేదని రుజువు చేసినట్లయితే మాత్రమే ఈ వివాహాన్ని తిరస్కరించవచ్చు.	58.6666666666667	[60,60,56]	[-1.3682019197959305, -1.4194459154887717, -1.6443123068787608]	-1.4773200473878212	en	telugu
By mere granting permission to mark CC of the registered sale deed, no prejudice would be caused as the plaintiff would be required to prove the genuineness of the document and other relevant aspects.	రిజిస్టర్డ్ విక్రయ పత్రం యొక్క CC మార్కింగ్కు అనుమతి ఇవ్వడం ద్వారా మాత్రమే, దావాదారుడు పత్రం యొక్క వాస్తవికతను మరియు ఇతర సంబంధిత అంశాలను రుజువు చేయవలసి ఉంటుంది కాబట్టి ఎటువంటి హాని జరగదు.	82.3333333333333	[80,75,92]	[0.012461157816244852, -0.20244458661873171, 0.15173696838767622]	-0.0127488201382702	en	telugu
There was no interim direction to reinstate.	పునరుద్ధరించడానికి తాత్కాలిక దిశ లేదు.	68.3333333333333	[70,70,65]	[-0.6063968419585525, -0.6204332977073073, -0.9543267249173262]	-0.7270522881943954	en	telugu
The views on the efficacy of a government policy and the objectives such policy seeks to achieve may differ.	ప్రభుత్వ విధానాల యొక్క సమర్థత మరియు ఆ విధానానికి సాధించే లక్ష్యాల గురించి అభిప్రాయాలు వేరు కావచ్చు.	80.0	[80,80,80]	[0.012461157816244852, 0.19260227620773965, 0.01937798539151013]	0.0748138064718315	en	telugu
But, if no such step is taken, the suit may be continued with the original party and the person upon whom the interest has devolved will be bound by and can have the benefit of the decreeâ¦â¦.. 7.	అయితే, అటువంటి చర్య తీసుకోకపోతే, దావాను అసలు పార్టీతో కొనసాగించవచ్చు మరియు ఆసక్తిని బదిలీ చేసిన వ్యక్తికి ఈ ఉత్తర్వు ద్వారా కట్టుబడి ఉంటుంది మరియు ప్రయోజనం పొందవచ్చు.	88.3333333333333	[90,85,90]	[0.12275083377238796, 0.587649139034211, 0.12967713788831522]	0.2800257035649714	en	telugu
The sanctum houses a sivalinga over a circular peetha.	ఈ పవిత్ర స్థలంలో ఒక సివాలింగా ఒక సర్కిల్ పీఠా మీద ఉంది.	77.6666666666667	[80,75,78]	[0.012461157816244852, -0.20244458661873171, -0.0026818451078508866]	-0.0642217579701125	en	telugu
What is more amazing is the fact that despite period of the agreement having come to an end on 31.3.2005, plaintiff without intervention of the Court, enjoyed supplies of petroleum products till the time of the institution of the suit, i.e. 28.5.2010 without any right.	ఇంకా ఆశ్చర్యకరంగా, ఈ ఒప్పందం 31.3.2005 నాటికి ముగిసినప్పటికీ, కోర్టు జోక్యం లేకుండా వాదిత, వాదనను ప్రవేశపెట్టే సమయానికి, అనగా 28.5.2010 నాటికి ఎటువంటి హక్కు లేకుండా పెట్రోలియం ఉత్పత్తుల సరఫరాను పొందారు.	80.0	[80,80,80]	[0.012461157816244852, 0.19260227620773965, 0.01937798539151013]	0.0748138064718315	en	telugu
The petitioner was one among them.	వారిలో ఒకరు పిటిషనర్.	95.0	[95,90,100]	[0.1778956717504595, 0.9826960018606823, 0.2399762903851203]	0.466855987998754	en	telugu
Normally, a revisional jurisdiction should be exercised on a question of law.	సాధారణంగా, ఒక న్యాయ ప్రశ్నకు సంబంధించి పునర్విమర్శ అధికార పరిధిని ఉపయోగించాలి.	80.0	[80,80,80]	[0.1554082358788256, 0.17857932007415728, 0.19564924501839845]	0.1765456003237937	en	telugu
Datar then sold the property to defendant Nos.1 and 2 who in turn sold it to Maharashtra Corporation.	దాతర్ ఆ ఆస్తిని అప్పుదారులు నం. 1 మరియు 2 కు విక్రయించారు.	64.3333333333333	[65,70,58]	[-0.1529733561179698, -0.597491449445203, -0.22328015010146107]	-0.3245816518882113	en	telugu
Thus, it is evident that introduction of proviso to by virtue of the , 2008 was directed to prevent the unholy practice of pure trade, commerce and business entities from masking their activities and portraying them in the garb of an activity with the object of a general public utility.	అందువల్ల, 2008 లోని నిబంధనల ప్రకారం, స్వచ్ఛమైన వాణిజ్య, వాణిజ్య మరియు వ్యాపార సంస్థల యొక్క అపవిత్రమైన అభ్యాసాన్ని వారి కార్యకలాపాలను దాచిపెట్టి, వాటిని సాధారణ ప్రజా ప్రయోజనం కోసం ఉద్దేశించిన కార్యకలాపాల దుస్తులలో చిత్రీకరించకుండా నిరోధించడానికి ఇది ఉద్దేశించబడింది.	85.0	[85,80,90]	[0.0676059957943164, 0.19260227620773965, 0.12967713788831522]	0.1299618032967904	en	telugu
To facilitate the farmers/traders to conduct the trading activity in a better manner, Government of Karnataka has floated the company with private partner and entered into an agreement with a company.	రైతులు/వ్యాపారులు తమ వాణిజ్య కార్యకలాపాలను మెరుగైన రీతిలో నిర్వహించడంలో సహాయపడటానికి కర్ణాటక ప్రభుత్వం ఈ సంస్థను ప్రైవేటు భాగస్వామితో ఏర్పాటు చేసి, ఒక సంస్థతో ఒప్పందం కుదుర్చుకుంది.	85.0	[85,85,85]	[0.0676059957943164, 0.587649139034211, 0.07452756163991267]	0.2432608988228133	en	telugu
Thus, the interpretation by the learned Single Judge in Indian Tobacco Company Limited (supra), that such settlement has to be more beneficial to the interest of employees, was not placed for consideration before the Division Bench, and no similar effort was even made before it.	అందువల్ల, ఈ ఒప్పందం ఉద్యోగుల ప్రయోజనాలకు మరింత ప్రయోజనకరంగా ఉంటుందని ఇండియన్ టొబాకో కంపెనీ లిమిటెడ్ (సూపరా) లోని ఒక విద్యావంతుడైన సింగిల్ జడ్జి (సింగిల్ జడ్జి) చేసిన వ్యాఖ్యానం డివిజన్ బెంచ్ ముందు పరిగణనలోకి తీసుకోబడలేదు, దీనికి ముందు కూడా ఇలాంటి ప్రయత్నం చేయబడలేదు.	86.6666666666667	[85,90,85]	[0.0676059957943164, 0.9826960018606823, 0.07452756163991267]	0.3749431864316371	en	telugu
He invited our attention to some of the writings annexed at pages 317 to 327 of the petition and would submit that not a single account holder had made any complaint in this regard to the Bank against the petitioner which would indicate that all such transactions carried out by the petitioner were on instructions of those relatives and with their consent.	పిటిషన్ 317 నుంచి 327 పేజీలలో జోడించిన కొన్ని పత్రాల గురించి ఆయన మన దృష్టిని ఆకర్షించారు. పిటిషన్కు సంబంధించి బ్యాంకుకు ఏ ఒక్క ఖాతాదారుడు కూడా ఫిర్యాదు చేయలేదని, పిటిషన్దారుడు చేసిన అన్ని లావాదేవీలు ఆ బంధువుల సూచనల మేరకు, వారి సమ్మతి మేరకు జరిగాయని ఆయన పేర్కొన్నారు.	86.0	[80,80,98]	[0.012461157816244852, 0.19260227620773965, 0.21791645988575928]	0.1409932979699145	en	telugu
Even in cases of commission of war crimes by soldiers and Officers, very often, defence is taken that they had followed the orders.	సైనికులు, అధికారులు చేసిన యుద్ధ నేరాల విషయంలో కూడా వారు ఆదేశాలను పాటించారని చాలా తరచుగా వాదించారు.	73.3333333333333	[70,70,80]	[-0.09782851813989826, -0.597491449445203, 0.01937798539151013]	-0.2253139940645303	en	telugu
In such a situation, when the deceased came to the bed where Karishma and the appellant were sleeping and covered Karishma\\\'s face and when Karishma made a sound which awoke her mother, it is natural that the appellant, in a fit of rage upon seeing the deceased molesting their own daughter, would get enraged and a sudden fight would take place during which the appellant inflicted blows on the deceased.	అటువంటి పరిస్థితిలో, కరీష్మా మరియు అప్పీల్మెంట్ చేసిన వ్యక్తి నిద్రపోతున్న మంచానికి మరణించిన వ్యక్తి వచ్చి కరీష్మా ముఖాన్ని కప్పివేసినప్పుడు మరియు కరీష్మా తన తల్లిని మేల్కొనే శబ్దం చేసినప్పుడు, మరణించిన వ్యక్తి తన కుమార్తెపై అత్యాచారం చేస్తున్నట్లు చూసినప్పుడు కోపంతో ఉన్న అప్పీల్మెంట్ చేసిన వ్యక్తి కోపంతో ఉండడం సహజం.	82.6666666666667	[80,80,88]	[0.012461157816244852, 0.19260227620773965, 0.1076173073889542]	0.1042269138043128	en	telugu
As per office report, notice of respondent received unserved in absence of correct address.	సరైన చిరునామా లేకపోవడంతో అవాస్తవంగా స్పందించినట్లు ఆఫీస్ నివేదిక తెలిపింది.	63.3333333333333	[60,60,70]	[-0.20811819409604138, -1.3875851750981458, -0.09092116710529495]	-0.562208178766494	en	telugu
Section 59 provides a deemed fiction.	సెక్షన్ 59లో కల్పనగా భావించబడినది.	71.6666666666667	[70,75,70]	[-0.09782851813989826, -0.20244458661873171, -0.09092116710529495]	-0.1303980906213083	en	telugu
After his arrest, he confessed to the commission of the crime and also led to the recovery of four empty cartridges shot from the revolver of accused No.8 - Rajesh Verma.	అరెస్టు చేసిన తరువాత, అతను నేరానికి ఒప్పుకున్నాడు మరియు ఆరోపణలు చేసిన నంబర్ 8 - రాజేష్ వర్మ యొక్క రివాల్వర్ నుండి నాలుగు ఖాళీ గుళికలను కూడా కోలుకున్నాడు.	81.3333333333333	[80,80,84]	[0.012461157816244852, 0.19260227620773965, 0.06349764639023217]	0.0895203601380722	en	telugu
Not mastery of the law alone, but social vision and creative craftsmanship are important inputs in successful justicing.	చట్టాన్ని మాత్రమే నేర్చుకోవడం కాదు, సామాజిక దృష్టి మరియు సృజనాత్మక నైపుణ్యం విజయవంతమైన న్యాయతీర్మాన్ని సాధించడానికి ముఖ్యమైన ఇన్పుట్లు.	75.0	[75,75,75]	[-0.0426836801618267, -0.20244458661873171, -0.03577159085689241]	-0.0936332858791502	en	telugu
Thus, the European Union Regulation of 2016 [Regulation No.	ఈ మేరకు 2016లో యూరోపియన్ యూనియన్ (EU) 2016/679 (ఆర్టికల్)	88.3333333333333	[90,90,85]	[0.12275083377238796, 0.9826960018606823, 0.07452756163991267]	0.3933247990909942	en	telugu
The Writ Petition was adjourned sine die.	రాసిన పిటిషన్ ను సైనస్ డీ గా వాయిదా వేసింది.	78.0	[80,80,74]	[0.15226340116199036, 0.17849530870683447, -0.23850732052156728]	0.0307504631157525	en	telugu
The only question, it appears, therefore, is about the correct construction of the direction given by this Court in its judgment dated September 30, 1983 in Criminal Appeal No.418 of 1982 in the light of the true meaning of Section 427(2) .	అందువల్ల, ఈ కోర్టు తన సెప్టెంబర్ 30, 1983 నాటి తీర్పులో 1982 నం. 418 క్రిమినల్ అప్పీల్ లో ఇచ్చిన సూచన యొక్క నిజమైన అర్థాన్ని దృష్టిలో ఉంచుకుని, సరైన నిర్మాణం గురించి మాత్రమే ప్రశ్న తలెత్తుతుంది.	73.3333333333333	[70,75,75]	[-0.6063968419585525, -0.220926988816575, -0.18767607829350974]	-0.338333303022879	en	telugu
Acquittal by the criminal court shows that there was no justifiable ground for withholding the petitioner\\\'s gratuity amount.	విచారణకు హాజరైన అభ్యర్థికి గ్రేట్యూటీ మొత్తాన్ని నిషేధించేందుకు ఎటువంటి కారణం లేదని క్రిమినల్ కోర్టు ఆమోదం తెలిపింది.	75.0	[75,75,75]	[-0.0426836801618267, -0.20244458661873171, -0.03577159085689241]	-0.0936332858791502	en	telugu
Moreover, witnesses have a tendency to stay away from courts.	అంతేకాక, సాక్షులు కోర్టుల నుండి దూరంగా ఉండటానికి ఇష్టపడతారు.	85.0	[85,85,85]	[0.0676059957943164, 0.587649139034211, 0.07452756163991267]	0.2432608988228133	en	telugu
Rather the language of Rule 24 permits announcement of the election schedule by a single notification.	బదులుగా, నియమం 24 యొక్క భాష ఎన్నికల షెడ్యూల్ను ఒకే నోటిఫికేషన్ ద్వారా ప్రకటించడానికి అనుమతిస్తుంది.	80.0	[80,80,80]	[0.012461157816244852, 0.19260227620773965, 0.01937798539151013]	0.0748138064718315	en	telugu
We find this effort immaterial in present scenario.	ప్రస్తుత పరిస్థితుల్లో ఈ ప్రయత్నం అసంబద్ధమని మనం భావిస్తున్నాం.	75.0	[75,75,75]	[-0.0426836801618267, -0.20244458661873171, -0.03577159085689241]	-0.0936332858791502	en	telugu
The District Magistrate on being satisfied had informed the District Judge the very next day about the proposed meeting and then had proceeded to issue the notice on 30.3.2017. All this comprises of the satisfaction on the part of the District Magistrate which cannot be said to be perverse or tainted by any mala fides.	ఈ మేరకు జిల్లా న్యాయమూర్తి మరుసటి రోజు జిల్లా న్యాయమూర్తికి సమాచారం ఇచ్చారు. అనంతరం ఈ మేరకు ఆయన 30.3.2017న నోటీసు జారీ చేశారు.	66.6666666666667	[65,70,65]	[-0.1529733561179698, -0.597491449445203, -0.1460707433536975]	-0.2988451829722901	en	telugu
The conclusion of the learned single Judge is clearly erroneous.	ఆ విద్యావంతుడైన ఒంటరి న్యాయాధిపతి చేసిన తీర్పు స్పష్టంగా తప్పు.	77.3333333333333	[70,75,87]	[-0.09782851813989826, -0.20244458661873171, 0.0965873921392737]	-0.0678952375397854	en	telugu
He has admitted that he had borrowed loan from Canara Bank and also from VSSN society.	కానరా బ్యాంకు నుంచి, విఎస్ఎస్ఎన్ సొసైటీ నుంచి రుణం తీసుకున్నట్లు ఆయన అంగీకరించారు.	65.0	[65,65,65]	[-0.1529733561179698, -0.9925383122716744, -0.1460707433536975]	-0.4305274705811139	en	telugu
Vikash Kumar, son of Sri Sukhari Pandit, Resident of village- Sihorwa, P.O. Karariya, P.S. Kotwan, District- East Champaran at Motihari.	శ్రీ సుఖరి పండిత్ కుమారుడు వికాష్ కుమార్, సిహొర్వా గ్రామ నివాసి, పి. ఓ. కర్య, పి. ఎస్. కోట్వాన్, జిల్లా- తూర్పు చంపారన్ మోతిహారి.	79.6666666666667	[85,80,74]	[0.0676059957943164, 0.19260227620773965, -0.046801506106572924]	0.0711355886318277	en	telugu
In his support, the learned counsel also relied upon some of the decisions of the Higher Courts, which will be referred at the appropriate stage hereafterwards.	ఈ సందర్భంగా ఆయన మాట్లాడుతూ... 'అధిక న్యాయస్థానాల తీర్పుల్లో కొన్నింటిని కూడా ప్రస్తావించాం.	68.3333333333333	[70,65,70]	[-0.09782851813989826, -0.9925383122716744, -0.09092116710529495]	-0.3937626658389559	en	telugu
