original	translation	mean	scores	z_scores	z_mean	source_lang	target_lang
Emergence of dengue hemorrhagic fever (dengue/DHF) in the past 25 years with the development of hyperendemicity in many urban centers of the tropics.	கடந்த 25 ஆண்டுகளில் டெங்கு காய்ச்சல் (Dengue/DHF) உருவாகி வெப்பமண்டலத்தின் பல நகர்ப்புற மையங்களில் ஹைப்பர்டெனிசிட்டி உருவாகியுள்ளது.	88.33333333333333	[98,80,87]	[0.7524376846469182, -0.20228697726433362, 0.06142211852994021]	0.2038576086375082	en	tamil
rritant conjunctivitis occurs when an irritant, such as chlorine, or an eyelash, gets into your eyes.	குளோரின் அல்லது கண் பார்வை போன்ற எரிச்சலூட்டும் பொருட்கள் உங்கள் கண்களுக்குள் நுழையும்போது எரிச்சலூட்டும் கண் பார்வை ஏற்படுகிறது.	90.66666666666667	[99,80,93]	[0.8109047471486213, -0.20228697726433362, 0.44320826301084776]	0.3506086776317118	en	tamil
Early intervention on parental sensitivity and infant attachment security is effective.	பெற்றோரின் உணர்திறன் மற்றும் குழந்தை இணைப்பு பாதுகாப்பு குறித்த ஆரம்ப தலையீடுகள் பயனுள்ளதாக இருக்கும்.	92.66666666666667	[96,90,92]	[0.6355035596435119, 0.34485708797922815, 0.3795772389306965]	0.4533126288511455	en	tamil
Because the problems associated with high cholesterol generally don't show up for years, making the connection between kids' health and cholesterol is difficult for many people.	அதிக கொலஸ்ட்ராலுடன் தொடர்புடைய பிரச்சினைகள் பொதுவாக பல ஆண்டுகளாக வெளிப்படுவதில்லை என்பதால், குழந்தைகளின் ஆரோக்கியத்திற்கும் கொலஸ்ட்ராலுக்கும் இடையே தொடர்பை ஏற்படுத்துவது பலருக்கு கடினமாக உள்ளது.	91.66666666666667	[95,90,90]	[0.5770364971418088, 0.34485708797922815, 0.252315190770394]	0.3914029252971436	en	tamil
After the preliminary diagnosis, you will have a blood sample taken in order to confirm the condition.	ஆரம்ப கட்ட பரிசோதனைக்குப் பிறகு, நிலைமையை உறுதிப்படுத்த ரத்த மாதிரி எடுக்கப்படும்.	97.0	[98,98,95]	[0.7524376846469182, 0.7825723401740775, 0.5704703111711503]	0.7018267786640487	en	tamil
If you have been obese for a long time you have more chances of getting diabetes.	நீண்டகாலமாக உடல் பருமன் இருந்தால் நீரிழிவு நோய் வருவதற்கான வாய்ப்புகள் அதிகம்.	95.66666666666667	[97,95,95]	[0.6939706221452151, 0.6184291206010091, 0.5704703111711503]	0.6276233513057915	en	tamil
Abu Ali ibn Sina (Avicenna) discovered the contagious nature of infectious diseases in the early 11th century.	11 ஆம் நூற்றாண்டின் தொடக்கத்தில் தொற்றுநோய்களின் தொற்றுத் தன்மையை அபு அலி இப்னு சினா (அவிசினா) கண்டுபிடித்தார்.	91.33333333333333	[94,90,90]	[0.5185694346401057, 0.34485708797922815, 0.252315190770394]	0.3719139044632426	en	tamil
Ideally, prenatal care should start before you get pregnant.	கர்ப்பம் ஆவதற்கு முன்பே கர்ப்ப கால கவனிப்பை தொடங்குவது நல்லது.	95.0	[97,95,93]	[0.6939706221452151, 0.6184291206010091, 0.44320826301084776]	0.5852026685856907	en	tamil
It will be livelier.	அது உயிரோட்டமாக இருக்கும்.	96.66666666666667	[97,98,95]	[0.6939706221452151, 0.7825723401740775, 0.5704703111711503]	0.6823377578301476	en	tamil
Vitamin A and beta carotene can be found in egg yolks, sweet potatoes, cantaloupe, and apricots.	முட்டையின் மஞ்சள் கரு, இனிப்பு உருளைக்கிழங்கு, கேண்டலூப், ஆப்பிள் ஆகியவற்றில் வைட்டமின் ஏ மற்றும் பீட்டா கரோட்டின் காணப்படுகிறது.	90.33333333333333	[90,90,91]	[0.315785556224418, 0.33954755334247033, 0.36932162802327034]	0.3415515791967196	en	tamil
The disease might be dangerous to other patients, and the patient might have to be isolated.	இந்த நோய் மற்ற நோயாளிகளுக்கு ஆபத்தானதாக இருக்கலாம், நோயாளி தனிமைப்படுத்தப்படலாம்.	86.0	[75,98,85]	[-0.5361538940213136, 0.8059590277139956, -0.010769241297419659]	0.0863452974650874	en	tamil
Too much sodium also causes the body to excrete much needed potassium salts.	அதிக சோடியம் உடலுக்கு தேவையான பொட்டாசியம் உப்புகளை வெளியேற்றுவதற்கும் காரணமாகிறது.	97.0	[97,98,96]	[0.7133572996724261, 0.8059590277139956, 0.6860640191238454]	0.7351267821700892	en	tamil
A craving for sweets and starches in excessive amounts between meals is the first sign of a low blood sugar level.	உணவுக்கு இடையில் இனிப்பு மற்றும் மாவுச்சத்துக்கான ஏக்கம் குறைவான இரத்த சர்க்கரை அளவின் முதல் அறிகுறியாகும்.	93.0	[90,95,94]	[0.2847011846332932, 0.6184291206010091, 0.506839287090999]	0.4699898641084337	en	tamil
The Communicable diseases surveillance portion of the website provides information on communicable disease surveillance.	இணையதளத்தின் தொற்றுநோய் கண்காணிப்பு பகுதி, தொற்றுநோய் கண்காணிப்பு குறித்த தகவல்களை வழங்குகிறது.	88.33333333333333	[85,90,90]	[-0.007634127875222391, 0.34485708797922815, 0.252315190770394]	0.1965127169581332	en	tamil
The Governor may also close all non-mandatory State services and order mandatory services to remain operational.	மாநில அரசுகளின் கட்டாயமற்ற அனைத்து சேவைகளையும் ஆளுநர் மூடிவிட்டு, கட்டாய சேவைகளை தொடர்ந்து செயல்படுத்த உத்தரவிடலாம்.	86.0	[88,85,85]	[0.16776705962988697, 0.07128505535744727, -0.06583992963036231]	0.0577373951189906	en	tamil
This may vary from a feeling of slight sadness to utter misery and dejection.	இது சிறிதளவு துயரம் முதல் துயரம் மற்றும் மனச்சோர்வு வரை வேறுபடலாம்.	60.333333333333336	[50,70,61]	[-2.0539813154348314, -0.7494310425078954, -1.5929845075539926]	-1.4654656218322395	en	tamil
Oseltamivir is taken by mouth (orally) in tablet or liquid form.	ஓசெல்டாமிவிர் வாய் வழியாக (வாய்வழியாக) மாத்திரை அல்லது திரவ வடிவத்தில் உட்கொள்ளப்படுகிறது.	78.66666666666667	[89,70,77]	[0.22623412213159008, -0.7494310425078954, -0.5748881222715724]	-0.3660283475492925	en	tamil
Those with nonpurulent conjunctivitis, even with clear, watery eye discharge, do not require exclusion from day care or school.	தெளிந்த, நீர்மமான கண் வெளியேற்றத்துடன் கூடிய கண் துடிப்பு உள்ளவர்களுக்கு, பகல் நேர பராமரிப்பு அல்லது பள்ளியிலிருந்து விலக்க வேண்டிய அவசியம் இல்லை.	81.33333333333333	[94,70,80]	[0.5185694346401057, -0.7494310425078954, -0.3839950500311186]	-0.2049522192996361	en	tamil
Unless something is done a heart attack is just around the corner.	ஏதாவது செய்தாலொழிய மாரடைப்பு வரத்தான் செய்யும்.	86.0	[83,90,85]	[-0.12456825287862863, 0.34485708797922815, -0.06583992963036231]	0.051482968490079	en	tamil
It will bring down the blood pressure, alleviate allergy, calm down gastric problems and will soothe the nerves.	இது ரத்த அழுத்தத்தைக் குறைத்து, ஒவ்வாமையைக் குறைத்து, செரிமான பிரச்சனைகளைக் குறைத்து, நரம்புகளை அமைதிப்படுத்தும்.	86.0	[88,86,84]	[0.16776705962988697, 0.12599946188180344, -0.12947095371051356]	0.0547651892670589	en	tamil
The ECLKC will grow and evolve over the next several years and is designed to be a comprehensive resource for anyone involved with or interested in early childhood education.	ECLKC அடுத்த பல ஆண்டுகளில் வளரும் மற்றும் வளர்ச்சியடையும். ஆரம்ப கால குழந்தை பருவ கல்வியில் ஈடுபட்டுள்ளவர்களுக்கு அல்லது ஆர்வமுள்ளவர்களுக்கு விரிவான ஆதாரமாக இது வடிவமைக்கப்பட்டுள்ளது.	83.33333333333333	[75,90,85]	[-0.5923047528922536, 0.34485708797922815, -0.06583992963036231]	-0.1044291981811292	en	tamil
All would be expected to have undertaken specialist training such as the proposed HeadsUpScotland module in Infant Mental Health.	இவர்கள் அனைவரும் குழந்தை மனநலத்தில் முன்மொழியப்பட்ட HeadsUpScotland module போன்ற சிறப்பு பயிற்சிகளை மேற்கொள்வார்கள் என்று எதிர்பார்க்கப்படுகிறது.	79.66666666666667	[83,74,82]	[-0.12456825287862863, -0.5305734164104706, -0.2567330018708161]	-0.3039582237199718	en	tamil
Many people experience specific intense, irrational fears of certain things or situations.	சில விஷயங்கள் அல்லது சூழ்நிலைகள் குறித்த குறிப்பிட்ட தீவிரமான, பகுத்தறிவற்ற அச்சத்தை பலர் அனுபவிக்கிறார்கள்.	93.0	[94,90,95]	[0.5185694346401057, 0.34485708797922815, 0.5704703111711503]	0.4779656112634947	en	tamil
We have a feeling of well being during sun bathing.	சூரியக் குளியலின் போது நாம் நலமாக இருக்கிறோம் என்ற உணர்வு ஏற்படுகிறது.	96.33333333333333	[96,98,95]	[0.6355035596435119, 0.7825723401740775, 0.5704703111711503]	0.6628487369962466	en	tamil
This momentous event profoundly changes the lives of not only family members, but the lives of all future generations.	இந்த முக்கியமான நிகழ்வு குடும்ப உறுப்பினர்களின் வாழ்க்கையை மட்டுமின்றி, அனைத்து எதிர்கால தலைமுறையினரின் வாழ்க்கையையும் மாற்றியமைக்கிறது.	95.0	[93,98,94]	[0.46010237213840255, 0.7825723401740775, 0.506839287090999]	0.5831713331344931	en	tamil
Richer countries face a future of low fertility and large populations of elderly people, which will cause a shift towards chronic and degenerative diseases with high care demands.	வளமான நாடுகள் குறைந்த கருவுறுதல் மற்றும் அதிக வயதானவர்களின் எதிர்காலத்தை எதிர்கொள்கின்றன, இது அதிக கவனிப்பு தேவைப்படும் நீண்டகால மற்றும் சீரழிவு நோய்களுக்கு மாற்றத்தை ஏற்படுத்தும்.	70.66666666666667	[70,70,72]	[-0.8846400654007692, -0.7494310425078954, -0.8930432426723287]	-0.8423714501936646	en	tamil
The problem of acid formation throughout the day from wrong foods, fatigue, mental stress and lack of sleep can be met by the competency of the alkaline reserves.	தவறான உணவுகள், சோர்வு, மன அழுத்தம் மற்றும் தூக்கமின்மை ஆகியவற்றால் நாள் முழுவதும் ஏற்படும் அமில உருவாக்கத்தின் பிரச்சினையை கார இருப்புகளின் திறமையின் மூலம் சமாளிக்க முடியும்.	87.66666666666667	[87,90,86]	[0.14539766617527167, 0.33954755334247033, 0.052579236922695345]	0.1791748188134791	en	tamil
Training of all staff likely to meet new families and play a role in the care of them and their babies will reinforce a coherent approach across social work, early years practitioners, health and education.	புதிய குடும்பங்களைச் சந்திக்கும் அனைத்து ஊழியர்களுக்கும் பயிற்சி அளிப்பது, அவர்கள் மற்றும் அவர்களின் குழந்தைகளின் பராமரிப்பில் முக்கிய பங்கு வகிப்பதுடன், சமூகப் பணிகள், ஆரம்ப கால மருத்துவர்கள், சுகாதாரம் மற்றும் கல்வி ஆகியவற்றில் ஒரு இணக்கமான அணுகுமுறையை வலுப்படுத்தும்.	92.66666666666667	[88,95,95]	[0.16776705962988697, 0.6184291206010091, 0.5704703111711503]	0.4522221638006821	en	tamil
Their research on the effects of yoga, pranayama and meditation on the human body is proving positive.	மனித உடலில் யோகா, பிராணாயாமம், தியானம் ஆகியவற்றின் விளைவுகள் குறித்த அவர்களின் ஆராய்ச்சி சாதகமாக உள்ளது.	97.0	[98,98,95]	[0.7701532630221415, 0.8059590277139956, 0.6227155409037304]	0.7329426105466226	en	tamil
3 D.P.T. injections, 3 O.P.V. doses and 1 measles injection.	3 டி. பி. டி. ஊசி, 3 ஓ. பி. வி. ஊசி மற்றும் 1 தட்டம்மை ஊசி.	97.66666666666667	[99,98,96]	[0.8109047471486213, 0.7825723401740775, 0.6341013352513015]	0.7425261408580002	en	tamil
Simply washing your hands well and frequently can help protect you against a number of infections, viruses and bacteria.	உங்கள் கைகளை அடிக்கடி நன்றாக கழுவுவது பல தொற்றுகள், வைரஸ்கள் மற்றும் பாக்டீரியாக்களிடமிருந்து உங்களைப் பாதுகாக்க உதவும்.	97.0	[98,98,95]	[0.7524376846469182, 0.7825723401740775, 0.5704703111711503]	0.7018267786640487	en	tamil
According to the findings, children who regularly spend time in non-maternal care have "somewhat less positive" interactions with their mothers than children who spend less or no time in non-maternal care.	தாய்மார்கள் அல்லாத பராமரிப்பில் வழக்கமாக நேரத்தை செலவிடும் குழந்தைகள், தாய்மார்கள் அல்லாத பராமரிப்பில் குறைவான நேரத்தை செலவிடும் குழந்தைகளை விட தங்கள் தாய்மார்களுடன் குறைவான நேர்மறையான தொடர்புகளை கொண்டிருக்கிறார்கள் என்று ஆய்வில் தெரிய வந்துள்ளது.	90.66666666666667	[85,95,92]	[-0.007634127875222391, 0.6184291206010091, 0.3795772389306965]	0.3301240772188277	en	tamil
Some heat therapy to the joints before exercise may be given.	உடற்பயிற்சி செய்வதற்கு முன்பு மூட்டுகளுக்கு சில வெப்ப சிகிச்சை அளிக்கலாம்.	84.66666666666667	[90,80,84]	[0.2847011846332932, -0.20228697726433362, -0.12947095371051356]	-0.0156855821138513	en	tamil
Additional vitamin-mineral supplementation may have an effect also in the developed world.	வளர்ந்த நாடுகளிலும் கூடுதலாக வைட்டமின் தாதுக்கள் சேர்க்கப்படுவது தாக்கத்தை ஏற்படுத்தும்.	91.66666666666667	[92,90,93]	[0.40163530963669947, 0.34485708797922815, 0.44320826301084776]	0.3965668868755918	en	tamil
All the specimens received in the laboratory should be considered as potentially pathogenic.	ஆய்வகத்தில் பெறப்படும் அனைத்து மாதிரிகளும் நோய்க்கிருமியாக கருதப்பட வேண்டும்.	69.33333333333333	[70,70,68]	[-0.8846400654007692, -0.7494310425078954, -1.1475673389929337]	-0.927212815633866	en	tamil
You may develop post-polio syndrome between 10-40 years after your initial illness.	உங்கள் ஆரம்ப நோய்க்குப் பிறகு 10-40 ஆண்டுகளுக்கு இடையில் உங்களுக்கு போலியோ நோய்க்குறி ஏற்படலாம்.	97.33333333333333	[98,95,99]	[0.7524376846469182, 0.6184291206010091, 0.8249944074917553]	0.7319537375798942	en	tamil
These drugs help to dilate them and bring down blood pressure.	இந்த மருந்துகள் இரத்த அழுத்தத்தை குறைக்கவும், ரத்த அழுத்தத்தை குறைக்கவும் உதவுகின்றன.	59.666666666666664	[70,50,59]	[-0.8846400654007692, -1.8437191729950189, -1.720246555714295]	-1.4828685980366945	en	tamil
