original	translation	mean	scores	z_scores	z_mean	source_lang	target_lang
Some 57 per cent of them had a pre-existing pathology, notably hypertension and diabetes.	इनमें से 57 प्रतिशत को पहले से ही उच्च रक्तचाप और मधुमेह जैसी बीमारियां थीं।	75.5	[85, 85, 60, 72]	[-0.2771497089669753, -0.2731963788602956, -1.2036844712540042, -0.3601109399497802]	-0.5285353747577638	en	hindi
One personnel is being treated at LNJP in New Delhi.	एक जवान का नई दिल्ली के एलएनजेपी में इलाज चल रहा है।	84.5	[100, 100, 78, 60]	[0.7546978603796021, 0.9045637206015503, 0.646037355727571, -1.385724501092368]	0.2298936089040889	en	hindi
Siddharamiah slams PM Modi for hike in petrol, diesel prices	सिद्धारमैया ने पेट्रोल और डीजल की कीमतों में वृद्धि के लिए प्रधानमंत्री मोदी की आलोचना की	93.5	[95, 95, 94, 90]	[0.4107486705974096, 0.511977020780935, 2.290234535266749, 1.1783094017641014]	1.097817407102299	en	hindi
Mumbai notches 5 Covid-19 deaths, 77 new cases	मुंबई में कोविड-19 के 77 नए मामले, 5 लोगों की मौत	88.75	[100, 100, 70, 85]	[0.7546978603796021, 0.9045637206015503, -0.17606123404201798, 0.7509704179546899]	0.5585426912234561	en	hindi
Among the Diptera the most important entomophagous parasites are Tachinids.	डिप्टेरा परजीवियों में सबसे महत्वपूर्ण एंटोमोफेगस परजीवी टैकिनिड हैं।	85.0	[90, 90, 75, 85]	[0.06679948081521715, 0.11939032096031973, 0.33775038456397516, 0.7509704179546899]	0.3187276510735505	en	hindi
Your baby gets nutrients from what you eat.	आप जो खाते हैं उससे आपके बच्चे को पोषक तत्व मिलते हैं।	92.0	[100, 100, 78, 90]	[0.7546978603796021, 0.9045637206015503, 0.646037355727571, 1.1783094017641014]	0.8709020846182063	en	hindi
Till now, total 5,219 patients have been discharged in the state.	राज्य में अब तक कुल 5,219 मरीजों को अस्पताल से छुट्टी दे दी गई है।	83.75	[95, 95, 70, 75]	[0.4107486705974096, 0.511977020780935, -0.17606123404201798, -0.10370754966413329]	0.1607392269180483	en	hindi
So far 51 patients have recovered completely, officials said.	अधिकारियों ने बताया कि अब तक 51 मरीज पूरी तरह से स्वस्थ हो चुके हैं।	86.0	[95, 95, 69, 85]	[0.4107486705974096, 0.511977020780935, -0.2788235577632166, 0.7509704179546899]	0.3487181378924545	en	hindi
Bengaluru, Nov 8 Karnataka has registered 2,258 new Covid cases and 2,235 recoveries, while 22 patients succumbed, taking the state's death toll to 11,369, the state health bulletin said on Sunday.	बेंगलुरु, 8 नवंबर (भाषा) कर्नाटक में रविवार को कोविड के 2,258 नए मामले दर्ज किए गए और 2,235 लोग स्वस्थ हो गए, जबकि 22 मरीजों की मृत्यु हो गई, जिससे राज्य में मृतकों की कुल संख्या 11,369 हो गई।	65.25	[75, 70, 66, 50]	[-0.9650480885313601, -1.4509564783221414, -0.5871105289268125, -2.240402468711191]	-1.310879391122876	en	hindi
New Covid cases in Karnataka dip to 328	कर्नाटक में कोविड के नए मामलों की संख्या घटकर 328 हुई	87.5	[100, 100, 76, 74]	[0.7546978603796021, 0.9045637206015503, 0.44051270828517375, -0.1891753464260156]	0.4776497357100776	en	hindi
The people in the study ranged in age from 70 to 89 years old.	अध्ययन में शामिल लोगों की उम्र 70 से 89 वर्ष के बीच थी।	91.75	[100, 100, 77, 90]	[0.7546978603796021, 0.9045637206015503, 0.5432750320063724, 1.1783094017641014]	0.8452115036879067	en	hindi
The study included 120,075 employees aged 49-64.	इस अध्ययन में 49-64 आयु वर्ग के 120,075 कर्मचारियों को शामिल किया गया था।	91.0	[100, 100, 76, 88]	[0.7546978603796021, 0.9045637206015503, 0.44051270828517375, 1.007373808240337]	0.7767870243766657	en	hindi
Young India, 12 - 3 - '25 The practice of preventing progeny, by means of artificial methods, is not a new thing.	यंग इंडिया, 12-3-'25 कृत्रिम तरीकों से संतान को रोकने की प्रथा कोई नई बात नहीं है।	82.25	[100, 95, 67, 67]	[0.7546978603796021, 0.511977020780935, -0.4843482052056139, -0.7874499237591919]	-0.001280811951067162	en	hindi
A doctor should be consulted first in fever or any other disorder.	बुखार या किसी अन्य विकार में पहले डॉक्टर से सलाह लेनी चाहिए।	90.0	[100, 100, 72, 88]	[0.7546978603796021, 0.9045637206015503, 0.029463413400379262, 1.007373808240337]	0.6740247006554672	en	hindi
“We’re making good progress,” Ryan said, noting that several vaccines were now in phase 3 trials and none had failed, so far, in terms of safety or ability to generate an immune response.	रयान ने कहा, हम अच्छी प्रगति कर रहे हैं, यह देखते हुए कि कई टीके अब तीसरे चरण के परीक्षणों में हैं और सुरक्षा या प्रतिरक्षा प्रतिक्रिया उत्पन्न करने की क्षमता के मामले में अभी तक कोई भी विफल नहीं हुआ है।	82.75	[90, 90, 71, 80]	[0.06679948081521715, 0.11939032096031973, -0.07329891032081937, 0.3236314341452783]	0.109130581399999	en	hindi
Most cancelled surgeries will be for non-cancer conditions.	अधिकांश रद्द सर्जरी गैर-कैंसर स्थितियों के लिए की जाएंगी।	86.5	[100, 100, 60, 86]	[0.7546978603796021, 0.9045637206015503, -1.2036844712540042, 0.8364382147165722]	0.3230038311109301	en	hindi
The study has been published in the journal 'Science Advances'.	यह अध्ययन ‘साइंस एडवांसेज’ पत्रिका में प्रकाशित हुआ है।	89.5	[95, 95, 78, 90]	[0.4107486705974096, 0.511977020780935, 0.646037355727571, 1.1783094017641014]	0.6867681122175042	en	hindi
At the beginning of 1999, Brazil 's economy was in dire trouble and the Government came under huge pressure to cut the budget by ditching the AIDS programme.	वर्ष 1999 के आरंभ में ब्राजील की अर्थव्यवस्था गंभीर संकट में थी और सरकार पर एड्स कार्यक्रम को टालकर बजट में कटौती करने का भारी दबाव था।	83.0	[95, 95, 71, 71]	[0.4107486705974096, 0.511977020780935, -0.07329891032081937, -0.44557873671166254]	0.1009620110864657	en	hindi
The proliferation of coronavirus is increasing.	कोरोना वायरस का प्रसार बढ़ता जा रहा है।	92.0	[100, 100, 73, 95]	[0.7546978603796021, 0.9045637206015503, 0.1322257371215779, 1.605648385573513]	0.8492839259190608	en	hindi
"Harsh Vardhan added: ""The maximum corona cases and deaths have been primarily reported from Maharashtra, Andhra Pradesh, Tamil Nadu, Karnataka, Uttar Pradesh, Delhi, West Bengal, Bihar, Telangana, Odisha, Assam, Kerala, and Gujarat."	"हर्षवर्धन ने कहा," "सबसे अधिक कोरोना के मामले और मौतें मुख्य रूप से महाराष्ट्र, आंध्र प्रदेश, तमिलनाडु, कर्नाटक, उत्तर प्रदेश, दिल्ली, पश्चिम बंगाल, बिहार, तेलंगाना, ओडिशा, असम, केरल और गुजरात में हुई हैं।"	89.0	[100, 100, 67, 89]	[0.7546978603796021, 0.9045637206015503, -0.4843482052056139, 1.0928416050022192]	0.5669387451944394	en	hindi
India has approved two vaccines — Covishield and Covaxin — for emergency use to fight Covid-19 pandemic in the country.	भारत ने देश में कोविड-19 महामारी से लड़ने के लिए दो टीकों-कोविशील्ड और कोवैक्सीन के आपातकालीन उपयोग को मंजूरी दी है।	85.5	[95, 95, 70, 82]	[0.4107486705974096, 0.511977020780935, -0.17606123404201798, 0.4945670276690429]	0.3103078712513424	en	hindi
Lose weight: The most effective means of reducing elevated blood pressure is to lose weight.	वजन कम करेंः हाई ब्लड प्रेशर को कम करने का सबसे प्रभावी तरीका वजन कम करना है।	79.0	[90, 90, 68, 68]	[0.06679948081521715, 0.11939032096031973, -0.38158588148441525, -0.7019821269973096]	-0.224344551676547	en	hindi
Bleeding in the first 24 hours after birth is a particular risk to babies of mothers on certain drugs, such as anti - convulsants.	जन्म के बाद पहले 24 घंटों में खून बहना माताओं के शिशुओं के लिए विशेष जोखिम होता है।	68.75	[70, 65, 70, 70]	[-1.3089972783135526, -1.8435431781427567, -0.17606123404201798, -0.5310465334735449]	-0.964912055992968	en	hindi
Drink plenty of water throughout the day to keep yourself hydrated.	खुद को हाइड्रेट रखने के लिए दिन भर में पर्याप्त मात्रा में पानी पिएं।	90.0	[90, 100, 76, 94]	[0.06679948081521715, 0.9045637206015503, 0.44051270828517375, 1.5201805888116307]	0.733014124628393	en	hindi
So far 2,39,755 people have recovered from the virus.	अब तक 2,39,755 लोग इस वायरस से ठीक हो चुके हैं।	88.25	[100, 100, 67, 86]	[0.7546978603796021, 0.9045637206015503, -0.4843482052056139, 0.8364382147165722]	0.5028378976230277	en	hindi
To retain normal blood pressure, it is recommended to maintain normal body weight, keep a healthy diet and exercise regularly.	सामान्य रक्तचाप बनाए रखने के लिए, शरीर के सामान्य वजन को बनाए रखने, स्वस्थ आहार रखने और नियमित रूप से व्यायाम करने की सिफारिश की जाती है।	82.25	[95, 95, 67, 72]	[0.4107486705974096, 0.511977020780935, -0.4843482052056139, -0.3601109399497802]	0.01956663655573762	en	hindi
The number of coronavirus cases continue to rise across the world.	दुनियाभर में कोरोना वायरस के मामलों में लगातार बढ़ोतरी हो रही है।	78.75	[90, 90, 64, 71]	[0.06679948081521715, 0.11939032096031973, -0.7926351763692098, -0.44557873671166254]	-0.2630060278263339	en	hindi
Global COVID-19 deaths cross 3 million	दुनियाभर में कोविड-19 से मरने वालों की संख्या 30 लाख के पार	89.75	[100, 100, 69, 90]	[0.7546978603796021, 0.9045637206015503, -0.2788235577632166, 1.1783094017641014]	0.6396868562455094	en	hindi
India gets its first indigenous pneumonia vaccine by Serum Institute Pune	भारत को सीरम इंस्टीट्यूट पुणे से निमोनिया का पहला स्वदेशी टीका मिला	91.25	[100, 95, 78, 92]	[0.7546978603796021, 0.511977020780935, 0.646037355727571, 1.349244995287866]	0.8154893080439936	en	hindi
COVID-19: One more dies, 69 new cases in Karnataka, tally 1,056	कोविड-19: कर्नाटक में एक और मौत, 69 नए मामले, संक्रमितों की संख्या 1,056 हुई	80.75	[80, 90, 75, 78]	[-0.6210988987491677, 0.11939032096031973, 0.33775038456397516, 0.15269584062151367]	-0.002815588150839772	en	hindi
Don't wear the mask for more than a day.	एक दिन से ज्यादा मास्क न पहनें।	86.0	[90, 90, 69, 95]	[0.06679948081521715, 0.11939032096031973, -0.2788235577632166, 1.605648385573513]	0.3782536573964583	en	hindi
Arrangements of drinking water, toilets, first aid / medical facility, rest rooms for senior citizens, women and children are provided at various places along the public route.	सार्वजनिक मार्ग के विभिन्न स्थानों पर पेयजल, शौचालय, प्राथमिक चिकित्सा/चिकित्सा सुविधा, वरिष्ठ नागरिकों, महिलाओं और बच्चों के लिए विश्राम कक्ष की व्यवस्था की गई है।	85.5	[100, 100, 71, 71]	[0.7546978603796021, 0.9045637206015503, -0.07329891032081937, -0.44557873671166254]	0.2850959834871676	en	hindi
At the same time, anyone who is allergic to a vaccine should be assessed for 30 minutes after administering the corona vaccine.	साथ ही, किसी को भी, जिसे वैक्सीन से एलर्जी है, कोरोना वैक्सीन लगाने के बाद 30 मिनट के लिए मूल्यांकन किया जाना चाहिए।	86.0	[90, 90, 79, 85]	[0.06679948081521715, 0.11939032096031973, 0.7487996794487697, 0.7509704179546899]	0.4214899747947491	en	hindi
doctor	चिकित्सक डा.	68.75	[80, 90, 54, 51]	[-0.6210988987491677, 0.11939032096031973, -1.820258413581196, -2.154934671949309]	-1.119225415829838	en	hindi
After Pfizer India, Serum Institute of India has applied to Drugs Controller General of India (DCGI) seeking an emergency use authorisation for the Oxford COVID-19 vaccine in the country.	फाइजर इंडिया के बाद सीरम इंस्टीट्यूट ऑफ इंडिया ने भारत में ऑक्सफोर्ड की कोविड-19 वैक्सीन के आपातकालीन उपयोग की अनुमति के लिए ड्रग्स कंट्रोलर जनरल ऑफ इंडिया (डीसीजीआई) से आवेदन किया है।	81.5	[95, 95, 68, 68]	[0.4107486705974096, 0.511977020780935, -0.38158588148441525, -0.7019821269973096]	-0.04021057927584507	en	hindi
Trials of some vaccines are in the final stages.	कुछ टीकों का परीक्षण अंतिम चरण में है।	86.25	[100, 100, 68, 77]	[0.7546978603796021, 0.9045637206015503, -0.38158588148441525, 0.06722804385963134]	0.3362259358390921	en	hindi
Vitamin D is important for bone health, and people get it through some foods, exposure to the sun and vitamin pills.	विटामिन डी हड्डियों के स्वास्थ्य के लिए महत्वपूर्ण है, और लोगों को इसे कुछ खाद्य पदार्थों, धूप के संपर्क और विटामिन की गोलियों के माध्यम से मिलता है।	89.5	[95, 95, 83, 85]	[0.4107486705974096, 0.511977020780935, 1.1598489743335643, 0.7509704179546899]	0.7083862709166497	en	hindi
If the heart does not work properly, the oxygen does not reach the required amount of oxygen in the lungs, which causes difficulty in breathing.	अगर दिल ठीक से काम नहीं करता है, तो ऑक्सीजन फेफड़ों में ऑक्सीजन की आवश्यक मात्रा तक नहीं पहुंच पाती है, जिससे सांस लेने में कठिनाई होती है।	80.75	[95, 90, 69, 69]	[0.4107486705974096, 0.11939032096031973, -0.2788235577632166, -0.6165143302354272]	-0.09129972411022862	en	hindi
“Generally, people fear loss of strength, insomnia or other physical and mental disorders, ” he says, citing the case of a housewife who preferred to buy a stranger's blood from a private bank rather than let her husband donate his when their son required a transfusion after an accident.	आम तौर पर लोगों को शक्ति के नुकसान, अनिद्रा या अन्य शारीरिक और मानसिक विकारों का डर होता है, ” वह एक गृहिणी के मामले का हवाला देते हुए कहते हैं, जिसने एक निजी बैंक से एक अजनबी का रक्त खरीदा था, बजाय इसके कि अपने पति को दान करने दें जब उनके बेटे को किसी दुर्घटना के बाद आधान की आवश्यकता होती है।	79.0	[85, 85, 72, 74]	[-0.2771497089669753, -0.2731963788602956, 0.029463413400379262, -0.1891753464260156]	-0.1775145052132268	en	hindi
Gujarat has 50,379 cases, Uttar Pradesh (53,288), Rajasthan (31,373), Madhya Pradesh (24,095), West Bengal (47,030), Haryana (27,462), Andhra Pradesh (58,668), Telangana (47,705), Assam (25,382), Jammu and Kashmir (15,258), Kerala (13,994), Odisha (18,757) and Bihar (28,952).	गुजरात में 50,379, उत्तर प्रदेश में 53,288, राजस्थान में 31,373, मध्य प्रदेश में 24,095, पश्चिम बंगाल में 47,030, हरियाणा में 27,462, आंध्र प्रदेश में 58,668, तेलंगाना में 47,705, असम में 25,382, जम्मू-कश्मीर में 15,258, केरल में 13,994, ओडिशा में 18,757 और बिहार में 28,952 मामले हैं।	84.25	[90, 90, 76, 81]	[0.06679948081521715, 0.11939032096031973, 0.44051270828517375, 0.4090992309071606]	0.2589504352419678	en	hindi
To date, a total of 184 countries and economies have joined COVAX, according to the World Health Organization (WHO).	विश्व स्वास्थ्य संगठन (डब्ल्यूएचओ) के अनुसार, अब तक कुल 184 देश और अर्थव्यवस्थाएं कोवैक्स में शामिल हो चुकी हैं।	87.5	[95, 100, 65, 90]	[0.4107486705974096, 0.9045637206015503, -0.6898728526480111, 1.1783094017641014]	0.4509372350787625	en	hindi
It is also believed in many communities in India that people should avoid eating, cooking or drinking water during the eclipse.	भारत में कई समुदायों में यह भी माना जाता है कि ग्रहण के दौरान लोगों को खाने, खाना पकाने या पानी पीने से बचना चाहिए।	88.5	[100, 100, 77, 77]	[0.7546978603796021, 0.9045637206015503, 0.5432750320063724, 0.06722804385963134]	0.5674411642117891	en	hindi
The World Health Organization describes antibiotic-resistant bacteria as one of the greatest threats to global health.	विश्व स्वास्थ्य संगठन ने एंटीबायोटिक-प्रतिरोधी बैक्टीरिया को वैश्विक स्वास्थ्य के लिए सबसे बड़े खतरों में से एक बताया है।	82.75	[95, 100, 68, 68]	[0.4107486705974096, 0.9045637206015503, -0.38158588148441525, -0.7019821269973096]	0.05793609567930877	en	hindi
In a statement issued here, the Health Department said 639 persons tested positive for coronavirus taking to total tally to 11,224.	यहां जारी एक बयान में स्वास्थ्य विभाग ने कहा है कि 639 लोगों में कोरोना वायरस की पुष्टि होने के बाद कुल मामलों की संख्या 11,224 हो गई है।	83.5	[95, 100, 68, 71]	[0.4107486705974096, 0.9045637206015503, -0.38158588148441525, -0.44557873671166254]	0.1220369432507205	en	hindi
New Delhi, Aug 12 All India Institute of Medical Sciences	नयी दिल्ली, 12 अगस्त (भाषा)।	65.25	[65, 60, 69, 67]	[-1.652946468095745, -2.236129877963372, -0.2788235577632166, -0.7874499237591919]	-1.238837456895381	en	hindi
Therefore, utmost caution is required.	इसलिए अत्यधिक सावधानी बरतने की आवश्यकता है।	87.0	[100, 100, 67, 81]	[0.7546978603796021, 0.9045637206015503, -0.4843482052056139, 0.4090992309071606]	0.3960031516706748	en	hindi
In different population studies, a close relationship of obesity with diabetes is observed: a subject with 25 per cent overweight has a three to four times risk of developing diabetes compared to a normal weight individual, while with being over 50 per cent overweight, there is a 12 - fold increased risk.	विभिन्न जनसंख्या अध्ययनों में मधुमेह के साथ मोटापे का निकट संबंध पाया गया हैः 25 प्रतिशत अधिक वजन वाले व्यक्ति में सामान्य वजन वाले व्यक्ति की तुलना में मधुमेह विकसित होने का जोखिम तीन से चार गुना अधिक होता है, जबकि 50 प्रतिशत अधिक वजन वाले व्यक्ति में 12 गुना अधिक जोखिम होता है।	84.5	[95, 100, 64, 79]	[0.4107486705974096, 0.9045637206015503, -0.7926351763692098, 0.238163637383396]	0.1902102130532865	en	hindi
In this, population, family history of diabetes mellitus was present in 5. 5 to 11. 6 instances - LRB - urban / rural - RRB -.	इसमें जनसंख्या में मधुमेह का पारिवारिक इतिहास 5.5 से 11.6 मामलों (शहरी/ग्रामीण) में मौजूद था.	72.75	[80, 75, 68, 68]	[-0.6210988987491677, -1.058369778501526, -0.38158588148441525, -0.7019821269973096]	-0.6907591714331046	en	hindi
Chinese health authorities on Wednesday said it received reports of 3,887 new confirmed cases of novel coronavirus infection and 65 deaths on Tuesday from 31 provincial-level regions and the Xinjiang Production and Construction Corps.	चीन के स्वास्थ्य अधिकारियों ने बुधवार को कहा कि उन्हें मंगलवार को 31 प्रांतीय स्तर के क्षेत्रों और शिनजियांग उत्पादन और निर्माण कोर से नोवेल कोरोना वायरस संक्रमण के 3,887 नए मामलों और 65 मौतों की पुष्टि हुई है।	89.25	[100, 100, 72, 85]	[0.7546978603796021, 0.9045637206015503, 0.029463413400379262, 0.7509704179546899]	0.6099238530840554	en	hindi
It also regulates blood flow and helps with diabetes control.	यह रक्त प्रवाह को भी नियंत्रित करता है और मधुमेह को नियंत्रित करने में मदद करता है।	90.75	[100, 100, 75, 88]	[0.7546978603796021, 0.9045637206015503, 0.33775038456397516, 1.007373808240337]	0.7510964434463661	en	hindi
They found that those who had positive COVID-19 test results were more likely to be obese or have Type II diabetes.	उन्होंने पाया कि जिन लोगों के कोविड-19 परीक्षण में पॉजिटिव पाए गए, उनमें मोटापे या टाइप II मधुमेह होने की संभावना अधिक थी।	84.0	[85, 90, 68, 93]	[-0.2771497089669753, 0.11939032096031973, -0.38158588148441525, 1.4347127920497484]	0.2238418806396694	en	hindi
Avoid consuming fatty foods for this.	इसके लिए वसायुक्त खाद्य पदार्थों का सेवन करने से बचें।	90.0	[100, 100, 70, 90]	[0.7546978603796021, 0.9045637206015503, -0.17606123404201798, 1.1783094017641014]	0.665377437175809	en	hindi
5 more deaths take Covid-19 toll to 54 in Jharkhand	झारखंड में कोविड-19 से पांच और लोगों की मौत, मरने वालों की संख्या 54 हुई	86.75	[95, 100, 67, 85]	[0.4107486705974096, 0.9045637206015503, -0.4843482052056139, 0.7509704179546899]	0.395483650987009	en	hindi
Covid cases cross 8.5-lakh in Karnataka	कर्नाटक में कोविड के मामले 8.5 लाख के पार	90.0	[100, 100, 73, 87]	[0.7546978603796021, 0.9045637206015503, 0.1322257371215779, 0.9219060114784545]	0.6783483323952961	en	hindi
You can get immediate relief from this.	इससे आपको तुरंत राहत मिल सकती है।	90.25	[100, 100, 71, 90]	[0.7546978603796021, 0.9045637206015503, -0.07329891032081937, 1.1783094017641014]	0.6910680181061086	en	hindi
According to a study in the US National Center for Biotechnology Information (NCBI), 'O' is the most common blood group (37.12 per cent) in India, closely followed by B at 32.26 per cent, followed by A at 22.88 per cent while AB was the least prevalent group at 7.74 per cent.	यूएस नेशनल सेंटर फॉर बायोटेक्नोलॉजी इन्फॉर्मेशन (एनसीबीआई) के एक अध्ययन के अनुसार, 'ओ' भारत में सबसे आम रक्त समूह (37.12 प्रतिशत) है, इसके बाद 32.26 प्रतिशत के साथ 'बी' है, इसके बाद 22.88 प्रतिशत के साथ 'ए' है जबकि 'एबी' 7.74 प्रतिशत के साथ सबसे कम प्रचलित समूह है।	85.75	[100, 100, 67, 76]	[0.7546978603796021, 0.9045637206015503, -0.4843482052056139, -0.018239752902250973]	0.2891684057183219	en	hindi
The majority of patients (73 per cent) that underwent surgery within the study were female.	अध्ययन के दौरान जिन मरीजों (73 प्रतिशत) की सर्जरी की गई, उनमें ज्यादातर महिलाएं थीं।	85.75	[95, 100, 78, 70]	[0.4107486705974096, 0.9045637206015503, 0.646037355727571, -0.5310465334735449]	0.3575758033632466	en	hindi
Cipla launches rapid antigen test for Covid-19 diagnosis	सिप्ला ने कोविड-19 के निदान के लिए रैपिड एंटीजन टेस्ट की शुरुआत की	85.0	[95, 95, 70, 80]	[0.4107486705974096, 0.511977020780935, -0.17606123404201798, 0.3236314341452783]	0.2675739728704012	en	hindi
Most people experience lower blood pressure at night.	ज्यादातर लोगों को रात के समय कम रक्तचाप का अनुभव होता है।	84.0	[95, 95, 72, 74]	[0.4107486705974096, 0.511977020780935, 0.029463413400379262, -0.1891753464260156]	0.1907534395881771	en	hindi
A bad cough that lasts 3 weeks or longer.A pain in the chest.A coughing up blood or sputum (phlegm from deep inside the lungs)Weakness or fatigue.Weight loss.No appetite.Chills.Fever.Sweating at night.	खांसी जो 3 सप्ताह या उससे अधिक समय तक रहती है. सीने में दर्द. खून आना या थूक आना (फेफड़ों के अंदर से कफ). कमजोरी या थकान. वजन कम होना. कोई भूख नहीं. मिर्गी. बुखार. रात में पसीना आना।	81.5	[90, 90, 67, 79]	[0.06679948081521715, 0.11939032096031973, -0.4843482052056139, 0.238163637383396]	-0.01499869151167025	en	hindi
India stood at ninth among the world's worst pandemic hit countries.	भारत दुनिया के सबसे अधिक प्रभावित देशों में नौवें स्थान पर है।	88.5	[95, 95, 69, 95]	[0.4107486705974096, 0.511977020780935, -0.2788235577632166, 1.605648385573513]	0.5623876297971603	en	hindi
With 2,072 more patients getting cured, the total recoveries jumped to 1,83,025.	2, 072 और मरीजों के ठीक होने के साथ ही ठीक होने वालों की कुल संख्या बढ़कर 1,83,025 हो गई।	88.0	[95, 95, 67, 95]	[0.4107486705974096, 0.511977020780935, -0.4843482052056139, 1.605648385573513]	0.5110064679365609	en	hindi
Vitamin D is a nutrient found in some foods that is needed for health and to maintain strong bones.	विटामिन डी कुछ खाद्य पदार्थों में पाया जाने वाला एक पोषक तत्व है जो स्वास्थ्य और मजबूत हड्डियों को बनाए रखने के लिए आवश्यक है।	85.25	[95, 100, 70, 76]	[0.4107486705974096, 0.9045637206015503, -0.17606123404201798, -0.018239752902250973]	0.2802528510636728	en	hindi
As per the Indian Council of Medical Research (ICMR), 6,15,72,343 samples were tested up to September 17 of which 10,06,615 were tested in the past 24 hours.	भारतीय चिकित्सा अनुसंधान परिषद (Indian Council of Medical Research, ICMR) की तरफ से जारी आंकड़ों के मुताबिक, देश में 17 सितंबर, 2020 तक 6,15,72,343 सैंपलों की जांच हो चुकी है, जिनमें से 10,06,615 टेस्ट पिछले 24 घंटों में किए गए हैं।	71.75	[70, 75, 59, 83]	[-1.3089972783135526, -1.058369778501526, -1.306446794975203, 0.5800348244309252]	-0.7734447568398392	en	hindi
People with severe gum infection likely to have increased blood pressure: Study	गंभीर मसूड़ों के संक्रमण वाले लोगों में रक्तचाप बढ़ने की संभावना: अध्ययन	89.25	[100, 100, 67, 90]	[0.7546978603796021, 0.9045637206015503, -0.4843482052056139, 1.1783094017641014]	0.58830569438491	en	hindi
