original	translation	mean	scores	z_scores	z_mean	source_lang	target_lang
Otherwise, you should have one injection 4-6 weeks before you travel and a booster dose 6-12 months later.	નહીંતર 4-6 અઠવાડિયા પહેલા એક ઈન્જેક્શન લગાવવું જોઈએ અને 6-12 મહિના પછી બૂસ્ટર ડોઝ આપવો જોઈએ.	73.33333333333333	[80, 70, 70]	[-0.037256004568229584, -0.6956765689221313, -0.8360458159991471]	-0.5229927964965027	en	gujarati
The muscles of the right side of the abdomen become tense and rigid.	પેટની જમણી બાજુના સ્નાયુઓ તણાવપૂર્ણ અને કડક બની જાય છે.	96.66666666666667	[100, 90, 100]	[1.2016985268306446, 0.3845478642700995, 0.6384631443090745]	0.7415698451366062	en	gujarati
One must carefully analyse the ethical implications of investing only in a preventive HIV vaccine, and weigh the opportunity costs of not investing in a therapeutic HIV vaccine.	માત્ર નિવારક એચઆઇવી રસીમાં રોકાણ કરવાની નૈતિક અસરનું કાળજીપૂર્વક વિશ્લેષણ કરવું જોઈએ અને ઉપચારાત્મક એચઆઇવી રસીમાં રોકાણ ન કરવાની તક ખર્ચનું મૂલ્યાંકન કરવું જોઈએ.	64.0	[82, 60, 50]	[0.0661161306236097, -1.1424456404424055, -1.7465317914737952]	-0.9409537670975304	en	gujarati
You become more efficient, your body healthier.	તમે વધુ કાર્યક્ષમ બનો છો, તમારું શરીર તંદુરસ્ત છે.	90.0	[80, 90, 100]	[-0.06005969117717195, 0.3845478642700995, 0.6384631443090745]	0.320983772467334	en	gujarati
Getting early and regular prenatal care is important for both the mother and the developing baby.	માતા અને વિકસતા બાળક બંને માટે વહેલી અને નિયમિત પ્રસૂતિ પૂર્વે સંભાળ લેવી મહત્વપૂર્ણ છે.	70.0	[85, 65, 60]	[0.2723261796407086, -0.9543610832623659, -1.3170650665637325]	-0.6663666567284633	en	gujarati
This lasts for about one or two months but this should not be an excuse to delay DPT vaccine, which contains tetanus.	આ સ્થિતિ એક કે બે મહિના સુધી રહે છે, પરંતુ ટેટનસ ધરાવતી DPT રસી આપવામાં વિલંબ કરવાનું બહાનું ન બનવું જોઈએ.	62.0	[86, 50, 50]	[0.3342426164824962, -1.7304146262830702, -1.7980843171283178]	-1.0647521089762977	en	gujarati
Persons who devote their entire life to physical development are likely to have a better physique than say those who lead sedentary lives, like scientists, lawyers or doctors.	જે લોકો પોતાનું આખું જીવન શારીરિક વિકાસ માટે સમર્પિત કરે છે, તેઓ વૈજ્ઞાનિકો, વકીલો અથવા ડૉક્ટરો જેવા બેઠાડુ જીવન જીવતા લોકો કરતા વધુ સારી શારીરિક ધરાવે છે.	62.666666666666664	[83, 55, 50]	[0.1484933059571333, -1.4717301119428354, -1.7980843171283178]	-1.04044037437134	en	gujarati
Researchers have found out that they manifest less biochemical activity than men in response to stressful and challenging situations and also tend to unwind more quickly.	સંશોધકોને જાણવા મળ્યું છે કે તેઓ તણાવપૂર્ણ અને પડકારજનક પરિસ્થિતિઓની પ્રતિક્રિયામાં પુરુષોની સરખામણીએ ઓછો બાયોકેમિકલ પ્રવૃત્તિ કરે છે અને વધુ ઝડપથી છૂટકારો મેળવે છે.	74.66666666666667	[84, 70, 70]	[0.21040974279892094, -0.6956765689221313, -0.8360458159991471]	-0.4404375473741191	en	gujarati
Inadequately sterilised needles and syringes, sharp instruments that penetrate the skin, and unscreened blood are common source of parenterally transmitted infections.	અપૂરતા પ્રમાણમાં જીવાણુંરહિત સોય અને સિરિન્જ, ત્વચામાં પ્રવેશ કરનારા તીક્ષ્ણ સાધનો અને સ્ક્રીનીંગ વગરનું લોહી માતાપિતા દ્વારા ફેલાતા ચેપના સામાન્ય સ્રોત છે.	65.66666666666667	[57, 70, 70]	[-1.511081641886161, -0.6334478055382372, -0.7925338171606473]	-0.9790210881950152	en	gujarati
A doctor used to visit him every day.	દરરોજ ડોક્ટર તેમની મુલાકાત લેતા હતા.	90.66666666666667	[72, 100, 100]	[-0.5325874993025307, 0.8564305171192773, 0.6070119356946091]	0.3102849845037852	en	gujarati
Cancer cannot be caused, cannot be prevented.	કેન્સર થઈ શકે તેમ નથી, તેને રોકી શકાય તેમ નથી.	78.0	[74, 60, 100]	[-0.40875462561895537, -1.2130455976026007, 0.6070119356946091]	-0.3382627625089823	en	gujarati
Insomnia indicates physical or emotional disorders.	અનિદ્રાનો અર્થ શારીરિક અથવા ભાવનાત્મક વિકાર થાય છે.	93.66666666666667	[81, 100, 100]	[0.02466043227355805, 0.8564305171192773, 0.6070119356946091]	0.4960342950291481	en	gujarati
Approximately 50% of patients have generalised lymphadenopathy.	અંદાજે 50% દર્દીઓમાં લિમ્ફાડેનોપેથીનું સામાન્યીકરણ થયું છે.	76.33333333333333	[64, 65, 100]	[-1.0279189940368316, -0.9543610832623659, 0.6070119356946091]	-0.4584227138681961	en	gujarati
There is a normal reaction after the B.C.G. injection.	બી. સી. જી. ઇન્જેક્શન પછી સામાન્ય પ્રતિક્રિયા જોવા મળે છે.	90.0	[70, 100, 100]	[-0.6564203729861059, 0.8564305171192773, 0.6070119356946091]	0.2690073599425935	en	gujarati
The World Lung Foundation is proud to support the creation of a technologically advanced center devoted to fighting TB in the Philippines and around Asia.	વર્લ્ડ લંગ ફાઉન્ડેશન ફિલિપાઇન્સ અને આસપાસના એશિયામાં ટીબી સામે લડવા માટે સમર્પિત ટેકનોલોજીકલ રીતે અદ્યતન કેન્દ્રની રચનાને ટેકો આપવા માટે ગર્વ અનુભવે છે.	80.0	[70, 85, 85]	[-0.6564203729861059, 0.08037697409857304, -0.11451694015226903]	-0.2301867796799339	en	gujarati
Skin allergies frequently cause rashes, or swelling and inflammation within the skin, in what is known as a "wheal and flare" reaction characteristic of hives and angioedema.	ત્વચાની એલર્જી અવારનવાર ત્વચાની અંદર ફોલ્લીઓ અથવા સોજો અને બળતરા પેદા કરે છે, જેને “વ્હીલ એન્ડ ફ્લેયર” રિએક્શન લાક્ષણિકતા તરીકે ઓળખવામાં આવે છે.	74.66666666666667	[84, 70, 70]	[0.21040974279892094, -0.6956765689221313, -0.8360458159991471]	-0.4404375473741191	en	gujarati
Limited financial and human resources and competing priorities have resulted in a "crisis mentality" with emphasis on implementing so-called emergency control methods in response to epidemics rather than on developing programs to prevent epidemic transmission.	મર્યાદિત નાણાકીય અને માનવ સંસાધનો અને સ્પર્ધાત્મક પ્રાથમિકતાઓના પરિણામે કટોકટીની માનસિકતા સર્જાઈ છે, જેમાં રોગચાળાના પ્રસારને અટકાવવા માટે કાર્યક્રમો વિકસાવવાને બદલે રોગચાળાની પ્રતિક્રિયામાં તથાકથિત ઇમરજન્સી નિયંત્રણ પદ્ધતિઓના અમલીકરણ પર ભાર મૂકવામાં આવ્યો છે.	66.66666666666667	[80, 60, 60]	[-0.037256004568229584, -1.2130455976026007, -1.3170650665637325]	-0.8557888895781876	en	gujarati
You can breathe in more air and much easily after a fast.	ઉપવાસ કર્યા પછી તમે વધુ હવામાં શ્વાસ લઈ શકો છો અને ખૂબ સરળતાથી શ્વાસ લઈ શકો છો.	73.33333333333333	[60, 80, 80]	[-1.3218179091849884, -0.12444997063406882, -0.3155348300040734]	-0.5872675699410436	en	gujarati
One study found that fewer than a third of parents included a cold pack when packing yogurt, deli-meat sandwiches, and other foods that need refrigeration.	એક અભ્યાસમાં જાણવા મળ્યું છે કે એક તૃતિયાંશ કરતા ઓછા માતાપિતાએ દહીં, ડેલી-મીટ સેન્ડવીચ અને અન્ય ખોરાક કે જે રેફ્રિજરેટરની જરૂર હોય તે પેકિંગ કરતી વખતે કોલ્ડ પેકનો સમાવેશ કર્યો હતો.	61.0	[78, 55, 50]	[-0.16108887825180485, -1.4717301119428354, -1.7980843171283178]	-1.1436344357743191	en	gujarati
Her 6-year-old son, Justin, began eating lunch in the cafeteria with hundreds of other students armed with their peanut butter sandwiches, peanut butter crackers, and all those hidden peanuts in their processed foods.	તેમના 6 વર્ષના પુત્ર જસ્ટિને કાફેટેરિયામાં અન્ય સેંકડો વિદ્યાર્થીઓ સાથે લંચ કરવાનું શરૂ કર્યું હતું, જેમાં તેમના મગફળીના બટરના સેન્ડવીચ, મગફળીના બટરના ફટાકડા અને તેમના પ્રોસેસ્ડ ખોરાકમાં છુપાયેલા મગફળીનો સમાવેશ થાય છે.	48.333333333333336	[70, 35, 40]	[-0.6909388001810802, -2.4149402277028265, -2.2235307786303693]	-1.7764699355047586	en	gujarati
Many doctors prescribe a low-salt diet for patients with certain heart or kidney diseases.	ઘણા ડૉક્ટરો હૃદય અથવા કિડનીની બીમારીથી પીડાતા દર્દીઓને ઓછી માત્રામાં મીઠાનો આહાર લેવાની સલાહ આપે છે.	93.33333333333333	[80, 100, 100]	[-0.037256004568229584, 0.8564305171192773, 0.6070119356946091]	0.4753954827485522	en	gujarati
Many providers offer an ultrasound examination to all pregnant women.	ઘણા પ્રદાતાઓ તમામ ગર્ભવતી મહિલાઓને અલ્ટ્રાસાઉન્ડ પરીક્ષણ ઓફર કરે છે.	93.66666666666667	[81, 100, 100]	[0.02466043227355805, 0.8564305171192773, 0.6070119356946091]	0.4960342950291481	en	gujarati
The influenza virus enters the body through the nose or throat.	ઇન્ફ્લુએન્ઝા વાયરસ નાક અથવા ગળાના માધ્યમથી શરીરમાં પ્રવેશ કરે છે.	90.33333333333333	[81, 90, 100]	[0.02466043227355805, 0.3390614884388078, 0.6070119356946091]	0.3235779521356583	en	gujarati
Indirectly there are also important implications on the supply chain.	અપ્રત્યક્ષ રીતે સપ્લાય ચેઇન પર પણ તેની મહત્વપૂર્ણ અસરો જોવા મળી રહી છે.	91.33333333333333	[74, 100, 100]	[-0.40875462561895537, 0.8564305171192773, 0.6070119356946091]	0.351562609064977	en	gujarati
With appropriate complementary feeding from six months and continued breastfeeding for two years or beyond, with supplementation of vitamin A and other micronutrients as needed.	છ મહિનાથી યોગ્ય પૂરક આહાર અને બે વર્ષ કે તેથી વધુ સમય સુધી સ્તનપાન ચાલુ રાખીને વિટામિન એ અને અન્ય સૂક્ષ્મ પોષક તત્વોની જરૂરિયાત મુજબ પૂરક આહાર પૂરો પાડવો.	66.0	[78, 60, 60]	[-0.16108887825180485, -1.2130455976026007, -1.3170650665637325]	-0.8970665141393793	en	gujarati
Research has shown that the liver has an excellent capacity to regenerate itself provided all essential nutrients are adequately supplied.	સંશોધનમાં દર્શાવવામાં આવ્યું છે કે યકૃત પોતાને પુનર્જીવિત કરવાની ઉત્કૃષ્ટ ક્ષમતા ધરાવે છે, જો તમામ આવશ્યક પોષક તત્વોનો પૂરવઠો પૂરતા પ્રમાણમાં પૂરો પાડવામાં આવે.	91.0	[73, 100, 100]	[-0.5016750674799078, 0.8935456991742678, 0.6384631443090745]	0.3434445920011448	en	gujarati
A study shows that breastmilk can raise IQ by 7 points if the infants had a "C" version of the FADS2 gene.	એક અભ્યાસ દર્શાવે છે કે જો બાળકોમાં FADS2 જનીનનું સી વર્ઝન હોય તો સ્તનપાન IQ માં 7 પોઇન્ટનો વધારો કરી શકે છે.	84.66666666666667	[74, 90, 90]	[-0.40875462561895537, 0.3390614884388078, 0.12599268513002365]	0.018766515983292	en	gujarati
These can often be treated successfully if identified early.	આ બીમારીની શરૂઆતમાં જ ઓળખ થઈ જાય તો તેનો સફળતાપૂર્વક ઈલાજ થઇ શકે છે.	88.0	[74, 90, 100]	[-0.40875462561895537, 0.3390614884388078, 0.6070119356946091]	0.1791062661714871	en	gujarati
By this non-insulin dependent mechanism the liver fructose is ultimately converted into glycogen and triglycerides.	આ ઇન્સ્યુલિન આધારિત વ્યવસ્થા દ્વારા લીવર ફ્રુક્ટોઝ આખરે ગ્લાયકોજન અને ટ્રાઇગ્લિસરાઇડમાં રૂપાંતરિત થાય છે.	76.66666666666667	[100, 65, 65]	[1.2010727322675232, -0.9543610832623659, -1.0765554412814398]	-0.2766145974254275	en	gujarati
Like family size, household economic status has a strong effect on chronic child malnutrition, shown by data on stunting and underweight, but no significant effect on acute malnutrition, indicated by wasting.	પરિવારના કદની જેમ, ઘરની આર્થિક સ્થિતિ પણ બાળકોના કુપોષણ પર મજબૂત અસર કરે છે, જે સ્ટંટિંગ અને ઓછું વજન ધરાવતા આંકડાઓ દ્વારા દર્શાવવામાં આવે છે, પરંતુ તીવ્ર કુપોષણ પર કોઈ નોંધપાત્ર અસર થતી નથી, જે વેસ્ટિંગ દ્વારા સૂચવવામાં આવે છે.	76.66666666666667	[90, 70, 70]	[0.5819083638496467, -0.6956765689221313, -0.8360458159991471]	-0.3166046736905438	en	gujarati
Blood may be taken (if this has not been done in the clinic) to ensure that you are fit for surgery.	લોહી લેવું (જો ક્લિનિકમાં આવું ન થયું હોય તો) એ સુનિશ્ચિત કરવા માટે કે તમે સર્જરી માટે ફિટ છો.	81.66666666666667	[90, 75, 80]	[0.5819083638496467, -0.43699205458189644, -0.35502656543456174]	-0.0700367520556038	en	gujarati
A thermostat is fitted to control the temperature.	તાપમાનને નિયંત્રિત કરવા માટે થર્મોસ્ટેટ લગાવવામાં આવ્યું છે.	95.66666666666667	[87, 100, 100]	[0.39615905332428386, 0.8564305171192773, 0.6070119356946091]	0.6198671687127234	en	gujarati
You should also contact your GP if your baby has been in contact with the chickenpox virus and is less than four weeks old.	જો તમારું બાળક ચિકનપોક્સ વાયરસના સંપર્કમાં હોય અને ચાર અઠવાડિયાથી ઓછી ઉંમરનું હોય તો તમારે તમારા જીપીનો સંપર્ક કરવો જોઈએ.	65.66666666666667	[62, 65, 70]	[-1.151751867720407, -0.9543610832623659, -0.8360458159991471]	-0.9807195889939732	en	gujarati
There is also the Medical After-Care Fund created in 1941 to financially help needy ex-servicemen who participated in World War I and II, Kashmir, NEFA and Ladakh operations and Indo-Pakistani conflicts.	1941માં મેડિકલ આફ્ટર કેર ફંડની પણ રચના કરવામાં આવી હતી, જે પ્રથમ અને બીજા વિશ્વયુદ્ધ, કાશ્મીર, એનઇએફએ અને લદ્દાખની કામગીરીમાં તથા ભારત-પાકિસ્તાન સંઘર્ષમાં ભાગ લેનાર જરૂરિયાતમંદ ભૂતપૂર્વ સૈનિકોને નાણાકીય સહાય પૂરી પાડે છે.	63.333333333333336	[70, 65, 55]	[-0.6564203729861059, -0.9543610832623659, -1.5575746918460251]	-1.0561187160314989	en	gujarati
A look of exhaustion or generally uncomfortable posturing indicates that your baby needs your assistance to get into a more comfortable position and get some rest.	થાક અથવા સામાન્ય રીતે અસુવિધાજનક મુદ્રાનો દેખાવ સૂચવે છે કે તમારા બાળકને વધુ આરામદાયક સ્થિતિમાં આવવા અને આરામ કરવા માટે તમારી મદદની જરૂર છે.	71.0	[73, 70, 70]	[-0.47067106246074303, -0.6956765689221313, -0.8360458159991471]	-0.6674644824606738	en	gujarati
Other low-risk individuals, ie, individuals aged 16 to 54 years who want to reduce their risk of meningococcal disease, are also eligible for the vaccine.	અન્ય ઓછું જોખમ ધરાવતી વ્યક્તિઓ એટલે કે 16 થી 54 વર્ષની વયની વ્યક્તિઓ કે જેઓ મેનિન્ગોકોકલ બીમારીનું જોખમ ઘટાડવા માંગે છે તેઓ પણ રસી માટે પાત્ર છે.	65.33333333333333	[56, 70, 70]	[-1.523250488771133, -0.6956765689221313, -0.8360458159991471]	-1.0183242912308037	en	gujarati
Additionally, the report notes that more than half of the world's population lives in countries with little or no information about the scope of the tobacco pandemic in their country.	વધુમાં, અહેવાલમાં નોંધ્યું છે કે, વિશ્વની અડધાથી વધુ વસ્તી એવા દેશોમાં રહે છે જ્યાં તેમના દેશમાં તમાકુ રોગચાળાના વ્યાપ વિશે ઓછી અથવા કોઈ માહિતી નથી.	71.66666666666667	[85, 70, 60]	[0.2723261796407086, -0.6956765689221313, -1.3170650665637325]	-0.5801384852817183	en	gujarati
It is easier to play than walk or exercise.	ચાલવા અથવા કસરત કરતાં રમવું સરળ છે.	96.33333333333333	[89, 100, 100]	[0.5199919270078591, 0.8564305171192773, 0.6070119356946091]	0.6611447932739152	en	gujarati
The therapist’s role is as an observer and an interpreter of the interaction between the infant and the parent.	થેરાપિસ્ટની ભૂમિકા બાળક અને માતાપિતા વચ્ચેની ક્રિયાપ્રતિક્રિયાના નિરીક્ષક અને વ્યાખ્યાતા તરીકે છે.	78.33333333333333	[75, 80, 80]	[-0.317275540701573, -0.18127650906194795, -0.3452535810941551]	-0.2812685436192253	en	gujarati
Meditation is an effective weapon in our artillery.	આપણા તોપખાનામાં ધ્યાન એક અસરકારક હથિયાર છે.	64.0	[52, 40, 100]	[-1.8265211963881152, -2.160441310250742, 0.6384631443090745]	-1.1161664541099274	en	gujarati
Obesity can occur at any age in either sex.	સ્થૂળતા કોઈ પણ ઉંમરે બંને લિંગમાં જોવા મળી શકે છે.	83.66666666666667	[86, 65, 100]	[0.3342426164824962, -0.9543610832623659, 0.6070119356946091]	-0.0043688436950868	en	gujarati
They cannot predict when an attack will occur and may develop intense anxiety between episodes, worrying when and where the next one will strike.	તેઓ આગાહી કરી શકતા નથી કે હુમલો ક્યારે થશે અને એપિસોડ વચ્ચે તીવ્ર ચિંતા થઈ શકે છે, જ્યારે અને જ્યાં આગામી હુમલો થશે.	71.66666666666667	[80, 65, 70]	[-0.037256004568229584, -0.9543610832623659, -0.8360458159991471]	-0.6092209679432475	en	gujarati
Programs are based on the training and resources of the Parent-Child Mother Goose Program.	આ કાર્યક્રમો માતા-પિતા-બાળક માતા હંસ કાર્યક્રમની તાલીમ અને સંસાધનો પર આધારિત છે.	49.666666666666664	[44, 55, 50]	[-2.2662477308725846, -1.4717301119428354, -1.7980843171283178]	-1.8453540533145791	en	gujarati
If you suffer from a chronic disease you may go on a longer fast.	જો તમે કોઈ લાંબી બિમારીથી પીડાતા હોવ તો તમે ઝડપથી આગળ વધી શકો છો.	41.0	[68, 25, 30]	[-0.7802532466696812, -3.023837197984244, -2.760122818257489]	-2.188071087637138	en	gujarati
Antitoxin treatment is given within the first 48 hours of symptoms developing and a blood sample is also needed to measure your antibodies to the diphtheria toxin (poison).	લક્ષણો વિકસાવવાના પ્રથમ 48 કલાકની અંદર એન્ટિટોક્સિન સારવાર આપવામાં આવે છે અને ડિપ્થેરિયા ટોક્સિન (ઝેર) ના તમારા એન્ટિબોડીઝને માપવા માટે લોહીના નમૂનાની પણ જરૂર પડે છે.	75.0	[90, 65, 70]	[0.5819083638496467, -0.9543610832623659, -0.8360458159991471]	-0.4028328451372887	en	gujarati
We believe it will be a place where the tremendously talented people of the Tropical Disease Foundation can advance and share their knowledge for the benefit of patients throughout the region.	અમારું માનવું છે કે આ એક એવી જગ્યા છે જ્યાં ટ્રોપિકલ ડિસીઝ ફાઉન્ડેશનના અત્યંત પ્રતિભાશાળી લોકો આગળ વધી શકે છે અને સમગ્ર પ્રદેશમાં દર્દીઓના લાભ માટે તેમના જ્ઞાનને વહેંચી શકે છે.	76.66666666666667	[90, 70, 70]	[0.5819083638496467, -0.6956765689221313, -0.8360458159991471]	-0.3166046736905438	en	gujarati
Reservoirs of HEV and HGV are unknown.	એચઈવી (HEV) અને એચજીવી (HGV) ના જળાશયો અજ્ઞાત છે.	92.0	[76, 100, 100]	[-0.2849217519353801, 0.8564305171192773, 0.6070119356946091]	0.3928402336261687	en	gujarati
So a vegetarian diet is better for diabetes.	તેથી ડાયાબિટીસ માટે શાકાહારી આહાર વધુ સારો છે.	92.66666666666667	[78, 100, 100]	[-0.16108887825180485, 0.8564305171192773, 0.6070119356946091]	0.4341178581873605	en	gujarati
Pica is most common in people with developmental disabilities, including autism and mental retardation, and in children between the ages of 2 and 3.	ઓટીઝમ અને માનસિક મંદતા સહિત વિકાસલક્ષી વિકલાંગતા ધરાવતા લોકોમાં અને 2 થી 3 વર્ષની ઉંમરના બાળકોમાં પિકા સૌથી વધુ સામાન્ય છે.	62.666666666666664	[68, 60, 60]	[-0.7802532466696812, -1.2130455976026007, -1.3170650665637325]	-1.1034546369453382	en	gujarati
Carbon dioxide from the blood gets eliminated in to the air while we breathe out.	જ્યારે આપણે શ્વાસ લઈએ છીએ ત્યારે લોહીમાંથી કાર્બન ડાયોક્સાઇડ હવામાં બહાર નીકળી જાય છે.	45.0	[75, 40, 20]	[-0.34683818877716777, -2.2477836549635395, -3.2411420688220742]	-1.945254637520927	en	gujarati
Avoid bringing home ice-cream, cakes, and readymade baked goodies.	ઘરે આઈસ્ક્રીમ, કેક અને રેડીમેડ બેક્ડ ગૂડીઝ લાવવાનું ટાળો.	83.33333333333333	[60, 90, 100]	[-1.2755847414039823, 0.3390614884388078, 0.6070119356946091]	-0.1098371057568551	en	gujarati
Therapist might share some of his thoughts about the behaviour of the child with the parent and by doing so offering the parent an alternative way of experiencing the child.	થેરાપિસ્ટ બાળકના વર્તન વિશે તેના કેટલાક વિચારો માતા-પિતા સાથે શેર કરી શકે છે અને આમ કરીને માતાપિતાને બાળકનો અનુભવ કરવાની વૈકલ્પિક રીત આપી શકે છે.	84.0	[67, 90, 95]	[-0.8421696835114688, 0.3390614884388078, 0.36650231041231635]	-0.0455352948867815	en	gujarati
Children who have hyperleukocytosis (too many white blood cells), especially monocytic M5 leukemia, have a poor prognosis.	જે બાળકોમાં હાઇપરલ્યુકોસાઇટોસિસ (ખૂબ વધારે શ્વેત રક્તકણો) હોય છે, ખાસ કરીને મોનોસાયટિક એમ 5 લ્યુકેમિયા, તેમની આગાહી નબળી હોય છે.	88.66666666666667	[66, 100, 100]	[-0.9040861203532564, 0.8564305171192773, 0.6070119356946091]	0.18645211082021	en	gujarati
The procedure is to take the juice of an orange, in a glass of warm water, if desired, every two hours from 8 am to 8 pm.	આ પ્રક્રિયા એક નારંગીનો રસ એક ગ્લાસ ગરમ પાણીમાં, જો ઇચ્છિત હોય તો, દર બે કલાકે સવારે 8 વાગ્યાથી રાત્રે 8 વાગ્યા સુધી લેવાની છે.	85.0	[75, 85, 95]	[-0.34683818877716777, 0.08037697409857304, 0.36650231041231635]	0.0333470319112405	en	gujarati
