original	translation	mean	scores	z_scores	z_mean	source_lang	target_lang
If you have a white patch in the mouth that does not go away, get it checked by a dentist or gp.	जर तोंडात पांढरा पट्टा असेल, जो निघत नसेल, तर त्याची तपासणी दंतवैद्य किंवा जीपी यांच्याकडून करून घ्या.	79.0	78 80 79	-0.858572 1.590918 0.366173	0.366173236	en	marathi
The first priority is to protect the child and restore them to good health.	मुलांचे संरक्षण करणे आणि त्यांना निरोगी ठेवणे ही पहिली प्राथमिकता आहे.	87.0	86 89 86	0.001233 2.122554 0.001233	0.708340141	en	marathi
It's very important that the end of your finger does not bend during the time it's splinted because it may slow the healing and reduce the effectiveness of the treatment.	हे खूप महत्वाचे आहे की बोटांचा शेवट फाटण्याच्या वेळी वळू नये कारण यामुळे उपचार मंद होऊ शकतात आणि उपचाराची परिणामकारकता कमी होऊ शकते.	39.0	40 38 39	0.456824 -1.992665 -0.767921	-0.767920557	en	marathi
Delivery by caesarean section is recommended if the genital herpes has occurred for the first time in the last 6 weeks of your pregnancy.	गरोदरपणाच्या शेवटच्या सहा आठवड्यांमध्ये पहिल्यांदाच जननेंद्रिय हर्पीज झाल्यास सिझेरियन द्वारे प्रसूती करण्याची शिफारस केली जाते.	49.0	50 48 49	0.885550 -1.563940 -0.339195	-0.339194772	en	marathi
If you're planning to travel to a polio-affected country, you should get vaccinated if you've not been fully vaccinated before, or have a booster dose if it's been 10 years or more since your last dose of the vaccine.	जर तुम्ही पोलिओग्रस्त देशात जाण्याचा विचार करत असाल, तर तुम्ही लसीकरण करून घ्यावे, किंवा लसीच्या शेवटच्या डोसला दहा वर्षे किंवा त्याहून अधिक काळ लोटला असेल तर बूस्टर डोस घ्यावा.	79.0	78 80 79	-0.805165 1.644325 0.419580	0.419579962	en	marathi
Because of the risk of bleeding, your dose of warfarin may need to be lowered or stopped a few days before you have an operation.	रक्तस्त्राव होण्याच्या धोक्यामुळे, शस्त्रक्रिया होण्यापूर्वी काही दिवस वॉर्फरिनचा डोस कमी किंवा थांबवावा लागू शकतो.	79.0	78 80 79	-0.747083 1.702407 0.477662	0.477661817	en	marathi
If this is not working well enough to control your bleeding, your doctor may tell you to take 2 tablets 4 times day.	जर रक्तस्त्राव नियंत्रित करण्यासाठी हे पुरेसे नाही, तर डॉक्टर दिवसातून 4 वेळा 2 गोळ्या घेण्यास सांगू शकतात.	87.66666666666667	88 86 89	0.808595 -0.794973 1.610379	0.541333587	en	marathi
Visit your dentist regularly so early tooth decay can be treated as soon as possible and the prevention of further decay can begin.	दंतवैद्यांकडे नियमितपणे जा जेणेकरून लवकरात लवकर दात गळणे दूर होईल आणि पुढील घसरण रोखण्यास सुरुवात होईल.	49.0	50 48 49	1.007731 -1.441759 -0.217014	-0.217014181	en	marathi
If you're being sick, try having small, frequent sips?of water or squash to avoid dehydration.	जर तुम्ही आजारी असाल तर निर्जलीकरण टाळण्यासाठी वारंवार पाणी किंवा स्क्वॉश पिण्याचा प्रयत्न करा.	49.0	50 48 49	0.970234 -1.479255 -0.254511	-0.254510513	en	marathi
If you've been hurt or have an infection, your body makes hormones called prostaglandins.	जर तुम्हाला दुखापत झाली असेल किंवा संसर्ग झाला असेल, तर तुमचे शरीर प्रोस्टाग्लॅन्डिन्स नावाचे हार्मोन्स तयार करते.	69.0	70 68 69	1.369414 -1.080076 0.144669	0.144669274	en	marathi
Antidepressants usually need to be taken for 1 or 2 weeks (without missing a dose) before the benefit starts to be felt.	नैराश्यरोधक औषधे सहसा 1 किंवा 2 आठवडे (डोस चुकवल्याशिवाय) घ्यावी लागतात.	39.0	40 38 39	0.383437 -2.066053 -0.841308	-0.841308312	en	marathi
This leads to an extremely serious condition known as a subarachnoid haemorrhage, where bleeding caused by the ruptured aneurysm can cause extensive brain damage and symptoms.	यामुळे गंभीर आजार होतो, ज्याला सबअराकॉईड रक्तस्त्राव म्हणतात, ज्यामध्ये बिघडलेल्या रक्तस्त्रावामुळे मेंदूचे मोठे नुकसान होऊ शकते आणि लक्षणे दिसून येऊ शकतात.	43.333333333333336	43 47 40	-0.717916 0.677056 -1.764145	-0.601668359	en	marathi
Keep using the eye drops, but talk to your doctor if these side effects bother you or do not go away.	डोळ्यांचे थेंब वापरत राहा, परंतु हे दुष्परिणाम तुम्हाला त्रास देत असतील किंवा नाहीसे होत असतील तर डॉक्टरांचा सल्ला घ्या.	69.0	70 68 69	1.291373 -1.158117 0.066628	0.066627998	en	marathi
If the procedure involves the transplantation of the outer cornea, the new outer cornea is held in place with stitches, which usually stay in for more than 12 months.	जर या प्रक्रियेत बाह्य कॉर्नियाचे प्रत्यारोपण समाविष्ट असेल तर नवीन बाह्य कॉर्निया टाक्यांच्या सहाय्याने आयोजित केला जातो, जे सामान्यतः 12 महिन्यांपेक्षा जास्त काळ राहतात.	59.0	60 58 59	1.144857 -1.304632 -0.079888	-0.079887542	en	marathi
Coronary heart disease can cause angina, which is chest pain that occurs when the supply of oxygen-rich blood to the heart becomes restricted.	कोरोनरी हृदयविकारामुळे अँजिना होऊ शकतो, जो छातीत वेदना आहे, जो हृदयाला ऑक्सिजन-युक्त रक्ताचा पुरवठा थांबतो तेव्हा उद्भवतो.	69.0	70 68 69	1.291507 -1.157982 0.066763	0.066762513	en	marathi
The cancer research uk website has more information about the treatment options for eye cancer and the types of eye cancer surgery.	कॅन्सर संशोधन युकेच्या संकेतस्थळावर नेत्र कर्करोगावरील उपचार पर्याय आणि नेत्र कर्करोग शस्त्रक्रियेच्या प्रकारांविषयी अधिक माहिती आहे.	79.33333333333333	83 75 80	1.555044 -0.869322 0.645907	0.443876247	en	marathi
Signs of dehydration include peeing less than usual or having strong-smelling pee.	निर्जलीकरणाच्या लक्षणांमध्ये सामान्यपेक्षा कमी मूत्र त्याग करणे किंवा तीव्र गंधयुक्त मूत्र असणे समाविष्ट आहे.	55.0	61 50 54	1.317858 -1.101819 -0.221936	-0.001965662	en	marathi
First, a doctor will give you painkillers and may fix a splint to your leg to secure it in position and prevent further damage.	प्रथमतः, डॉक्टर तुम्हाला वेदनाशामक देतील आणि तुमच्या पायाला स्प्लिंट लावतील जेणेकरून तुमच्या पायाला सुरक्षित ठेवावे आणि पुढील हानी टाळता येईल.	49.0	50 48 49	0.997855 -1.451634 -0.226889	-0.226889377	en	marathi
It's important to look after your teeth and have regular dental check-ups while taking alendronic acid because it can sometimes damage the jaw bone - but this is rare.	अलेंड्रोनिक ऍसिड घेताना दातांची काळजी घेणे आणि नियमितपणे दातांची तपासणी करणे महत्वाचे आहे कारण यामुळे कधीकधी जबड्याच्या हाडांना इजा होऊ शकते-परंतु असे क्वचितच होते.	87.66666666666667	88 86 89	1.048895 -0.554673 1.850679	0.781633593	en	marathi
A series of tests with different types of antibody can be used to identify your blood group.	रक्तगट ओळखण्यासाठी विविध प्रकारच्या अँटीबॉडीज असलेल्या चाचण्यांची मालिका वापरली जाऊ शकते.	79.66666666666667	75 80 84	-0.876967 0.481070 1.567499	0.390533833	en	marathi
It's not clear exactly how many people are affected by fibromyalgia, although research has suggested it could be a relatively common condition.	फायब्रोमायल्जियाने किती लोकांना प्रभावित केले आहे हे स्पष्ट नाही, परंतु संशोधनातून असे सूचित झाले आहे की ही तुलनेने सामान्य स्थिती असू शकते.	67.33333333333333	67 68 67	-0.557489 1.563832 -0.557489	0.149617945	en	marathi
If you are 65 or older the maximum recommended dose is 40mg a day.	जर तुमचे वय 65 किंवा त्यापेक्षा जास्त असेल तर दिवसातून 40 मिलिग्रॅम डोस घ्यावा, अशी शिफारस करण्यात आली आहे.	79.0	78 80 79	-0.743053 1.706437 0.481692	0.481692243	en	marathi
Rather than examining a person's past or their thoughts, it concentrates on helping combat current difficulties using a gradual step-by-step approach to help conquer fears.	एखाद्या व्यक्तीच्या भूतकाळाचे किंवा त्यांच्या विचारांचे परीक्षण करण्याऐवजी, भीतीवर मात करण्यासाठी हळूहळू टप्प्याटप्प्याने दृष्टिकोन वापरून सध्याच्या अडचणींचा सामना करण्यास मदत करण्यावर ते लक्ष केंद्रित करते.	69.0	70 68 69	1.255138 -1.194352 0.030393	0.030392916	en	marathi
Diphenhydramine is an antihistamine medicine that relieves the symptoms of allergies.	डायफेनहायड्रॅमाइन हे अॅलर्जीची लक्षणे दूर करणारे औषध आहे.	39.0	40 38 39	0.536546 -1.912943 -0.688199	-0.688198502	en	marathi
But the condition is largely preventable with a healthy lifestyle, and treatment can help reduce the risk of serious problems happening.	परंतु निरोगी जीवनशैलीमुळे हा आजार मोठ्या प्रमाणात टाळता येतो आणि उपचार गंभीर समस्यांचा धोका कमी करण्यास मदत करू शकतात.	70.33333333333333	72 70 69	1.473283 -0.130284 -0.932068	0.13697697	en	marathi
They do not need to be able to read, or even speak.	त्यांना वाचता येण्याची, बोलता येण्याची गरज नाही.	81.66666666666667	78 83 84	-1.101308 0.803694 1.184695	0.295693685	en	marathi
Constipation - eat more high-fibre foods, such as fresh fruit and vegetables, and cereals.	बद्धकोष्ठता-ताजी फळे आणि भाज्या, धान्य यासारखे अधिक फायबर असलेले पदार्थ खा.	88.33333333333333	88 88 89	-0.162228 -0.162228 1.959093	0.544879264	en	marathi
Like all medicines, sotalol can cause side effects in some people but many people have no side effects or only minor ones.	सर्व औषधांप्रमाणेच सोटालोलचे काही लोकांवर दुष्परिणाम होऊ शकतात परंतु अनेक लोकांवर कोणतेही दुष्परिणाम किंवा केवळ किरकोळ परिणाम होत नाहीत.	44.0	49 40 43	0.620029 -1.785322 -0.983538	-0.716277195	en	marathi
It usually takes less time to recover from a coronary angioplasty than from a coronary artery bypass graft, but there's a higher chance that the procedure will need to be repeated.	कोरोनरी आर्टरी बायपास ग्राफ्ट पेक्षा कोरोनरी अँजिओप्लास्टी बरे होण्यास कमी वेळ लागतो, परंतु ही प्रक्रिया पुन्हा करावी लागेल याची जास्त शक्यता आहे.	59.0	60 58 59	1.138850 -1.310639 -0.085894	-0.085894413	en	marathi
If the medicine you buy is not controlling your pain, your doctor may recommend additional treatment to help your pain, such as exercise or physiotherapy.	जर तुम्ही विकत घेतलेले औषध तुमच्या वेदना नियंत्रित करत नसेल तर तुमचे डॉक्टर तुमच्या वेदना कमी करण्यासाठी व्यायाम किंवा फिजिओथेरपी यासारख्या अतिरिक्त उपचारांची शिफारस करू शकतात.	79.0	78 80 79	-0.990941 1.458548 0.233804	0.233803593	en	marathi
If you have been taking adalimumab (humira) and your hospital decides to start using biosimilars, you should receive a letter explaining this.	जर तुम्ही अडालीमुमाब (हुमिरा) घेत असाल आणि तुमच्या रुग्णालयाने बायोसिमिलरचा वापर सुरू करण्याचा निर्णय घेतला असेल, तर तुम्हाला हे स्पष्ट करणारे पत्र प्राप्त झाले पाहिजे.	79.0	78 80 79	-1.001622 1.447868 0.223123	0.223123157	en	marathi
You should seek medical help as soon as possible if you experience any of the above symptoms for the first time.	वरील लक्षणे प्रथमच आढळल्यास त्वरित वैद्यकीय सल्ला घ्यावा.	44.666666666666664	47 41 46	0.329351 -1.956651 -0.051649	-0.559649929	en	marathi
This is to limit the effects of the injury and because it's also likely they'll have hypothermia.	हे जखमांचे परिणाम मर्यादित करण्यासाठी आहे आणि त्यांना हायपोथर्मिया होण्याची शक्यता आहे.	59.0	60 58 59	1.158115 -1.291375 -0.066630	-0.066630124	en	marathi
By analysing the areas where the radiotracer does and does not build up, it's possible to work out how certain body functions are working.	रेडिओट्रेसर ज्या भागात काम करतो आणि तयार होत नाही त्या भागांचे विश्लेषण करून, काही विशिष्ट शरीर कसे कार्य करत आहे ते शोधणे शक्य आहे.	54.333333333333336	50 56 57	-0.448953 -0.815340 1.044945	-0.073115851	en	marathi
Your child may need to stay in hospital during this time, or you may be able to look after them at home.	या काळात तुमच्या मुलाला रुग्णालयात राहावे लागेल किंवा तुम्ही घरी त्यांची काळजी घेऊ शकाल.	69.33333333333333	68 69 71	-1.447967 1.635983 -0.132345	0.018557093	en	marathi
All the injection pens start with a loud click and have a small window on the injection, which changes colour when the injection has finished.	सर्व इंजेक्शन पेन मोठ्या क्लिकने सुरू होतात आणि इंजेक्शनवर एक लहान खिडकी असते, जी इंजेक्शन संपल्यानंतर रंग बदलते.	59.0	60 58 59	1.164924 -1.284566 -0.059821	-0.059821335	en	marathi
The most common type of talking therapy offered for skin picking disorder is cognitive behavioural therapy, and may include a technique called habit reversal training.	त्वचेच्या विकारांसाठी सर्वात सामान्य प्रकारचे बोलणे उपचार म्हणजे संज्ञानात्मक वर्तनात्मक उपचार आहे आणि त्यात सवय उलटवणे प्रशिक्षण नावाचे तंत्र समाविष्ट असू शकते.	39.0	40 38 39	0.492087 -1.957403 -0.732658	-0.732657872	en	marathi
You'll usually be told the results on the same day, although biopsy results take longer – you may have to wait about a week.	तुम्हाला सहसा त्याच दिवशी निकाल सांगितले जातील, जरी बायोप्सीच्या निकालांना जास्त वेळ लागतो-तुम्हाला सुमारे एक आठवडा वाट पाहावी लागेल.	69.0	70 68 69	1.408438 -1.041051 0.183693	0.183693391	en	marathi
Gently hold an ice pack (or bag of frozen peas) wrapped in a towel on your shoulder for 15 to 20 minutes a few times a day.	दिवसातून काही वेळा 15 ते 20 मिनिटे आपल्या खांद्यावर टॉवेलमध्ये गुंडाळलेले आईसपॅक (किंवा गोठलेल्या बटाट्यांची पिशवी) हळूहळू पकडा.	49.0	50 48 49	0.814110 -1.635379 -0.410634	-0.410634427	en	marathi
You may need extra monitoring while you take isotretinoin capsules as this medicine can cause a rise in blood sugar levels.	या औषधामुळे रक्तातील साखरेची पातळी वाढू शकते म्हणून आयसोट्रेटिनोइन कॅप्सूल घेताना आपल्याला अतिरिक्त देखरेखीची आवश्यकता असू शकते.	69.0	70 68 69	1.387033 -1.062457 0.162288	0.162287946	en	marathi
Do not use lidocaine to treat piles in children under the age of 12 years – unless their doctor prescribes it.	12 वर्षांपेक्षा कमी वयाच्या मुलांमध्ये लिडोकेन वापरू नका-त्यांच्या डॉक्टरांनी सांगितल्याशिवाय.	46.0	45 47 46	-1.470827 0.978663 -0.246082	-0.246082022	en	marathi
More seriously, this infection can spread into the blood (sepsis), which requires treatment with antibiotics.	अधिक गंभीरपणे, हा संसर्ग रक्तामध्ये (सेप्सिस) पसरू शकतो, ज्यासाठी प्रतिजैविकांच्या उपचारांची आवश्यकता असते.	69.0	70 68 69	1.419016 -1.030474 0.194271	0.194270642	en	marathi
If you're taking it for bipolar disorder or to prevent migraine, your condition could get worse for a short time after you stop taking the medicine.	जर तुम्ही बायपोलर डिसऑर्डरसाठी किंवा मायग्रेन टाळण्यासाठी हे औषध घेत असाल तर औषध घेणं थांबवल्यानंतर काही काळासाठी तुमची स्थिती बिघडू शकते.	69.0	70 68 69	1.326480 -1.123010 0.101735	0.101735279	en	marathi
It tells you how you can reduce the risks of side effects.	साइड इफेक्ट्सचा धोका कसा कमी करता येईल, हे या लेखात सांगण्यात आले आहे.	80.0	75 81 84	-1.125370 0.478197 1.279981	0.210936237	en	marathi
You're also less likely to need to have your breast removed (a mastectomy) or chemotherapy if breast cancer is detected at an early stage.	स्तनाच्या कर्करोगाचे सुरुवातीच्या टप्प्यात निदान झाल्यास स्तन काढून टाकण्याची (मास्टेक्टॉमी) किंवा केमोथेरपी करण्याची गरज कमी असते.	79.0	78 80 79	-0.885177 1.564313 0.339568	0.339568134	en	marathi
If you and your doctor decide to take you off escitalopram, your doctor will probably recommend reducing your dose gradually to help prevent extra side effects.	जर तुम्ही आणि तुमच्या डॉक्टरांनी एस्सिटालोप्राममधून बाहेर पडण्याचा निर्णय घेतला तर अतिरिक्त दुष्परिणाम टाळण्यासाठी डॉक्टर कदाचित हळूहळू डोस कमी करण्याचा सल्ला देतील.	69.0	70 68 69	1.343105 -1.106384 0.118361	0.118360578	en	marathi
If you take them together, the ibuprofen plus aspirin or naproxen may increase the chance of you getting side effects, like stomach ache, or serious issues such as stomach bleeds.	जर आपण ते एकत्र केले तर इबुप्रोफेन प्लस अॅस्प्रिन किंवा नॅप्रॉक्सेन मुळे पोटात दुखणे किंवा पोटातून रक्तस्त्राव यासारख्या गंभीर समस्या उद्भवू शकतात.	53.333333333333336	54 52 54	0.638007 -1.483313 0.638007	-0.069099705	en	marathi
Thinning hair, or changes to the colour or texture of your hair – if these symptoms bother you, ask your doctor whether it's possible to lower your dose.	केस गळणे, किंवा केसांचा रंग किंवा पोत बदलणे-ही लक्षणे तुम्हाला त्रास देत असतील तर आपल्या डॉक्टरांना विचारा की डोस कमी करणे शक्य आहे का.	79.0	78 80 79	-0.758130 1.691359 0.466614	0.466614483	en	marathi
Once a day – take it as soon as you remember, unless it's less than 12 hours until your next dose.	दिवसातून एकदा-पुढच्या डोसपर्यंत 12 तासांपेक्षा कमी वेळ नसेल तर लक्षात येताच लगेच घ्या.	41.666666666666664	43 42 40	-1.662710 -0.538153 1.415785	-0.261692526	en	marathi
A 2010 house of commons science and technology committee report on homeopathy said that homeopathic remedies perform no better than placebos (dummy treatments).	होमिओपॅथीवरील 2010 च्या विज्ञान आणि तंत्रज्ञान समितीच्या अहवालात म्हटले आहे की होमिओपॅथी उपचार हे प्लेसबॉपेक्षा (डमी उपचार) चांगले नाहीत.	69.0	70 68 69	1.331876 -1.117613 0.107131	0.107131485	en	marathi
In most cases no treatment is necessary, as the testicles will usually move down into the scrotum naturally during the first 3 to 6 months of life.	बहुतेक प्रकरणांमध्ये उपचार आवश्यक नसतात, कारण जीवनाच्या पहिल्या 3 ते 6 महिन्यात अंडकोष नैसर्गिकरित्या अंडकोशात खाली जातात.	49.0	50 48 49	0.983036 -1.466454 -0.241709	-0.2417088	en	marathi
